effective_from,effective_to,screen_year,security_code,security_name,avg_roe_3y,rank
2011-11-01,,2011,0000001800,ABT ABBOTT LABORATORIES,,
2022-09-19,,2022,0000002488,AMD ADVANCED MICRO DEVICES INC,,
2011-11-01,2012-03-22,2011,0000004281,ARNC Howmet Aerospace Inc.,,
2011-11-01,2014-06-22,2011,0000004904,AEP AMERICAN ELECTRIC POWER CO INC,,
2012-09-23,2016-08-15,2012,0000006769,APA APACHE CORP,,
2026-03-22,,2026,0000006951,AMAT APPLIED MATERIALS INC /DE,,
2011-11-01,2012-03-22,2011,0000008868,AVP AVON PRODUCTS INC,,
2011-11-01,2016-08-15,2011,0000010456,BAX BAXTER INTERNATIONAL INC,,
2011-11-01,,2011,0000012927,BA BOEING CO,,
2011-11-01,,2011,0000014272,BMY BRISTOL MYERS SQUIBB CO,,
2011-11-01,2012-09-22,2011,0000016732,CPB CAMPBELL'S Co,,
2011-11-01,,2011,0000018230,CAT CATERPILLAR INC,,
2011-11-01,,2011,0000021344,KO COCA COLA CO,,
2011-11-01,,2011,0000021665,CL COLGATE PALMOLIVE CO,,
2011-11-01,2026-03-21,2011,0000027419,TGT TARGET CORP,,
2011-11-01,2017-08-31,2011,0000029915,DOW DOW CHEMICAL CO /DE/,,
2011-11-01,2017-08-31,2011,0000030554,"DD EIDP, Inc.",,
2012-09-23,,2012,0000032604,EMR EMERSON ELECTRIC CO,,
2011-11-01,2026-06-30,2011,0000034088,XOM EXXON MOBIL CORP,,
2011-11-01,2025-03-21,2011,0000037996,F FORD MOTOR CO,,
2011-11-01,,2011,0000040533,GD GENERAL DYNAMICS CORP,,
2011-11-01,,2011,0000040545,GE GENERAL ELECTRIC CO,,
2011-11-01,2019-04-02,2011,0000045012,HAL HALLIBURTON CO,,
2011-11-01,2013-06-04,2011,0000046640,HNZ Kraft Heinz Foods Co,,
2011-11-01,2015-11-01,2011,0000047217,HPQ HP INC,,
2011-11-01,,2011,0000050863,INTC INTEL CORP,,
2011-11-01,,2011,0000051143,IBM INTERNATIONAL BUSINESS MACHINES CORP,,
2012-03-23,2013-01-01,2012,0000059478,LLY ELI LILLY & Co,,
2013-03-07,,2013,0000059478,LLY ELI LILLY & Co,,
2011-11-01,,2011,0000060667,LOW LOWES COMPANIES INC,,
2011-11-01,,2011,0000063908,MCD MCDONALDS CORP,,
2011-11-01,2014-07-13,2011,0000064670,MDT MEDTRONIC INC,,
2011-11-01,,2011,0000064803,CVS CVS HEALTH Corp,,
2011-11-01,2012-03-22,2011,0000065984,ETR ENTERGY CORP /DE/,,
2011-11-01,,2011,0000066740,MMM 3M CO,,
2011-11-01,,2011,0000077476,PEP PEPSICO INC,,
2011-11-01,,2011,0000078003,PFE PFIZER INC,,
2011-11-01,,2011,0000080424,PG PROCTER & GAMBLE Co,,
2011-11-01,2021-03-21,2011,0000087347,SLB SLB LIMITED/NV,,
2011-11-01,,2011,0000092122,SO SOUTHERN CO,,
2011-11-01,,2011,0000093410,CVX CHEVRON CORP,,
2011-11-01,,2011,0000097476,TXN TEXAS INSTRUMENTS INC,,
2019-12-05,,2019,0000097745,TMO THERMO FISHER SCIENTIFIC INC.,,
2012-09-23,,2012,0000100885,UNP UNION PACIFIC CORP,,
2011-11-01,2020-04-02,2011,0000101829,UTX RTX Corp,,
2020-04-09,,2020,0000101829,RTX RTX Corp,,
2011-11-01,,2011,0000104169,WMT Walmart Inc.,,
2011-11-01,2014-09-15,2011,0000104207,WBA WALGREEN CO,,
2011-11-01,2013-12-19,2011,0000107263,"WMB WILLIAMS COMPANIES, INC.",,
2011-11-01,2012-03-22,2011,0000108772,XRX XEROX CORP,,
2011-11-01,,2011,0000200406,JNJ JOHNSON & JOHNSON,,
2011-11-01,,2011,0000310158,"MRK Merck & Co., Inc.",,
2016-06-15,,2016,0000313616,DHR DANAHER CORP /DE/,,
2023-09-17,,2023,0000315189,DE DEERE & CO,,
2011-11-01,,2011,0000318154,AMGN AMGEN INC,,
2011-11-01,,2011,0000320187,"NKE NIKE, Inc.",,
2011-11-01,,2011,0000320193,AAPL Apple Inc.,,
2011-11-01,,2011,0000354950,"HD HOME DEPOT, INC.",,
2011-11-01,2016-06-14,2011,0000702165,NSC NORFOLK SOUTHERN CORP,,
2026-03-22,,2026,0000707549,LRCX LAM RESEARCH CORP,,
2026-03-22,,2026,0000723125,MU MICRON TECHNOLOGY INC,,
2011-11-01,,2011,0000732712,VZ VERIZON COMMUNICATIONS INC,,
2011-11-01,,2011,0000732717,T AT&T INC.,,
2016-03-21,,2016,0000753308,NEE NEXTERA ENERGY INC,,
2011-11-01,,2011,0000764180,"MO ALTRIA GROUP, INC.",,
2011-11-01,2026-06-28,2011,0000773840,HON HONEYWELL INTERNATIONAL INC,,
2012-03-23,2014-03-26,2012,0000773910,APC ANADARKO PETROLEUM CORP,,
2014-04-23,2016-03-20,2014,0000773910,APC ANADARKO PETROLEUM CORP,,
2011-11-01,,2011,0000789019,MSFT MICROSOFT CORP,,
2011-11-01,2016-09-06,2011,0000790070,EMC EMC CORP,,
2019-04-30,,2019,0000796343,ADBE ADOBE INC.,,
2011-11-01,2020-12-23,2011,0000797468,OXY OCCIDENTAL PETROLEUM CORP /DE/,,
2011-11-01,,2011,0000804328,QCOM QUALCOMM INC/DE,,
2011-11-01,2013-06-04,2011,0000808362,BHGE Baker Hughes Holdings LLC,,
2016-08-16,2019-11-20,2016,0000816284,CELG CELGENE CORP /DE/,,
2011-11-01,2013-10-28,2011,0000826083,DELL DELL INC,,
2012-03-23,,2012,0000829224,SBUX STARBUCKS CORP,,
2011-11-01,2016-08-15,2011,0000831259,FCX FREEPORT-MCMORAN INC,,
2011-11-01,,2011,0000858877,"CSCO CISCO SYSTEMS, INC.",,
2014-06-23,2022-03-18,2014,0000875045,BIIB BIOGEN INC.,,
2011-11-01,,2011,0000882095,"GILD GILEAD SCIENCES, INC.",,
2024-03-16,,2024,0000896878,INTU INTUIT INC.,,
2011-11-01,,2011,0000909832,COST COSTCO WHOLESALE CORP /NEW,,
2011-11-01,,2011,0000936468,LMT LOCKHEED MARTIN CORP,,
2011-11-01,2018-06-24,2011,0001001039,DIS TWDC Enterprises 18 Corp.,,
2011-11-01,,2011,0001018724,AMZN AMAZON COM INC,,
2011-11-01,2016-08-15,2011,0001021860,NOV NOV Inc.,,
2025-03-22,,2025,0001035267,ISRG INTUITIVE SURGICAL INC,,
2018-06-20,,2018,0001045810,NVDA NVIDIA CORP,,
2011-11-01,2020-04-05,2011,0001047122,RTN RAYTHEON CO/,,
2011-11-01,,2011,0001048911,FDX FEDEX CORP,,
2012-03-23,2016-08-15,2012,0001065088,EBAY EBAY INC,,
2018-06-07,,2018,0001065280,NFLX NETFLIX INC,,
2016-08-16,2018-03-07,2016,0001075531,BKNG Booking Holdings Inc.,,
2018-03-08,,2018,0001075531,BKNG Booking Holdings Inc.,,
2011-11-01,2016-06-14,2011,0001090012,DVN DEVON ENERGY CORP/DE,,
2011-11-01,,2011,0001090727,UPS UNITED PARCEL SERVICE INC,,
2017-09-05,2025-09-04,2017,0001091667,"CHTR CHARTER COMMUNICATIONS, INC. /MO/",,
2025-09-07,2025-09-20,2025,0001091667,"CHTR CHARTER COMMUNICATIONS, INC. /MO/",,
2011-11-01,2012-11-27,2011,0001103982,"MDLZ Mondelez International, Inc.",,
2012-11-28,2013-01-01,2012,0001103982,"MDLZ Mondelez International, Inc.",,
2013-03-07,,2013,0001103982,"MDLZ Mondelez International, Inc.",,
2011-11-01,2018-06-14,2011,0001105705,"TWX WARNER MEDIA, LLC",,
2020-05-13,,2020,0001108524,"CRM Salesforce, Inc.",,
2011-11-01,2024-03-15,2011,0001109357,EXC EXELON CORP,,
2011-11-01,2018-06-06,2011,0001110783,MON MONSANTO CO /NEW/,,
2011-11-01,,2011,0001141391,MA Mastercard Inc,,
2011-11-01,,2011,0001163165,COP CONOCOPHILLIPS,,
2011-11-01,,2011,0001166691,CMCSA COMCAST CORP,,
2021-03-22,,2021,0001283699,"TMUS T-Mobile US, Inc.",,
