peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
基础化工-橡胶制品-其他橡胶制品,920225,利通科技,advance_to_deep_review,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for high-pressure industrial hose and fluid-connection systems,"利通科技 has hydraulic hoses, industrial hoses and fluid-connection products used in demanding equipment and energy/mining scenarios. It is small, but qualification and failure-cost barriers make it stronger than ordinary rubber processing.","Watch. 利通科技: 利通科技 has hydraulic hoses, industrial hoses and fluid-connection products used in demanding equipment and energy/mining scenarios. It is small, but qualification and failure-cost barriers make it stronger than ordinary rubber processing. triage 76.90; moat 75.63; technology 92.89; market 72.82; quality 66.42; governance 70.11.","Rubber-product groups should retain only safety-critical or specialty-material niches, not ordinary processing capacity.",true,https://www.bse.cn/disclosure/announcement.html,2026-06-10T00:00:00+00:00
基础化工-橡胶制品-其他橡胶制品,300121,阳谷华泰,reject,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for rubber additives and specialty formulation capability,"阳谷华泰 has rubber additive and specialty chemical capability. It remains cyclical, but product formulation and customer validation are more defensible than ordinary rubber goods.","Watch. 阳谷华泰: 阳谷华泰 has rubber additive and specialty chemical capability. It remains cyclical, but product formulation and customer validation are more defensible than ordinary rubber goods. triage 59.13; moat 61.95; technology 58.53; market 79.92; quality 42.00; governance 71.37.","Rubber-product groups should retain only safety-critical or specialty-material niches, not ordinary processing capacity.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300121,2026-06-10T00:00:00+00:00
基础化工-橡胶制品-其他橡胶制品,001325,元创股份,reject,reject_for_now,,analyst_company_by_company_review,rejected because rubber-product exposure is too replicable,"元创股份: The company has rubber, hose, seal, belt, consumer product, or rubber-processing exposure, but the moat is mainly manufacturing capacity and customer orders rather than safety-critical qualification, specialty formulation, or hard material/process capability.","Reject for now. 元创股份: 元创股份: The company has rubber, hose, seal, belt, consumer product, or rubber-processing exposure, but the moat is mainly manufacturing capacity and customer orders rather than safety-critical qualification, specialty formulation, or hard material/process capability. triage 58.09; moat 60.37; technology 55.00; market 74.87; quality 48.95; governance 68.21.","Rubber-product groups should retain only safety-critical or specialty-material niches, not ordinary processing capacity.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=001325,2026-06-10T00:00:00+00:00
基础化工-橡胶制品-其他橡胶制品,920188,悦龙科技,reject,reject_for_now,,analyst_company_by_company_review,rejected because rubber-product exposure is too replicable,"悦龙科技: The company has rubber, hose, seal, belt, consumer product, or rubber-processing exposure, but the moat is mainly manufacturing capacity and customer orders rather than safety-critical qualification, specialty formulation, or hard material/process capability.","Reject for now. 悦龙科技: 悦龙科技: The company has rubber, hose, seal, belt, consumer product, or rubber-processing exposure, but the moat is mainly manufacturing capacity and customer orders rather than safety-critical qualification, specialty formulation, or hard material/process capability. triage 56.25; moat 50.53; technology 62.26; market 53.82; quality 61.79; governance 71.05.","Rubber-product groups should retain only safety-critical or specialty-material niches, not ordinary processing capacity.",true,https://www.bse.cn/disclosure/announcement.html,2026-06-10T00:00:00+00:00
基础化工-橡胶制品-其他橡胶制品,603657,春光科技,reject,reject_for_now,,analyst_company_by_company_review,rejected because rubber-product exposure is too replicable,"春光科技: The company has rubber, hose, seal, belt, consumer product, or rubber-processing exposure, but the moat is mainly manufacturing capacity and customer orders rather than safety-critical qualification, specialty formulation, or hard material/process capability.","Reject for now. 春光科技: 春光科技: The company has rubber, hose, seal, belt, consumer product, or rubber-processing exposure, but the moat is mainly manufacturing capacity and customer orders rather than safety-critical qualification, specialty formulation, or hard material/process capability. triage 54.84; moat 57.89; technology 59.63; market 66.87; quality 42.53; governance 66.32.","Rubber-product groups should retain only safety-critical or specialty-material niches, not ordinary processing capacity.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=603657,2026-06-10T00:00:00+00:00
基础化工-橡胶制品-其他橡胶制品,300320,海达股份,reject,reject_for_now,,analyst_company_by_company_review,rejected because rubber-product exposure is too replicable,"海达股份: The company has rubber, hose, seal, belt, consumer product, or rubber-processing exposure, but the moat is mainly manufacturing capacity and customer orders rather than safety-critical qualification, specialty formulation, or hard material/process capability.","Reject for now. 海达股份: 海达股份: The company has rubber, hose, seal, belt, consumer product, or rubber-processing exposure, but the moat is mainly manufacturing capacity and customer orders rather than safety-critical qualification, specialty formulation, or hard material/process capability. triage 52.67; moat 48.47; technology 51.68; market 74.03; quality 47.47; governance 66.89.","Rubber-product groups should retain only safety-critical or specialty-material niches, not ordinary processing capacity.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300320,2026-06-10T00:00:00+00:00
基础化工-橡胶制品-其他橡胶制品,001368,通达创智,reject,reject_for_now,,analyst_company_by_company_review,rejected because rubber-product exposure is too replicable,"通达创智: The company has rubber, hose, seal, belt, consumer product, or rubber-processing exposure, but the moat is mainly manufacturing capacity and customer orders rather than safety-critical qualification, specialty formulation, or hard material/process capability.","Reject for now. 通达创智: 通达创智: The company has rubber, hose, seal, belt, consumer product, or rubber-processing exposure, but the moat is mainly manufacturing capacity and customer orders rather than safety-critical qualification, specialty formulation, or hard material/process capability. triage 51.92; moat 48.32; technology 52.79; market 62.66; quality 50.53; governance 69.74.","Rubber-product groups should retain only safety-critical or specialty-material niches, not ordinary processing capacity.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=001368,2026-06-10T00:00:00+00:00
基础化工-橡胶制品-其他橡胶制品,688386,泛亚微透,reject,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for ePTFE and functional membrane materials,"泛亚微透 has ePTFE membrane, acoustic/venting and functional polymer-material capability. This is a technical materials niche rather than generic rubber capacity.","Watch. 泛亚微透: 泛亚微透 has ePTFE membrane, acoustic/venting and functional polymer-material capability. This is a technical materials niche rather than generic rubber capacity. triage 51.64; moat 43.74; technology 54.84; market 58.87; quality 62.21; governance 65.63.","Rubber-product groups should retain only safety-critical or specialty-material niches, not ordinary processing capacity.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=688386,2026-06-10T00:00:00+00:00
基础化工-橡胶制品-其他橡胶制品,301233,盛帮股份,reject,reject_for_now,,analyst_company_by_company_review,rejected because rubber-product exposure is too replicable,"盛帮股份: The company has rubber, hose, seal, belt, consumer product, or rubber-processing exposure, but the moat is mainly manufacturing capacity and customer orders rather than safety-critical qualification, specialty formulation, or hard material/process capability.","Reject for now. 盛帮股份: 盛帮股份: The company has rubber, hose, seal, belt, consumer product, or rubber-processing exposure, but the moat is mainly manufacturing capacity and customer orders rather than safety-critical qualification, specialty formulation, or hard material/process capability. triage 50.31; moat 41.11; technology 56.95; market 48.97; quality 59.26; governance 71.00.","Rubber-product groups should retain only safety-critical or specialty-material niches, not ordinary processing capacity.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=301233,2026-06-10T00:00:00+00:00
基础化工-橡胶制品-其他橡胶制品,920694,中裕科技,reject,reject_for_now,,analyst_company_by_company_review,rejected because rubber-product exposure is too replicable,"中裕科技: The company has rubber, hose, seal, belt, consumer product, or rubber-processing exposure, but the moat is mainly manufacturing capacity and customer orders rather than safety-critical qualification, specialty formulation, or hard material/process capability.","Reject for now. 中裕科技: 中裕科技: The company has rubber, hose, seal, belt, consumer product, or rubber-processing exposure, but the moat is mainly manufacturing capacity and customer orders rather than safety-critical qualification, specialty formulation, or hard material/process capability. triage 50.21; moat 43.21; technology 51.74; market 55.50; quality 60.74; governance 67.84.","Rubber-product groups should retain only safety-critical or specialty-material niches, not ordinary processing capacity.",true,https://www.bse.cn/disclosure/announcement.html,2026-06-10T00:00:00+00:00
