peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
电子设备-电子设备制造-电子设备制造,600562,国睿科技,borderline,watch,direct_watch,analyst_company_by_company_review,Direct watch after peer-group company review.,"CETC 14th Institute platform with radar equipment, related systems, industrial software, and national strategic electronics positioning.","Retained. 国睿科技: CETC 14th Institute platform with radar equipment, related systems, industrial software, and national strategic electronics positioning. triage 64.28; moat 56.53; technology 68.80; market 69.49; quality 62.51; governance 68.20.","Directly retain companies with scarce national radar, defense-computing, or strategic chip capability where military qualification and engineering depth are hard for capital alone to reproduce.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600562;https://www.glaruntech.com,2026-06-09T15:04:31+00:00
电子设备-电子设备制造-电子设备制造,301050,雷电微力,borderline,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,"millimeter-wave active phased-array microsystem specialist for precision guidance, datalink, and radar applications; niche is difficult to reproduce quickly.","Retained after boundary review. 雷电微力: millimeter-wave active phased-array microsystem specialist for precision guidance, datalink, and radar applications; niche is difficult to reproduce quickly. triage 62.38; moat 52.40; technology 73.33; market 55.84; quality 60.52; governance 70.00.","Boundary-retain narrower defense-electronics niches when the product role is mission-critical, specialized, and not already fully covered by a stronger retained platform.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=301050;https://www.rml138.com,2026-06-09T15:04:31+00:00
电子设备-电子设备制造-电子设备制造,300474,景嘉微,borderline,watch,direct_watch,analyst_company_by_company_review,Direct watch after peer-group company review.,"domestic GPU and high-reliability defense-computing platform with chip, module, system, radar, and communications exposure.","Retained. 景嘉微: domestic GPU and high-reliability defense-computing platform with chip, module, system, radar, and communications exposure. triage 61.13; moat 52.33; technology 77.87; market 48.29; quality 62.24; governance 70.52.","Directly retain companies with scarce national radar, defense-computing, or strategic chip capability where military qualification and engineering depth are hard for capital alone to reproduce.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300474;https://www.jingjiamicro.com,2026-06-09T15:04:31+00:00
电子设备-电子设备制造-电子设备制造,688511,天微电子,borderline,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,"qualified military control and pyrotechnic electronics niche with specialist engineering and certification barriers, but narrow disclosure.","Retained after boundary review. 天微电子: qualified military control and pyrotechnic electronics niche with specialist engineering and certification barriers, but narrow disclosure. triage 61.02; moat 52.27; technology 75.40; market 43.07; quality 71.31; governance 70.56.","Boundary-retain narrower defense-electronics niches when the product role is mission-critical, specialized, and not already fully covered by a stronger retained platform.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=688511;https://www.sctwdz.cn,2026-06-09T15:04:31+00:00
电子设备-电子设备制造-电子设备制造,688552,航天南湖,borderline,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,CASIC-backed air-defense early-warning radar supplier with decades of radar development and program experience.,Retained after boundary review. 航天南湖: CASIC-backed air-defense early-warning radar supplier with decades of radar development and program experience. triage 60.93; moat 52.73; technology 74.93; market 52.69; quality 59.40; governance 69.52.,"Boundary-retain narrower defense-electronics niches when the product role is mission-critical, specialized, and not already fully covered by a stronger retained platform.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=688552;https://htnh.fyjs.casic.cn,2026-06-09T15:04:31+00:00
电子设备-电子设备制造-电子设备制造,300965,恒宇信通,borderline,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,"aviation display and communication electronics are useful, but public evidence is weaker than retained defense-computing and radar platforms.","Rejected for now. 恒宇信通: aviation display and communication electronics are useful, but public evidence is weaker than retained defense-computing and radar platforms. triage 60.82; moat 49.73; technology 75.60; market 44.53; quality 66.72; governance 70.20.",Reject opaque or transition-heavy defense-electronics companies when public evidence does not show independent leadership versus retained defense platforms.,true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300965;https://www.bjhyxt.cn,2026-06-09T15:04:31+00:00
电子设备-电子设备制造-电子设备制造,688788,科思科技,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,"defense command/control and unmanned-system story is technology-heavy, but market validation is opaque and the thesis is covered by stronger retained defense platforms.","Rejected for now. 科思科技: defense command/control and unmanned-system story is technology-heavy, but market validation is opaque and the thesis is covered by stronger retained defense platforms. triage 59.11; moat 50.27; technology 78.00; market 41.87; quality 58.69; governance 70.76.",Reject opaque or transition-heavy defense-electronics companies when public evidence does not show independent leadership versus retained defense platforms.,true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=688788;https://www.consys.com.cn,2026-06-09T15:04:31+00:00
电子设备-电子设备制造-电子设备制造,920008,成电光信,reject,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,"military network-bus and special-display supplier with original technologies and defense awards, retained as a small hard-technology niche.","Retained after boundary review. 成电光信: military network-bus and special-display supplier with original technologies and defense awards, retained as a small hard-technology niche. triage 58.93; moat 49.60; technology 70.53; market 43.04; quality 59.91; governance 67.96.","Boundary-retain narrower defense-electronics niches when the product role is mission-critical, specialized, and not already fully covered by a stronger retained platform.",true,https://www.bse.cn/disclosure/announcement.html?companyCode=920008;https://www.uestcoc.com,2026-06-09T15:04:31+00:00
电子设备-电子设备制造-电子设备制造,688011,新光光电,reject,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,"military optoelectronic guidance, target simulation, and multi-band optical system capability is scarce despite weak scale metrics.","Retained after boundary review. 新光光电: military optoelectronic guidance, target simulation, and multi-band optical system capability is scarce despite weak scale metrics. triage 58.52; moat 52.20; technology 75.13; market 40.80; quality 53.08; governance 70.36.","Boundary-retain narrower defense-electronics niches when the product role is mission-critical, specialized, and not already fully covered by a stronger retained platform.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=688011;https://www.xggdkj.com,2026-06-09T15:04:31+00:00
电子设备-电子设备制造-电子设备制造,300397,天和防务,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,"low-altitude defense and RF transition exposure is interesting, but business transitions and weaker market position reduce independent first-pass watch value.","Rejected for now. 天和防务: low-altitude defense and RF transition exposure is interesting, but business transitions and weaker market position reduce independent first-pass watch value. triage 58.12; moat 51.07; technology 73.93; market 45.23; quality 55.83; governance 66.80.",Reject opaque or transition-heavy defense-electronics companies when public evidence does not show independent leadership versus retained defense platforms.,true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300397;https://www.thtw.com.cn,2026-06-09T15:04:31+00:00
电子设备-电子设备制造-电子设备制造,300810,中科海讯,reject,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,"underwater acoustic, sonar, signal-processing, and naval information-system niche is strategically scarce and not comparable with civilian electronics.","Retained after boundary review. 中科海讯: underwater acoustic, sonar, signal-processing, and naval information-system niche is strategically scarce and not comparable with civilian electronics. triage 57.05; moat 50.47; technology 70.40; market 44.19; quality 55.24; governance 67.52.","Boundary-retain narrower defense-electronics niches when the product role is mission-critical, specialized, and not already fully covered by a stronger retained platform.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300810;https://www.zhongkehaixun.com,2026-06-09T15:04:31+00:00
