peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
农林牧渔-畜牧业-饲料,002311,海大集团,borderline,watch,direct_watch,analyst_company_by_company_review,Direct watch after peer-group company review.,"globalized animal-nutrition and feed leader with aquatic feed strength, R&D, services, breeding/health extension, and channel density.","Retained. 海大集团: globalized animal-nutrition and feed leader with aquatic feed strength, R&D, services, breeding/health extension, and channel density. triage 64.35; moat 60.00; technology 63.92; market 83.50; quality 56.92; governance 69.75.","Directly retain companies with global animal-nutrition, amino-acid, or feed platform leadership where scale, R&D, cost curve, and channel are hard to reproduce.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002311;https://www.haid.com.cn,2026-06-09T15:04:31+00:00
农林牧渔-畜牧业-饲料,600873,梅花生物,borderline,watch,direct_watch,analyst_company_by_company_review,Direct watch after peer-group company review.,global amino-acid and synthetic-biology fermentation platform with cost/process scale and nutrition-solution leadership.,Retained. 梅花生物: global amino-acid and synthetic-biology fermentation platform with cost/process scale and nutrition-solution leadership. triage 64.32; moat 57.92; technology 67.42; market 77.17; quality 56.92; governance 70.50.,"Directly retain companies with global animal-nutrition, amino-acid, or feed platform leadership where scale, R&D, cost curve, and channel are hard to reproduce.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600873;https://www.meihua.group,2026-06-09T15:04:31+00:00
农林牧渔-畜牧业-饲料,920275,驱动力,borderline,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,"animal hematopoietic nutrition niche has differentiated product focus and specialist R&D, but scale is small.","Retained after boundary review. 驱动力: animal hematopoietic nutrition niche has differentiated product focus and specialist R&D, but scale is small. triage 64.20; moat 70.00; technology 56.17; market 54.00; quality 76.33; governance 72.00.","Boundary-retain differentiated pet-food, biological additive, aquatic-feed, or seed/ag-biotech cross-industry cases when the capability is not fully covered by retained leaders.",true,https://www.bse.cn/disclosure/announcement.html?companyCode=920275;https://www.gzdrive.top,2026-06-09T15:04:31+00:00
农林牧渔-畜牧业-饲料,300673,佩蒂股份,borderline,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,"pet-food manufacturer and brand operator with early A-share pet-food listing status, overseas manufacturing, and category specialization.","Retained after boundary review. 佩蒂股份: pet-food manufacturer and brand operator with early A-share pet-food listing status, overseas manufacturing, and category specialization. triage 61.46; moat 56.33; technology 67.08; market 62.83; quality 58.58; governance 70.75.","Boundary-retain differentiated pet-food, biological additive, aquatic-feed, or seed/ag-biotech cross-industry cases when the capability is not fully covered by retained leaders.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300673;https://www.peidibrand.com,2026-06-09T15:04:31+00:00
农林牧渔-畜牧业-饲料,301156,美农生物,borderline,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,feed additive and enzymatic protein ingredient specialist with animal-nutrition technology and IP focus.,Retained after boundary review. 美农生物: feed additive and enzymatic protein ingredient specialist with animal-nutrition technology and IP focus. triage 60.68; moat 51.25; technology 71.58; market 54.50; quality 63.83; governance 71.75.,"Boundary-retain differentiated pet-food, biological additive, aquatic-feed, or seed/ag-biotech cross-industry cases when the capability is not fully covered by retained leaders.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=301156;https://www.sinomenon.com,2026-06-09T15:04:31+00:00
农林牧渔-畜牧业-饲料,600299,安迪苏,reject,watch,direct_watch,analyst_company_by_company_review,Direct watch after peer-group company review.,Adisseo is a global animal-nutrition additive leader; global methionine/nutrition platform value is understated by local feed peer scoring.,Retained. 安迪苏: Adisseo is a global animal-nutrition additive leader; global methionine/nutrition platform value is understated by local feed peer scoring. triage 58.99; moat 55.50; technology 52.92; market 75.00; quality 59.33; governance 71.25.,"Directly retain companies with global animal-nutrition, amino-acid, or feed platform leadership where scale, R&D, cost curve, and channel are hard to reproduce.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600299;https://www.adisseo.com.cn,2026-06-09T15:04:31+00:00
农林牧渔-畜牧业-饲料,920419,路斯股份,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,pet-food capability is weaker and less differentiated than retained Petpal.,Rejected for now. 路斯股份: pet-food capability is weaker and less differentiated than retained Petpal. triage 58.30; moat 60.67; technology 43.67; market 53.17; quality 76.00; governance 70.50.,"Reject commodity feed, pig-cycle, regional aquafeed, and integrated farming companies when a stronger retained peer covers the thesis and moat is weak.",true,https://www.bse.cn/disclosure/announcement.html?companyCode=920419;https://www.luspet.com,2026-06-09T15:04:31+00:00
农林牧渔-畜牧业-饲料,603668,天马科技,reject,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,special aquatic feed and eel/aquatic-food integration niche retained below Haida because of category specialization.,Retained after boundary review. 天马科技: special aquatic feed and eel/aquatic-food integration niche retained below Haida because of category specialization. triage 58.24; moat 58.00; technology 66.83; market 60.50; quality 44.67; governance 66.50.,"Boundary-retain differentiated pet-food, biological additive, aquatic-feed, or seed/ag-biotech cross-industry cases when the capability is not fully covered by retained leaders.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=603668;https://www.jolma.cn,2026-06-09T15:04:31+00:00
农林牧渔-畜牧业-饲料,920970,大禹生物,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,microecological additive niche is small and less validated than retained biological platforms.,Rejected for now. 大禹生物: microecological additive niche is small and less validated than retained biological platforms. triage 56.27; moat 59.42; technology 50.75; market 45.67; quality 64.67; governance 69.00.,"Reject commodity feed, pig-cycle, regional aquafeed, and integrated farming companies when a stronger retained peer covers the thesis and moat is weak.",true,https://www.bse.cn/disclosure/announcement.html?companyCode=920970;https://www.sxdysw.cn,2026-06-09T15:04:31+00:00
农林牧渔-畜牧业-饲料,603739,蔚蓝生物,reject,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,"enzyme, microecology, and animal-health biological platform with cross-industry biological manufacturing relevance.","Retained after boundary review. 蔚蓝生物: enzyme, microecology, and animal-health biological platform with cross-industry biological manufacturing relevance. triage 53.76; moat 41.92; technology 61.00; market 52.17; quality 61.75; governance 69.25.","Boundary-retain differentiated pet-food, biological additive, aquatic-feed, or seed/ag-biotech cross-industry cases when the capability is not fully covered by retained leaders.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=603739;https://www.vlandgroup.com,2026-06-09T15:04:31+00:00
