peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
机械设备-专用设备-环保设备,301018,申菱环境,advance_to_deep_review,watch,direct_watch,analyst_company_by_company_review,Direct watch after peer-group company review.,"special-environment control platform for data centers, industrial process environments, professional applications, and high-end public buildings.","Retained. 申菱环境: special-environment control platform for data centers, industrial process environments, professional applications, and high-end public buildings. triage 79.37; moat 82.06; technology 88.26; market 94.00; quality 62.31; governance 68.44.",Directly retain companies whose environmental equipment is actually a hard industrial or data-center process-control platform.,true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=301018;https://www.shenling.com,2026-06-09T15:04:31+00:00
机械设备-专用设备-环保设备,688376,美埃科技,borderline,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,high-grade air purification and semiconductor cleanroom filtration specialist with long operating history in demanding environments.,Retained after boundary review. 美埃科技: high-grade air purification and semiconductor cleanroom filtration specialist with long operating history in demanding environments. triage 64.54; moat 60.50; technology 70.19; market 74.62; quality 56.38; governance 69.00.,"Boundary-retain niche technologies with semiconductors, high-grade purification, thermal cracking, heavy-metal treatment, membranes, or monitoring-system barriers.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=688376;https://www.mayair.com.cn,2026-06-09T15:04:31+00:00
机械设备-专用设备-环保设备,688309,恒誉环保,borderline,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,globalized thermal-cracking solution provider with long technology accumulation and standards/award evidence.,Retained after boundary review. 恒誉环保: globalized thermal-cracking solution provider with long technology accumulation and standards/award evidence. triage 60.69; moat 55.19; technology 68.90; market 57.12; quality 65.31; governance 70.88.,"Boundary-retain niche technologies with semiconductors, high-grade purification, thermal cracking, heavy-metal treatment, membranes, or monitoring-system barriers.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=688309;https://www.niutech.com,2026-06-09T15:04:31+00:00
机械设备-专用设备-环保设备,920802,保丽洁,borderline,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,air-purification products are useful but more replicable than retained semiconductor-cleanroom and process-environment platforms.,Rejected for now. 保丽洁: air-purification products are useful but more replicable than retained semiconductor-cleanroom and process-environment platforms. triage 60.64; moat 53.94; technology 69.52; market 52.88; quality 64.69; governance 71.25.,"Reject ordinary project contractors, generic treatment equipment, ST cases, and mature flue-gas or sanitation equipment without durable differentiation.",true,https://www.bse.cn/disclosure/announcement.html?companyCode=920802;https://www.polygee.com,2026-06-09T15:04:31+00:00
机械设备-专用设备-环保设备,000551,创元科技,borderline,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,mixed holding profile dilutes the environmental-equipment thesis; stronger grid/material capabilities should be reviewed elsewhere if needed.,Rejected for now. 创元科技: mixed holding profile dilutes the environmental-equipment thesis; stronger grid/material capabilities should be reviewed elsewhere if needed. triage 60.26; moat 54.38; technology 60.48; market 73.38; quality 57.25; governance 68.94.,"Reject ordinary project contractors, generic treatment equipment, ST cases, and mature flue-gas or sanitation equipment without durable differentiation.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000551;https://www.000551.cn,2026-06-09T15:04:31+00:00
机械设备-专用设备-环保设备,300912,凯龙高科,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,engine exhaust aftertreatment has technology but faces powertrain-transition risk and lacks clear durable category control.,Rejected for now. 凯龙高科: engine exhaust aftertreatment has technology but faces powertrain-transition risk and lacks clear durable category control. triage 59.70; moat 58.00; technology 73.42; market 59.75; quality 44.38; governance 66.94.,"Reject ordinary project contractors, generic treatment equipment, ST cases, and mature flue-gas or sanitation equipment without durable differentiation.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300912;https://www.kailongtec.com,2026-06-09T15:04:31+00:00
机械设备-专用设备-环保设备,600526,菲达环保,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,"large flue-gas equipment history is real, but the thesis is weaker and more project/capex dependent than retained Longking.","Rejected for now. 菲达环保: large flue-gas equipment history is real, but the thesis is weaker and more project/capex dependent than retained Longking. triage 58.61; moat 54.69; technology 56.61; market 74.62; quality 53.25; governance 66.69.","Reject ordinary project contractors, generic treatment equipment, ST cases, and mature flue-gas or sanitation equipment without durable differentiation.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600526;https://www.feidaep.com,2026-06-09T15:04:31+00:00
机械设备-专用设备-环保设备,600388,龙净环保,reject,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,"large atmospheric environmental governance and energy-service leader retained for scale and systems experience, with cyclicality capped.","Retained after boundary review. 龙净环保: large atmospheric environmental governance and energy-service leader retained for scale and systems experience, with cyclicality capped. triage 58.06; moat 52.00; technology 53.97; market 76.25; quality 58.06; governance 66.88.","Boundary-retain niche technologies with semiconductors, high-grade purification, thermal cracking, heavy-metal treatment, membranes, or monitoring-system barriers.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600388;https://www.longking.com.cn,2026-06-09T15:04:31+00:00
机械设备-专用设备-环保设备,002616,长青集团,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,biomass heat/power and appliance history are more utility/project exposure than scarce equipment moat.,Rejected for now. 长青集团: biomass heat/power and appliance history are more utility/project exposure than scarce equipment moat. triage 57.92; moat 53.44; technology 58.00; market 70.38; quality 50.94; governance 66.31.,"Reject ordinary project contractors, generic treatment equipment, ST cases, and mature flue-gas or sanitation equipment without durable differentiation.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002616;https://www.chantgroup.cn,2026-06-09T15:04:31+00:00
机械设备-专用设备-环保设备,688480,赛恩斯,reject,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,heavy-metal pollution prevention niche with mining/metallurgy customer use cases and integrated products/operations model.,Retained after boundary review. 赛恩斯: heavy-metal pollution prevention niche with mining/metallurgy customer use cases and integrated products/operations model. triage 57.57; moat 49.19; technology 59.87; market 65.38; quality 61.31; governance 68.38.,"Boundary-retain niche technologies with semiconductors, high-grade purification, thermal cracking, heavy-metal treatment, membranes, or monitoring-system barriers.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=688480;https://www.seshb.com,2026-06-09T15:04:31+00:00
