ticker,from,to,cik,cik_source,name,sic,current_ticker,exchange,first_filing,last_filing,status,interval_from,interval_to,price_ticker
SHLD,2009-01-01,2012-09-04,0001310067,efts,SEARS HOLDINGS CORP,5311,,,2004-12-02,2022-06-29,ok,2005-03-28,2012-09-04,
SHW,2009-01-01,,0000089800,wiki,SHERWIN WILLIAMS CO,5200,SHW,NYSE,1994-02-03,2026-08-19,ok,1996-01-02,,
SIAL,2009-01-01,2015-11-17,0000090185,efts,SIGMA ALDRICH CORP,5160,,,1994-02-08,2016-02-02,ok,1996-01-02,2015-11-17,
SIG,2015-07-29,2018-03-18,0000832988,sec,SIGNET JEWELERS LTD,5944,SIG,NYSE,1997-09-11,2026-09-04,ok,2015-07-29,2018-03-18,
SII,2009-01-01,2010-08-26,0000721083,efts,SMITH INTERNATIONAL INC,3533,,,1994-02-14,2011-02-14,ok,2006-10-02,2010-08-26,
SIVB,2018-03-19,2023-03-14,0000719739,wayback,SVB FINANCIAL GROUP,6022,,,1995-02-14,2025-11-10,financial,2018-03-19,2023-03-14,
SJM,2009-01-01,,0000091419,wiki,J M SMUCKER Co,2033,SJM,NYSE,1994-02-09,2026-09-02,ok,2008-11-06,,
SLB,2009-01-01,,0000087347,wiki,SLB LIMITED/NV,1389,SLB,NYSE,1996-05-15,2026-09-02,ok,1996-01-02,,
SLG,2015-03-23,2021-03-21,0001040971,sec,SL GREEN REALTY CORP,6798,SLG,NYSE,1997-06-16,2026-08-24,financial,2015-03-23,2021-03-21,
SLM,2009-01-01,2014-04-30,0001032033,sec,SLM Corp,6141,SLM,Nasdaq,1997-02-05,2026-08-14,financial,1998-07-01,2014-04-30,
SMCI,2024-03-18,,0001375365,wiki,"Super Micro Computer, Inc.",3571,SMCI,Nasdaq,2006-11-02,2026-09-04,ok,2024-03-18,,
SNA,2009-01-01,,0000091440,wiki,Snap-on Inc,3420,SNA,NYSE,1994-02-04,2026-09-01,ok,1996-01-02,,
SNDK,2009-01-01,2016-05-11,0001000180,efts,SANDISK CORP,3572,,,1996-05-29,2019-05-07,ok,2006-04-20,2016-05-11,
SNDK,2025-11-28,,0002023554,wiki,Sandisk Corp,3572,SNDK,Nasdaq,2024-06-13,2026-09-03,ok,2025-11-28,,
SNI,2009-01-01,2018-03-06,0001430602,wayback,"Scripps Networks Interactive, Inc.",4841,,,2008-03-26,2025-02-27,ok,2008-07-01,2018-03-06,
SNPS,2017-03-16,,0000883241,wiki,SYNOPSYS INC,7372,SNPS,Nasdaq,1994-01-31,2026-09-02,ok,2017-03-16,,
SO,2009-01-01,,0000092122,wiki,SOUTHERN CO,4911,SO,NYSE,1994-01-21,2026-09-04,ok,1996-01-02,,
SOLS,2025-10-30,2025-12-21,0002064953,sec,Solstice Advanced Materials Inc.,2800,SOLS,Nasdaq,2025-05-01,2026-08-27,ok,2025-10-30,2025-12-21,
SOLV,2024-04-01,,0001964738,wiki,Solventum Corp,3841,SOLV,NYSE,2023-02-14,2026-09-03,ok,2024-04-01,,
SOV,2009-01-01,2009-01-29,,,,,,,,,no_cik,2004-07-01,2009-01-29,
SPG,2009-01-01,,0001063761,wiki,SIMON PROPERTY GROUP INC.,6798,SPG,NYSE,1998-08-13,2026-09-01,financial,2002-06-26,,
SPGI,2009-01-01,,0000064040,wiki,S&P Global Inc.,7320,SPGI,NYSE,1994-02-10,2026-08-04,ok,1996-01-02,,
SPLS,2009-01-01,2017-09-12,0000791519,wayback,STAPLES INC,5940,,,1994-10-07,2021-11-08,ok,1998-10-07,2017-09-12,
SRCL,2009-01-01,2018-12-02,0000861878,wayback,STERICYCLE INC,4955,,,1996-06-11,2025-05-14,ok,2008-11-19,2018-12-02,
SRE,2009-01-01,,0001032208,wiki,SEMPRA,4932,SRE,NYSE,1997-02-05,2026-08-28,ok,1998-06-29,,
STE,2019-12-23,,0001757898,wiki,STERIS plc,3842,STE,NYSE,2018-11-06,2026-08-18,ok,2019-12-23,,
STI,2009-01-01,2019-12-08,0000750556,wayback,SUNTRUST BANKS INC,6021,,,1995-02-06,2019-12-19,financial,1996-01-02,2019-12-08,
STJ,2009-01-01,2017-01-04,0000203077,wayback,"ST JUDE MEDICAL, LLC",3845,,,1994-01-04,2017-03-07,ok,1996-01-02,2017-01-04,
STLD,2022-12-22,,0001022671,wiki,STEEL DYNAMICS INC,3312,STLD,Nasdaq,1996-09-23,2026-08-18,ok,2022-12-22,,
STR,2009-01-01,2010-06-30,,,,,,,,,no_cik,2006-12-01,2010-06-30,
STT,2009-01-01,,0000093751,wiki,STATE STREET CORP,6022,STT,NYSE,1994-02-11,2026-09-04,financial,1997-08-18,,
STX,2012-07-02,,0001137789,wiki,Seagate Technology Holdings plc,3572,STX,Nasdaq,2001-04-20,2026-09-04,ok,2012-07-02,,
STZ,2009-01-01,,0000016918,wiki,"CONSTELLATION BRANDS, INC.",2080,STZ,NYSE,1994-01-13,2026-07-24,ok,2005-07-05,,
SUN,2009-01-01,2012-10-04,0000904978,efts,SUN HEALTHCARE GROUP INC,8051,,,1996-02-06,2013-02-14,ok,1996-01-02,2012-10-04,
SUNEQ,2009-01-01,2011-12-18,,,,,,,,,no_cik,2007-05-31,2011-12-18,
SVU,2009-01-01,2012-04-30,0000095521,efts,SUPERVALU INC,5141,,,1994-01-18,2018-11-06,ok,1996-01-02,2012-04-30,
SW,2024-07-08,,0002005951,wiki,Smurfit Westrock plc,2650,SW,NYSE,2024-02-14,2026-08-18,ok,2024-07-08,,
SWK,2009-01-01,,0000093556,wiki,"STANLEY BLACK & DECKER, INC.",3420,SWK,NYSE,1994-02-02,2026-09-04,ok,1996-01-02,,
SWKS,2015-03-12,,0000004127,wiki,"SKYWORKS SOLUTIONS, INC.",3674,SWKS,Nasdaq,1995-02-08,2026-09-02,ok,2015-03-12,,
SWN,2009-01-01,2017-04-03,0000007332,wayback,SOUTHWESTERN ENERGY CO,1311,,,1994-01-18,2024-10-11,ok,2008-06-06,2017-04-03,
SWY,2009-01-01,2015-01-26,0000086144,oi150,SAFEWAY INC,5411,,,1994-02-14,2017-06-29,ok,1998-11-13,2015-01-26,
SYF,2015-11-18,,0001601712,wiki,Synchrony Financial,6199,SYF,NYSE,2014-03-13,2026-08-19,financial,2015-11-18,,
SYK,2009-01-01,,0000310764,wiki,STRYKER CORP,3841,SYK,NYSE,1994-02-10,2026-09-02,ok,2000-12-12,,
SYMC,2009-01-01,2019-11-04,0000849399,wayback,Gen Digital Inc.,7372,GEN,Nasdaq,1995-01-30,2026-09-04,ok,2003-03-31,2019-11-04,
SYY,2009-01-01,,0000096021,wiki,SYSCO CORP,5140,SYY,NYSE,1994-02-11,2026-09-04,ok,1996-01-02,,
T,2009-01-01,,0000732717,wiki,AT&T INC.,4813,T,NYSE,1994-02-14,2026-09-02,ok,1996-01-02,,
TAP,2009-01-01,,0000024545,wiki,MOLSON COORS BEVERAGE CO,2082,TAP-A,NYSE,1994-03-28,2026-08-13,ok,1996-01-02,,
TDC,2009-01-01,2017-06-18,0000816761,sec,TERADATA CORP /DE/,7372,TDC,NYSE,2007-05-10,2026-09-03,ok,2007-10-01,2017-06-18,
TDG,2016-06-03,,0001260221,wiki,TransDigm Group INC,3728,TDG,NYSE,2003-08-15,2026-08-19,ok,2016-06-03,,
TDY,2020-06-22,,0001094285,wiki,TELEDYNE TECHNOLOGIES INC,3812,TDY,NYSE,1999-09-13,2026-08-13,ok,2020-06-22,,
TE,2009-01-01,2016-06-30,0001385157,efts,TE Connectivity plc,5065,TEL,NYSE,2007-01-18,2026-07-24,ok,2001-10-10,2016-06-30,
TECH,2021-08-30,,0000842023,wiki,BIO-TECHNE Corp,2836,TECH,Nasdaq,1995-05-10,2026-09-02,ok,2021-08-30,,
TEG,2009-01-01,2015-06-29,0000916863,efts,"INTEGRYS HOLDING, INC.",4931,,,1994-02-08,2016-06-06,ok,2007-02-22,2015-06-29,
TEL,2009-01-01,2009-06-25,0001385157,wiki,TE Connectivity plc,5065,TEL,NYSE,2007-01-18,2026-07-24,ok,2007-07-02,2009-06-25,
TEL,2011-10-17,,0001385157,wiki,TE Connectivity plc,5065,TEL,NYSE,2007-01-18,2026-07-24,ok,2011-10-17,,
TER,2009-01-01,2013-12-22,0000097210,wiki,"TERADYNE, INC",3825,TER,Nasdaq,1994-03-31,2026-09-02,ok,1999-11-15,2013-12-22,
TER,2020-09-21,,0000097210,wiki,"TERADYNE, INC",3825,TER,Nasdaq,1994-03-31,2026-09-02,ok,2020-09-21,,
TFC,2019-12-09,,0000092230,wiki,TRUIST FINANCIAL CORP,6021,TFC,NYSE,1994-02-14,2026-09-04,financial,2019-12-09,,
TFX,2019-01-18,2025-03-23,0000096943,sec,TELEFLEX INC,3841,TFX,NYSE,1994-01-05,2026-08-14,ok,2019-01-18,2025-03-23,
TGNA,2009-01-01,2017-06-01,0000039899,wayback,TEGNA INC,4833,,,1994-02-10,2026-04-09,ok,1996-01-02,2017-06-01,
TGT,2009-01-01,,0000027419,wiki,TARGET CORP,5331,TGT,NYSE,1994-02-10,2026-08-28,ok,1996-01-02,,
THC,2009-01-01,2016-04-17,0000070318,sec,TENET HEALTHCARE CORP,8062,THC,NYSE,1994-01-14,2026-09-04,ok,1996-01-02,2016-04-17,
TIE,2009-01-01,2012-12-23,,,,,,,,,no_cik,2007-10-29,2012-12-23,
TIF,2009-01-01,2021-01-06,0000098246,wayback,TIFFANY & CO,5944,,,1994-02-14,2021-02-10,ok,2000-06-21,2021-01-06,
TJX,2009-01-01,,0000109198,wiki,TJX COMPANIES INC /DE/,5651,TJX,NYSE,1994-02-14,2026-08-28,ok,1996-01-02,,
TKO,2025-03-24,,0001973266,wiki,"TKO Group Holdings, Inc.",7900,TKO,NYSE,2023-05-12,2026-08-19,ok,2025-03-24,,
TLAB,2009-01-01,2011-12-20,0000317771,efts,TELLABS INC,3661,,,1994-02-11,2013-12-13,ok,1996-01-02,2011-12-20,
TMK,2009-01-01,2019-08-07,0000320335,wayback,GLOBE LIFE INC.,6311,GL,NYSE,1994-01-20,2026-08-13,financial,1996-01-02,2019-08-07,
TMO,2009-01-01,,0000097745,wiki,THERMO FISHER SCIENTIFIC INC.,3829,TMO,NYSE,1994-02-14,2026-09-01,ok,1997-01-02,,
TMUS,2009-06-30,2013-04-30,,,,,,,,,no_cik,2009-06-30,2013-04-30,
TMUS,2019-07-15,,0001283699,wiki,"T-Mobile US, Inc.",4812,TMUS,Nasdaq,2004-03-23,2026-09-03,ok,2019-07-15,,
TPL,2024-11-26,,0001811074,wiki,Texas Pacific Land Corp,6792,TPL,NYSE,2020-05-19,2026-09-04,financial,2024-11-26,,
TPR,2009-01-01,,0001116132,wiki,"TAPESTRY, INC.",3100,TPR,NYSE,2000-06-16,2026-09-03,ok,2004-09-01,,
TRGP,2022-10-12,,0001389170,wiki,Targa Resources Corp.,4922,TRGP,NYSE,2007-02-08,2026-09-03,ok,2022-10-12,,
TRIP,2011-12-21,2019-12-22,0001526520,sec,"TripAdvisor, Inc.",7370,TRIP,Nasdaq,2011-07-27,2026-09-04,ok,2011-12-21,2019-12-22,
TRMB,2021-01-21,,0000864749,wiki,TRIMBLE INC.,3829,TRMB,Nasdaq,1996-06-26,2026-09-04,ok,2021-01-21,,
TROW,2009-01-01,,0001113169,wiki,PRICE T ROWE GROUP INC,6282,TROW,Nasdaq,2000-05-10,2026-08-26,financial,1999-10-13,,
TRV,2009-01-01,,0000086312,wiki,"TRAVELERS COMPANIES, INC.",6331,TRV,NYSE,1994-01-10,2026-08-31,financial,1996-01-02,,
TSCO,2014-01-24,,0000916365,wiki,TRACTOR SUPPLY CO /DE/,5200,TSCO,Nasdaq,1996-08-02,2026-08-25,ok,2014-01-24,,
TSLA,2020-12-21,,0001318605,wiki,"Tesla, Inc.",3711,TSLA,Nasdaq,2005-02-17,2026-07-23,ok,2020-12-21,,
TSN,2009-01-01,,0000100493,wiki,"TYSON FOODS, INC.",2015,TSN,NYSE,1994-02-15,2026-09-03,ok,2005-08-11,,
TSS,2009-01-01,2019-09-22,0000721683,wayback,TOTAL SYSTEM SERVICES INC,7389,,,1995-03-10,2019-09-30,ok,2008-01-02,2019-09-22,
TT,2020-03-03,,0001466258,wiki,Trane Technologies plc,3822,TT,NYSE,2009-07-01,2026-08-06,ok,2020-03-03,,
TTD,2025-07-18,,0001671933,wiki,"Trade Desk, Inc.",7370,TTD,Nasdaq,2016-04-22,2026-09-04,ok,2025-07-18,,
TTWO,2018-03-19,,0000946581,wiki,TAKE TWO INTERACTIVE SOFTWARE INC,7372,TTWO,Nasdaq,1997-06-16,2026-09-04,ok,2018-03-19,,
TWC,2009-03-30,2016-05-17,0001377013,efts,"SPECTRUM MANAGEMENT HOLDING COMPANY, LLC",4841,,,2006-10-18,2026-08-21,ok,2009-03-30,2016-05-17,
TWTR,2018-06-07,2022-10-31,0001418091,wayback,"TWITTER, INC.",7370,,,2007-11-30,2022-12-02,ok,2018-06-07,2022-10-31,
TWX,2009-01-01,2018-06-14,0001105705,wayback,"WARNER MEDIA, LLC",4841,,,2000-02-11,2020-10-23,ok,1996-01-02,2018-06-14,
TXN,2009-01-01,,0000097476,wiki,TEXAS INSTRUMENTS INC,3674,TXN,Nasdaq,1994-01-10,2026-08-31,ok,1996-01-02,,
TXT,2009-01-01,,0000217346,wiki,TEXTRON INC,3720,TXT,NYSE,1994-02-10,2026-08-07,ok,1996-01-02,,
TYL,2020-06-22,,0000860731,wiki,TYLER TECHNOLOGIES INC,7372,TYL,NYSE,1996-02-15,2026-09-01,ok,2020-06-22,,
UA,2016-04-08,2022-06-20,0001336917,sec,"Under Armour, Inc.",2300,UAA,NYSE,2005-08-26,2026-09-02,ok,2016-04-08,2022-06-20,
UAA,2014-05-01,2022-06-20,0001336917,sec,"Under Armour, Inc.",2300,UAA,NYSE,2005-08-26,2026-09-02,ok,2014-05-01,2022-06-20,
UAL,2015-09-03,,0000100517,wiki,"United Airlines Holdings, Inc.",4512,UAL,Nasdaq,1994-02-14,2026-08-27,ok,2015-09-03,,
UBER,2023-12-18,,0001543151,wiki,"Uber Technologies, Inc",7389,UBER,NYSE,2012-02-27,2026-08-19,ok,2023-12-18,,
UDR,2016-03-07,,0000074208,wiki,"UDR, Inc.",6798,UDR,NYSE,1994-01-13,2026-08-14,financial,2016-03-07,,
UHS,2014-09-22,,0000352915,wiki,UNIVERSAL HEALTH SERVICES INC,8062,UHS,NYSE,1994-02-08,2026-08-21,ok,2014-09-22,,
ULTA,2016-04-18,,0001403568,wiki,"Ulta Beauty, Inc.",5990,ULTA,Nasdaq,2007-07-06,2026-09-03,ok,2016-04-18,,
UNH,2009-01-01,,0000731766,wiki,UNITEDHEALTH GROUP INC,6324,UNH,NYSE,1995-02-02,2026-09-04,financial,1996-01-02,,
UNM,2009-01-01,2021-09-19,0000005513,sec,Unum Group,6321,UNM,NYSE,1995-08-14,2026-08-26,financial,1996-01-02,2021-09-19,
UNP,2009-01-01,,0000100885,wiki,UNION PACIFIC CORP,4011,UNP,NYSE,1994-01-20,2026-09-04,ok,1996-01-02,,
UPS,2009-01-01,,0001090727,wiki,UNITED PARCEL SERVICE INC,4210,UPS,NYSE,1999-07-21,2026-09-03,ok,2002-07-22,,
URBN,2010-02-08,2017-03-19,0000912615,sec,URBAN OUTFITTERS INC,5651,URBN,Nasdaq,1995-02-10,2026-09-04,ok,2010-02-08,2017-03-19,
URI,2014-09-22,,0001067701,wiki,"UNITED RENTALS, INC.",7359,URI,NYSE,1998-08-06,2026-07-24,ok,2014-09-22,,
USB,2009-01-01,,0000036104,wiki,US BANCORP \DE\,6021,USB,NYSE,1994-01-18,2026-09-04,financial,1996-01-02,,
UST,2009-01-01,2009-01-05,,,,,,,,,no_cik,1996-01-02,2009-01-05,
UTX,2009-01-01,2020-04-02,0000101829,wayback,RTX Corp,3724,RTX,NYSE,1994-01-24,2026-08-19,ok,1996-01-02,2020-04-02,
V,2009-12-21,,0001403161,wiki,VISA INC.,7389,V,NYSE,2007-06-22,2026-09-02,ok,2009-12-21,,
VAR,2009-01-01,2021-04-19,0000203527,wayback,VARIAN MEDICAL SYSTEMS INC,3845,,,1994-02-10,2021-04-26,ok,2007-02-12,2021-04-19,
VEEV,2026-05-07,,0001393052,wiki,VEEVA SYSTEMS INC,7372,VEEV,NYSE,2007-03-07,2026-09-03,ok,2026-05-07,,
VFC,2009-01-01,2024-03-31,0000103379,sec,V F CORP,2320,VFC,NYSE,1994-02-02,2026-08-17,ok,1996-01-02,2024-03-31,
VIAB,2009-01-01,2019-12-04,0001339947,wayback,Viacom Inc.,4841,,,2005-10-05,2019-12-16,ok,2006-01-03,2019-12-04,
VIAC,2019-12-05,2022-02-16,0000813828,wayback,Paramount Global,4833,,,1994-01-07,2026-07-31,ok,2019-12-05,2022-02-16,
VIAV,2009-01-01,2013-12-22,,,,,,,,,no_cik,2000-07-27,2013-12-22,
VICI,2022-06-08,,0001705696,wiki,VICI PROPERTIES INC.,6798,VICI,NYSE,2017-05-12,2026-08-14,financial,2022-06-08,,
VLO,2009-01-01,,0001035002,wiki,VALERO ENERGY CORP/TX,2911,VLO,NYSE,1997-05-13,2026-08-24,ok,2004-04-29,,
VLTO,2023-10-02,,0001967680,wiki,Veralto Corp,3825,VLTO,NYSE,2023-03-31,2026-08-19,ok,2023-10-02,,
VMC,2009-01-01,,0001396009,wiki,Vulcan Materials CO,1400,VMC,NYSE,2007-04-12,2026-08-25,ok,1999-07-01,,
VNO,2009-01-01,2023-01-03,0000899689,sec,VORNADO REALTY TRUST,6798,VNO,NYSE,1994-02-14,2026-08-14,financial,2005-08-12,2023-01-03,
VNT,2020-10-12,2021-03-21,0001786842,sec,Vontier Corp,3824,VNT,NYSE,2019-09-06,2026-08-25,ok,2020-10-12,2021-03-21,
VRSK,2015-10-08,,0001442145,wiki,"Verisk Analytics, Inc.",7374,VRSK,Nasdaq,2008-08-12,2026-09-04,ok,2015-10-08,,
VRSN,2009-01-01,,0001014473,wiki,VERISIGN INC/CA,7371,VRSN,Nasdaq,1997-11-21,2026-09-02,ok,2006-02-01,,
VRT,2026-03-23,,0001674101,wiki,Vertiv Holdings Co,3679,VRT,NYSE,2018-04-23,2026-09-02,ok,2026-03-23,,
VRTX,2013-09-23,,0000875320,wiki,VERTEX PHARMACEUTICALS INC / MA,2834,VRTX,Nasdaq,1995-02-15,2026-09-01,ok,2013-09-23,,
VST,2024-05-08,,0001692819,wiki,Vistra Corp.,4911,VST,NYSE,2016-12-23,2026-09-02,ok,2024-05-08,,
VTR,2009-03-04,,0000740260,wiki,"Ventas, Inc.",6798,VTR,NYSE,1994-12-08,2026-08-14,financial,2009-03-04,,
VTRS,2020-11-17,,0001792044,wiki,Viatris Inc,2834,VTRS,Nasdaq,2019-10-25,2026-08-18,ok,2020-11-17,,
VZ,2009-01-01,,0000732712,wiki,VERIZON COMMUNICATIONS INC,4813,VZ,NYSE,1994-01-21,2026-09-02,ok,1996-01-02,,
WAB,2019-02-27,,0000943452,wiki,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,3743,WAB,NYSE,1996-04-30,2026-09-03,ok,2019-02-27,,
WAT,2009-01-01,,0001000697,wiki,WATERS CORP /DE/,3826,WAT,NYSE,1996-06-07,2026-08-31,ok,2002-01-02,,
WB,2009-01-01,2009-01-01,,,,,,,,,no_cik,1996-01-02,2009-01-01,
WBA,2009-01-01,2014-09-15,0000104207,override,WALGREEN CO,5912,,,1994-01-13,2025-02-20,ok,1996-01-02,2025-08-27,
WBA,2014-09-16,2025-08-27,0001618921,wayback,"Walgreens Boots Alliance, Inc.",5912,,,2014-09-16,2025-09-08,ok,1996-01-02,2025-08-27,
WBD,2022-04-11,,0001437107,wiki,"Warner Bros. Discovery, Inc.",4841,WBD,Nasdaq,2008-06-11,2026-09-04,ok,2022-04-11,,
WCG,2018-09-17,2020-01-27,0001279363,wayback,"WELLCARE HEALTH PLANS, INC.",6324,,,2004-02-13,2020-02-14,financial,2018-09-17,2020-01-27,
WDAY,2024-12-23,,0001327811,wiki,"Workday, Inc.",7374,WDAY,Nasdaq,2005-05-17,2026-09-04,ok,2024-12-23,,
WDC,2009-07-01,,0000106040,wiki,WESTERN DIGITAL CORP,3572,WDC,Nasdaq,1994-01-05,2026-09-04,ok,2009-07-01,,
WEC,2009-01-01,,0000783325,wiki,"WEC ENERGY GROUP, INC.",4931,WEC,NYSE,1995-02-17,2026-09-04,ok,2008-10-31,,
WELL,2009-01-30,,0000766704,wiki,WELLTOWER INC.,6798,WELL,NYSE,1994-03-22,2026-08-27,financial,2009-01-30,,
WFC,2009-01-01,,0000072971,wiki,WELLS FARGO & COMPANY/MN,6021,WFC,NYSE,1994-01-12,2026-09-04,financial,1996-01-02,,
WFM,2009-01-01,2017-08-27,0000865436,wayback,WHOLE FOODS MARKET INC,5411,,,1994-02-14,2017-11-17,ok,2006-01-03,2017-08-27,
WFT,2009-01-01,2009-02-25,,,,,,,,,no_cik,2005-07-22,2009-02-25,
WHR,2009-01-01,2024-03-17,0000106640,sec,WHIRLPOOL CORP /DE/,3630,WHR,NYSE,1994-02-10,2026-08-19,ok,1996-01-02,2024-03-17,
WIN,2009-01-01,2015-04-06,0001282266,efts,"WINDSTREAM HOLDINGS, INC.",4813,,,2004-04-08,2020-09-22,ok,2006-07-18,2015-04-06,
WLTW,2016-01-05,2022-01-09,0001140536,wayback,WILLIS TOWERS WATSON PLC,6411,WTW,Nasdaq,2001-05-15,2026-08-17,financial,2016-01-05,2022-01-09,
WM,2009-01-01,,0000823768,wiki,WASTE MANAGEMENT INC,4953,WM,NYSE,1994-03-09,2026-09-04,ok,1998-07-17,,
WMB,2009-01-01,,0000107263,wiki,"WILLIAMS COMPANIES, INC.",4922,WMB,NYSE,1994-02-10,2026-09-03,ok,1996-01-02,,
WMT,2009-01-01,,0000104169,wiki,Walmart Inc.,5331,WMT,Nasdaq,1994-02-14,2026-09-02,ok,1996-01-02,,
WPX,2012-01-03,2014-03-23,0001518832,efts,"WPX ENERGY, INC.",1311,,,2011-04-29,2026-06-24,ok,2012-01-03,2014-03-23,
WRB,2019-12-05,,0000011544,wiki,BERKLEY W R CORP,6331,WRB,NYSE,1994-01-27,2026-09-03,financial,2019-12-05,,
WRK,2015-07-02,2018-03-27,0001636023,wayback,WRKCo Inc.,2650,,,2015-03-10,2025-11-19,ok,2015-07-02,2024-07-07,
WRK,2018-03-28,2024-07-07,0001732845,wayback,WestRock Co,2650,,,2018-03-28,2025-11-19,ok,2015-07-02,2024-07-07,
WSM,2025-03-24,,0000719955,wiki,WILLIAMS SONOMA INC,5700,WSM,NYSE,1995-02-08,2026-08-28,ok,2025-03-24,,
WST,2020-05-22,,0000105770,wiki,WEST PHARMACEUTICAL SERVICES INC,3841,WST,NYSE,1994-02-11,2026-08-12,ok,2020-05-22,,
WTW,2022-01-10,,0001140536,wiki,WILLIS TOWERS WATSON PLC,6411,WTW,Nasdaq,2001-05-15,2026-08-17,financial,2022-01-10,,
WU,2009-01-01,2021-12-19,0001365135,sec,Western Union CO,7389,WU,NYSE,2006-06-08,2026-08-14,ok,2006-10-02,2021-12-19,
WY,2009-01-01,,0000106535,wiki,WEYERHAEUSER CO,6798,WY,NYSE,1994-02-14,2026-08-27,financial,1996-01-02,,
WYE,2009-01-01,2009-10-15,,,,,,,,,no_cik,1996-01-02,2009-10-15,
WYND,2009-01-01,2018-05-30,0001361658,override,Travel & Leisure Co.,7011,TNL,NYSE,2006-05-11,2026-08-27,ok,2006-08-01,2018-05-30,TNL
WYNN,2009-01-01,,0001174922,wiki,WYNN RESORTS LTD,7011,WYNN,Nasdaq,2002-06-17,2026-08-31,ok,2008-11-14,,
X,2009-01-01,2014-07-01,0001163302,oi150,UNITED STATES STEEL CORP,3312,,,2001-12-06,2025-08-14,ok,1996-01-02,2014-07-01,
XEC,2014-06-20,2020-03-02,0001168054,wayback,CIMAREX ENERGY CO,1311,,,2002-02-25,2021-10-12,ok,2014-06-20,2020-03-02,
XEL,2009-01-01,,0000072903,wiki,XCEL ENERGY INC,4931,XEL,Nasdaq,1994-01-25,2026-08-20,ok,1996-01-02,,
XL,2009-01-01,2018-09-11,0000875159,wayback,XL GROUP LTD,6331,,,1996-02-13,2019-02-13,financial,2001-09-04,2018-09-11,
XLNX,2009-01-01,2022-02-14,0000743988,wayback,XILINX INC,3674,,,1994-12-09,2022-03-11,ok,1999-11-08,2022-02-14,
XOM,2009-01-01,2026-06-30,0000034088,wayback,EXXON MOBIL CORP,2911,,,1994-03-04,2026-08-07,ok,1996-01-02,,
XOM,2026-07-01,,0002115436,wiki,ExxonMobil Holdings Corp,2911,XOM,NYSE,2026-07-01,2026-08-28,ok,1996-01-02,,
XRAY,2009-01-01,2024-04-01,0000818479,sec,DENTSPLY SIRONA Inc.,3843,XRAY,Nasdaq,1995-02-13,2026-08-14,ok,2008-11-14,2024-04-01,
XRX,2009-01-01,2019-03-14,0000108772,wayback,XEROX CORP,3577,,,1994-02-11,2026-08-06,ok,1996-01-02,2021-03-21,
XRX,2019-03-15,2021-03-21,0001770450,sec,Xerox Holdings Corp,3577,XRX,Nasdaq,2019-03-15,2026-08-06,ok,1996-01-02,2021-03-21,
XTO,2009-01-01,2010-06-27,0000868809,efts,XTO ENERGY INC,1311,,,1995-02-14,2020-05-28,ok,2004-12-29,2010-06-27,
XYL,2011-11-01,,0001524472,wiki,Xylem Inc.,3561,XYL,NYSE,2011-07-11,2026-09-02,ok,2011-11-01,,
XYZ,2025-07-23,,0001512673,wiki,"Block, Inc.",7372,XYZ,NYSE,2011-03-02,2026-09-04,ok,2025-07-23,,
YUM,2009-01-01,,0001041061,wiki,YUM BRANDS INC,5812,YUM,NYSE,1997-07-02,2026-09-01,ok,1997-10-07,,
ZBH,2009-01-01,,0001136869,wiki,"ZIMMER BIOMET HOLDINGS, INC.",3842,ZBH,NYSE,2001-03-26,2026-09-04,ok,2001-08-07,,
ZBRA,2019-12-23,,0000877212,wiki,ZEBRA TECHNOLOGIES CORP,3560,ZBRA,Nasdaq,1995-02-13,2026-08-11,ok,2019-12-23,,
ZION,2009-01-01,2024-03-17,0000109380,sec,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/",6021,ZION,Nasdaq,1994-01-25,2026-09-03,financial,2001-06-25,2024-03-17,
ZTS,2013-06-24,,0001555280,wiki,Zoetis Inc.,2834,ZTS,NYSE,2012-08-13,2026-09-02,ok,2013-06-24,,
