peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
交运设备-汽车-商用车,600686,金龙汽车,advance_to_deep_review,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,"global bus group with King Long, Golden Dragon, and Higer brands, retained below Yutong for bus diversification and export exposure.","Retained after boundary review. 金龙汽车: global bus group with King Long, Golden Dragon, and Higer brands, retained below Yutong for bus diversification and export exposure. triage 65.21; moat 64.00; technology 77.00; market 63.80; quality 54.20; governance 66.60.","Boundary-retain differentiated commercial-vehicle, bus, trailer, or broad platform companies when they have segment strength but are more cyclical or less dominant than direct leaders.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600686;https://www.xmklm.com.cn,2026-06-09T15:43:46+00:00
交运设备-汽车-商用车,000550,江铃汽车,borderline,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,"light commercial vehicle leader with R&D, export base, Ford ecosystem, and differentiated commercial/passenger product mix.","Retained after boundary review. 江铃汽车: light commercial vehicle leader with R&D, export base, Ford ecosystem, and differentiated commercial/passenger product mix. triage 64.71; moat 62.00; technology 73.00; market 70.20; quality 54.20; governance 68.40.","Boundary-retain differentiated commercial-vehicle, bus, trailer, or broad platform companies when they have segment strength but are more cyclical or less dominant than direct leaders.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000550;https://www.jmc.com.cn,2026-06-09T15:43:46+00:00
交运设备-汽车-商用车,000957,中通客车,borderline,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,bus capability exists but is weaker than retained Yutong and King Long bus platforms.,Rejected for now. 中通客车: bus capability exists but is weaker than retained Yutong and King Long bus platforms. triage 63.39; moat 58.00; technology 75.00; market 54.20; quality 65.20; governance 67.80.,"Reject weaker bus/truck makers, transition stories, and local light-commercial platforms when stronger retained peers cover the same thesis.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000957;https://www.zhongtong.com,2026-06-09T15:43:46+00:00
交运设备-汽车-商用车,600066,宇通客车,borderline,watch,direct_watch,analyst_company_by_company_review,Direct watch after peer-group company review.,"China bus leader with global electric-bus/export capability, brand, manufacturing, and service network advantages.","Retained. 宇通客车: China bus leader with global electric-bus/export capability, brand, manufacturing, and service network advantages. triage 62.49; moat 55.00; technology 66.00; market 68.60; quality 66.80; governance 69.80.","Directly retain commercial-vehicle leaders with durable scale, export/channel, electrification, powertrain, or segment leadership that cannot be quickly replicated by capital alone.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600066;https://www.yutong.com,2026-06-09T15:43:46+00:00
交运设备-汽车-商用车,600166,福田汽车,reject,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,"large broad commercial-vehicle platform with scale and global sales, but heavy competition and cyclicality cap conviction.","Retained after boundary review. 福田汽车: large broad commercial-vehicle platform with scale and global sales, but heavy competition and cyclicality cap conviction. triage 59.34; moat 57.00; technology 61.00; market 71.80; quality 55.00; governance 66.20.","Boundary-retain differentiated commercial-vehicle, bus, trailer, or broad platform companies when they have segment strength but are more cyclical or less dominant than direct leaders.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600166;https://www.foton.com.cn,2026-06-09T15:43:46+00:00
交运设备-汽车-商用车,000800,一汽解放,reject,watch,direct_watch,analyst_company_by_company_review,Direct watch after peer-group company review.,FAW heavy-truck platform with full chain from core components to complete vehicles and strong national commercial-vehicle franchise.,Retained. 一汽解放: FAW heavy-truck platform with full chain from core components to complete vehicles and strong national commercial-vehicle franchise. triage 58.49; moat 55.00; technology 63.00; market 71.00; quality 46.40; governance 68.60.,"Directly retain commercial-vehicle leaders with durable scale, export/channel, electrification, powertrain, or segment leadership that cannot be quickly replicated by capital alone.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000800;https://www.fawjiefang.com.cn,2026-06-09T15:43:46+00:00
交运设备-汽车-商用车,000951,中国重汽,reject,watch,direct_watch,analyst_company_by_company_review,Direct watch after peer-group company review.,China heavy-truck leader with deep heavy-duty truck heritage and strong segment position.,Retained. 中国重汽: China heavy-truck leader with deep heavy-duty truck heritage and strong segment position. triage 58.14; moat 56.00; technology 55.00; market 70.20; quality 55.00; governance 68.00.,"Directly retain commercial-vehicle leaders with durable scale, export/channel, electrification, powertrain, or segment leadership that cannot be quickly replicated by capital alone.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000951;https://jnkc.sinotruk.com,2026-06-09T15:43:46+00:00
交运设备-汽车-商用车,301039,中集车辆,reject,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,global semi-trailer and special-vehicle manufacturing platform with cross-border manufacturing and production-service model.,Retained after boundary review. 中集车辆: global semi-trailer and special-vehicle manufacturing platform with cross-border manufacturing and production-service model. triage 54.99; moat 49.00; technology 55.00; market 55.40; quality 58.80; governance 71.00.,"Boundary-retain differentiated commercial-vehicle, bus, trailer, or broad platform companies when they have segment strength but are more cyclical or less dominant than direct leaders.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=301039;https://www.cimcvehiclesgroup.com,2026-06-09T15:43:46+00:00
交运设备-汽车-商用车,600375,汉马科技,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,new-energy/methanol commercial-vehicle transition is interesting but lacks sufficient independent leadership versus retained truck and bus leaders.,Rejected for now. 汉马科技: new-energy/methanol commercial-vehicle transition is interesting but lacks sufficient independent leadership versus retained truck and bus leaders. triage 53.06; moat 49.00; technology 62.00; market 42.20; quality 52.20; governance 69.20.,"Reject weaker bus/truck makers, transition stories, and local light-commercial platforms when stronger retained peers cover the same thesis.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600375;https://www.camc.cc,2026-06-09T15:43:46+00:00
交运设备-汽车-商用车,600006,东风股份,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,light commercial vehicle platform is weaker and less differentiated than retained JMC and broad commercial-vehicle leaders.,Rejected for now. 东风股份: light commercial vehicle platform is weaker and less differentiated than retained JMC and broad commercial-vehicle leaders. triage 52.24; moat 51.00; technology 61.00; market 45.40; quality 38.00; governance 70.40.,"Reject weaker bus/truck makers, transition stories, and local light-commercial platforms when stronger retained peers cover the same thesis.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600006;https://www.dfac.com,2026-06-09T15:43:46+00:00
