peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
机械设备-专用设备-工程机械,301161,唯万密封,borderline,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,hydraulic and pneumatic sealing-system specialist validated by leading engineering machinery and coal-machinery customers.,Retained after boundary review. 唯万密封: hydraulic and pneumatic sealing-system specialist validated by leading engineering machinery and coal-machinery customers. triage 64.23; moat 58.00; technology 79.00; market 54.05; quality 66.40; governance 71.10.,"Boundary-retain differentiated component, industrial vehicle, logistics automation, or niche equipment companies with customer qualification or category leadership.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=301161;https://www.voneseals.com,2026-06-09T15:04:31+00:00
机械设备-专用设备-工程机械,003021,兆威机电,borderline,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,"micro-drive and micro gear transmission solution provider with national awards and single-champion product evidence, broader than this peer label.","Retained after boundary review. 兆威机电: micro-drive and micro gear transmission solution provider with national awards and single-champion product evidence, broader than this peer label. triage 63.14; moat 56.50; technology 75.00; market 60.65; quality 68.30; governance 71.70.","Boundary-retain differentiated component, industrial vehicle, logistics automation, or niche equipment companies with customer qualification or category leadership.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=003021;https://www.szzhaowei.net,2026-06-09T15:04:31+00:00
机械设备-专用设备-工程机械,000680,山推股份,borderline,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,"bulldozer and road-machinery leader tied to Shandong Heavy Industry ecosystem, retained as a focused heavy-equipment niche.","Retained after boundary review. 山推股份: bulldozer and road-machinery leader tied to Shandong Heavy Industry ecosystem, retained as a focused heavy-equipment niche. triage 62.76; moat 63.00; technology 63.50; market 72.25; quality 50.40; governance 67.50.","Boundary-retain differentiated component, industrial vehicle, logistics automation, or niche equipment companies with customer qualification or category leadership.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000680;https://www.shantui.com,2026-06-09T15:04:31+00:00
机械设备-专用设备-工程机械,603611,诺力股份,borderline,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,"material-handling equipment and logistics automation platform with forklift/MHE base plus ASRS, conveyor, and AGV system integration.","Retained after boundary review. 诺力股份: material-handling equipment and logistics automation platform with forklift/MHE base plus ASRS, conveyor, and AGV system integration. triage 61.81; moat 59.00; technology 67.00; market 68.85; quality 49.00; governance 67.20.","Boundary-retain differentiated component, industrial vehicle, logistics automation, or niche equipment companies with customer qualification or category leadership.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=603611;https://www.noblelift.com,2026-06-09T15:04:31+00:00
机械设备-专用设备-工程机械,600031,三一重工,borderline,watch,direct_watch,analyst_company_by_company_review,Direct watch after peer-group company review.,"global construction-machinery leader with concrete machinery, excavators, cranes, overseas service network, manufacturing scale, and brand strength.","Retained. 三一重工: global construction-machinery leader with concrete machinery, excavators, cranes, overseas service network, manufacturing scale, and brand strength. triage 60.50; moat 54.50; technology 61.00; market 74.85; quality 60.10; governance 68.00.","Directly retain global construction-machinery leaders with scale, product breadth, overseas channel, manufacturing process, and service-network advantages.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600031;https://www.sany.com.cn,2026-06-09T15:04:31+00:00
机械设备-专用设备-工程机械,002097,山河智能,borderline,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,"differentiated engineering-equipment company with excavation, aerial work, underground engineering, and founder-led technical heritage.","Retained after boundary review. 山河智能: differentiated engineering-equipment company with excavation, aerial work, underground engineering, and founder-led technical heritage. triage 60.31; moat 59.50; technology 66.50; market 66.05; quality 54.90; governance 66.60.","Boundary-retain differentiated component, industrial vehicle, logistics automation, or niche equipment companies with customer qualification or category leadership.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002097;https://www.sunward.com.cn,2026-06-09T15:04:31+00:00
机械设备-专用设备-工程机械,000425,徐工机械,reject,watch,direct_watch,analyst_company_by_company_review,Direct watch after peer-group company review.,"China construction-machinery leader and global top-tier platform with broad product lines, scale, and export competitiveness.","Retained. 徐工机械: China construction-machinery leader and global top-tier platform with broad product lines, scale, and export competitiveness. triage 58.77; moat 55.00; technology 58.00; market 75.65; quality 52.00; governance 66.80.","Directly retain global construction-machinery leaders with scale, product breadth, overseas channel, manufacturing process, and service-network advantages.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000425;https://xgjx.xcmg.com,2026-06-09T15:04:31+00:00
机械设备-专用设备-工程机械,000157,中联重科,reject,watch,direct_watch,analyst_company_by_company_review,Direct watch after peer-group company review.,"global engineering-machinery platform with cranes, concrete machinery, aerial work, agriculture/mining equipment, and strong R&D infrastructure.","Retained. 中联重科: global engineering-machinery platform with cranes, concrete machinery, aerial work, agriculture/mining equipment, and strong R&D infrastructure. triage 58.73; moat 51.00; technology 63.00; market 72.25; quality 61.70; governance 67.40.","Directly retain global construction-machinery leaders with scale, product breadth, overseas channel, manufacturing process, and service-network advantages.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000157;https://www.zoomlion.com,2026-06-09T15:04:31+00:00
机械设备-专用设备-工程机械,600815,厦工股份,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,legacy loader/excavator platform is weaker than retained top construction-machinery leaders and lacks independent category control.,Rejected for now. 厦工股份: legacy loader/excavator platform is weaker than retained top construction-machinery leaders and lacks independent category control. triage 58.27; moat 57.50; technology 72.50; market 49.65; quality 43.40; governance 70.80.,Reject smaller cyclical equipment makers when their thesis is already covered by stronger retained leaders or when the business is mostly capacity/project exposure.,true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600815;https://www.xiagong.com;https://www.xgma.com.cn,2026-06-09T15:04:31+00:00
机械设备-专用设备-工程机械,603638,艾迪精密,reject,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,hydraulic attachments and higher-end hydraulic components provide a narrower engineering-machinery component niche below Hengli Hydraulics.,Retained after boundary review. 艾迪精密: hydraulic attachments and higher-end hydraulic components provide a narrower engineering-machinery component niche below Hengli Hydraulics. triage 58.20; moat 47.00; technology 59.00; market 57.45; quality 64.50; governance 68.60.,"Boundary-retain differentiated component, industrial vehicle, logistics automation, or niche equipment companies with customer qualification or category leadership.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=603638;https://www.cceddie.com,2026-06-09T15:04:31+00:00
