peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
休闲、生活及专业服务-休闲服务-景区,600054,黄山旅游,borderline,watch,boundary_judged_watch,analyst_company_by_company_review,boundary watch for iconic scarce scenic-resource platform,"黄山旅游 is retained as the strongest scarce natural scenic-resource case in this group. The resource itself is irreplaceable, but regulated pricing, seasonality, and limited long-term growth keep it boundary rather than direct watch.","Watch. 黄山旅游: 黄山旅游 is retained as the strongest scarce natural scenic-resource case in this group. The resource itself is irreplaceable, but regulated pricing, seasonality, and limited long-term growth keep it boundary rather than direct watch. triage 62.32; moat 62.09; technology 60.33; market 79.86; quality 58.91; governance 70.36.",Scenic-spot groups should retain only iconic scarce-resource platforms as boundary watches; most tourism operators are rejected.,true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600054,2026-06-10T00:00:00+00:00
休闲、生活及专业服务-休闲服务-景区,300144,宋城演艺,reject,reject_for_now,,analyst_company_by_company_review,rejected because scenic/tourism exposure lacks enough compounding moat,"宋城演艺: The company has scenic-area, tourism-performance, destination operation, hotel/tourism service, or local culture-tourism exposure, but the evidence does not show an iconic scarce-resource moat or scalable content platform strong enough versus the retained scarce scenic-resource case.","Reject for now. 宋城演艺: 宋城演艺: The company has scenic-area, tourism-performance, destination operation, hotel/tourism service, or local culture-tourism exposure, but the evidence does not show an iconic scarce-resource moat or scalable content platform strong enough versus the retained scarce scenic-resource case. triage 54.13; moat 47.00; technology 44.00; market 75.00; quality 60.91; governance 69.91.",Scenic-spot groups should retain only iconic scarce-resource platforms as boundary watches; most tourism operators are rejected.,true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300144,2026-06-10T00:00:00+00:00
休闲、生活及专业服务-休闲服务-景区,002033,丽江股份,reject,reject_for_now,,analyst_company_by_company_review,rejected because scenic/tourism exposure lacks enough compounding moat,"丽江股份: The company has scenic-area, tourism-performance, destination operation, hotel/tourism service, or local culture-tourism exposure, but the evidence does not show an iconic scarce-resource moat or scalable content platform strong enough versus the retained scarce scenic-resource case.","Reject for now. 丽江股份: 丽江股份: The company has scenic-area, tourism-performance, destination operation, hotel/tourism service, or local culture-tourism exposure, but the evidence does not show an iconic scarce-resource moat or scalable content platform strong enough versus the retained scarce scenic-resource case. triage 49.96; moat 45.45; technology 38.00; market 59.00; quality 61.09; governance 71.00.",Scenic-spot groups should retain only iconic scarce-resource platforms as boundary watches; most tourism operators are rejected.,true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002033,2026-06-10T00:00:00+00:00
休闲、生活及专业服务-休闲服务-景区,600593,大连圣亚,reject,reject_for_now,,analyst_company_by_company_review,rejected because scenic/tourism exposure lacks enough compounding moat,"大连圣亚: The company has scenic-area, tourism-performance, destination operation, hotel/tourism service, or local culture-tourism exposure, but the evidence does not show an iconic scarce-resource moat or scalable content platform strong enough versus the retained scarce scenic-resource case.","Reject for now. 大连圣亚: 大连圣亚: The company has scenic-area, tourism-performance, destination operation, hotel/tourism service, or local culture-tourism exposure, but the evidence does not show an iconic scarce-resource moat or scalable content platform strong enough versus the retained scarce scenic-resource case. triage 48.16; moat 43.64; technology 41.67; market 51.73; quality 55.64; governance 65.55.",Scenic-spot groups should retain only iconic scarce-resource platforms as boundary watches; most tourism operators are rejected.,true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600593,2026-06-10T00:00:00+00:00
休闲、生活及专业服务-休闲服务-景区,000888,峨眉山Ａ,reject,reject_for_now,,analyst_company_by_company_review,rejected because scenic/tourism exposure lacks enough compounding moat,"峨眉山Ａ: The company has scenic-area, tourism-performance, destination operation, hotel/tourism service, or local culture-tourism exposure, but the evidence does not show an iconic scarce-resource moat or scalable content platform strong enough versus the retained scarce scenic-resource case.","Reject for now. 峨眉山Ａ: 峨眉山Ａ: The company has scenic-area, tourism-performance, destination operation, hotel/tourism service, or local culture-tourism exposure, but the evidence does not show an iconic scarce-resource moat or scalable content platform strong enough versus the retained scarce scenic-resource case. triage 48.00; moat 46.36; technology 33.00; market 62.64; quality 51.45; governance 68.82.",Scenic-spot groups should retain only iconic scarce-resource platforms as boundary watches; most tourism operators are rejected.,true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000888,2026-06-10T00:00:00+00:00
休闲、生活及专业服务-休闲服务-景区,603136,天目湖,reject,reject_for_now,,analyst_company_by_company_review,rejected because scenic/tourism exposure lacks enough compounding moat,"天目湖: The company has scenic-area, tourism-performance, destination operation, hotel/tourism service, or local culture-tourism exposure, but the evidence does not show an iconic scarce-resource moat or scalable content platform strong enough versus the retained scarce scenic-resource case.","Reject for now. 天目湖: 天目湖: The company has scenic-area, tourism-performance, destination operation, hotel/tourism service, or local culture-tourism exposure, but the evidence does not show an iconic scarce-resource moat or scalable content platform strong enough versus the retained scarce scenic-resource case. triage 47.83; moat 41.55; technology 40.00; market 55.36; quality 56.00; governance 70.45.",Scenic-spot groups should retain only iconic scarce-resource platforms as boundary watches; most tourism operators are rejected.,true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=603136,2026-06-10T00:00:00+00:00
休闲、生活及专业服务-休闲服务-景区,000978,桂林旅游,reject,reject_for_now,,analyst_company_by_company_review,rejected because scenic/tourism exposure lacks enough compounding moat,"桂林旅游: The company has scenic-area, tourism-performance, destination operation, hotel/tourism service, or local culture-tourism exposure, but the evidence does not show an iconic scarce-resource moat or scalable content platform strong enough versus the retained scarce scenic-resource case.","Reject for now. 桂林旅游: 桂林旅游: The company has scenic-area, tourism-performance, destination operation, hotel/tourism service, or local culture-tourism exposure, but the evidence does not show an iconic scarce-resource moat or scalable content platform strong enough versus the retained scarce scenic-resource case. triage 45.34; moat 42.73; technology 40.00; market 47.00; quality 49.09; governance 67.73.",Scenic-spot groups should retain only iconic scarce-resource platforms as boundary watches; most tourism operators are rejected.,true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000978,2026-06-10T00:00:00+00:00
休闲、生活及专业服务-休闲服务-景区,600706,曲江文旅,reject,reject_for_now,,analyst_company_by_company_review,rejected because scenic/tourism exposure lacks enough compounding moat,"曲江文旅: The company has scenic-area, tourism-performance, destination operation, hotel/tourism service, or local culture-tourism exposure, but the evidence does not show an iconic scarce-resource moat or scalable content platform strong enough versus the retained scarce scenic-resource case.","Reject for now. 曲江文旅: 曲江文旅: The company has scenic-area, tourism-performance, destination operation, hotel/tourism service, or local culture-tourism exposure, but the evidence does not show an iconic scarce-resource moat or scalable content platform strong enough versus the retained scarce scenic-resource case. triage 45.19; moat 44.27; technology 38.00; market 57.55; quality 40.00; governance 66.09.",Scenic-spot groups should retain only iconic scarce-resource platforms as boundary watches; most tourism operators are rejected.,true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600706,2026-06-10T00:00:00+00:00
休闲、生活及专业服务-休闲服务-景区,600749,西藏旅游,reject,reject_for_now,,analyst_company_by_company_review,rejected because scenic/tourism exposure lacks enough compounding moat,"西藏旅游: The company has scenic-area, tourism-performance, destination operation, hotel/tourism service, or local culture-tourism exposure, but the evidence does not show an iconic scarce-resource moat or scalable content platform strong enough versus the retained scarce scenic-resource case.","Reject for now. 西藏旅游: 西藏旅游: The company has scenic-area, tourism-performance, destination operation, hotel/tourism service, or local culture-tourism exposure, but the evidence does not show an iconic scarce-resource moat or scalable content platform strong enough versus the retained scarce scenic-resource case. triage 44.16; moat 41.82; technology 38.00; market 45.55; quality 46.00; governance 68.27.",Scenic-spot groups should retain only iconic scarce-resource platforms as boundary watches; most tourism operators are rejected.,true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600749,2026-06-10T00:00:00+00:00
休闲、生活及专业服务-休闲服务-景区,000620,盈新发展,reject,reject_for_now,,analyst_company_by_company_review,rejected because scenic/tourism exposure lacks enough compounding moat,"盈新发展: The company has scenic-area, tourism-performance, destination operation, hotel/tourism service, or local culture-tourism exposure, but the evidence does not show an iconic scarce-resource moat or scalable content platform strong enough versus the retained scarce scenic-resource case.","Reject for now. 盈新发展: 盈新发展: The company has scenic-area, tourism-performance, destination operation, hotel/tourism service, or local culture-tourism exposure, but the evidence does not show an iconic scarce-resource moat or scalable content platform strong enough versus the retained scarce scenic-resource case. triage 37.33; moat 37.18; technology 26.00; market 55.91; quality 27.64; governance 66.64.",Scenic-spot groups should retain only iconic scarce-resource platforms as boundary watches; most tourism operators are rejected.,true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000620,2026-06-10T00:00:00+00:00
