peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
电气设备-电机-电机,000922,佳电股份,advance_to_deep_review,watch,direct_watch,analyst_company_by_company_review,Direct watch after peer-group company review.,Harbin Electric-backed special-motor originator and leading special/explosion-proof/nuclear/low-carbon drive platform with deep qualification history.,Retained. 佳电股份: Harbin Electric-backed special-motor originator and leading special/explosion-proof/nuclear/low-carbon drive platform with deep qualification history. triage 78.22; moat 81.85; technology 87.31; market 92.96; quality 61.85; governance 67.38.,"Directly retain motor platforms with national special-motor, large industrial-drive, or major strategic-equipment capability where qualification, reliability, process know-how, and installed customer base are hard to reproduce.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000922;https://www.jemlc.com,2026-06-09T15:43:46+00:00
电气设备-电机-电机,603988,中电电机,advance_to_deep_review,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,"large and medium-sized motor specialist with high technical scores and state-backed ownership, retained below broader national platforms.","Retained after boundary review. 中电电机: large and medium-sized motor specialist with high technical scores and state-backed ownership, retained below broader national platforms. triage 76.22; moat 78.92; technology 94.08; market 69.15; quality 56.62; governance 69.23.","Boundary-retain differentiated global or specialist motor and motion-control platforms with meaningful customer validation, application depth, or cross-industry extension.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=603988;https://www.sec-motor.com,2026-06-09T15:43:46+00:00
电气设备-电机-电机,002249,大洋电机,advance_to_deep_review,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,"global building/home appliance motor, vehicle rotating electrical, and NEV drive-system platform with overseas production and customer base.","Retained after boundary review. 大洋电机: global building/home appliance motor, vehicle rotating electrical, and NEV drive-system platform with overseas production and customer base. triage 66.63; moat 62.23; technology 71.08; market 81.63; quality 57.69; governance 67.62.","Boundary-retain differentiated global or specialist motor and motion-control platforms with meaningful customer validation, application depth, or cross-industry extension.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002249;https://www.broad-ocean.com,2026-06-09T15:43:46+00:00
电气设备-电机-电机,603489,八方股份,borderline,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,"global e-bike drive-system specialist with motor, controller, display, battery, sensor, and hub system integration.","Retained after boundary review. 八方股份: global e-bike drive-system specialist with motor, controller, display, battery, sensor, and hub system integration. triage 64.23; moat 56.46; technology 71.77; market 61.33; quality 57.08; governance 71.54.","Boundary-retain differentiated global or specialist motor and motion-control platforms with meaningful customer validation, application depth, or cross-industry extension.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=603489;https://www.bafang-e.com.cn,2026-06-09T15:43:46+00:00
电气设备-电机-电机,600580,卧龙电驱,reject,watch,direct_watch,analyst_company_by_company_review,Direct watch after peer-group company review.,"global motor and drive solution platform with broad industrial customer base, international manufacturing, and system-level drive capability.","Retained. 卧龙电驱: global motor and drive solution platform with broad industrial customer base, international manufacturing, and system-level drive capability. triage 58.48; moat 51.62; technology 58.38; market 75.17; quality 56.77; governance 65.46.","Directly retain motor platforms with national special-motor, large industrial-drive, or major strategic-equipment capability where qualification, reliability, process know-how, and installed customer base are hard to reproduce.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600580;https://www.wolong.com.cn,2026-06-09T15:43:46+00:00
电气设备-电机-电机,300660,江苏雷利,reject,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,"micro-motor platform with very large shipment scale and expansion into automotive, industrial, and medical applications.","Retained after boundary review. 江苏雷利: micro-motor platform with very large shipment scale and expansion into automotive, industrial, and medical applications. triage 58.05; moat 50.08; technology 60.54; market 69.02; quality 61.85; governance 67.77.","Boundary-retain differentiated global or specialist motor and motion-control platforms with meaningful customer validation, application depth, or cross-industry extension.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300660;https://www.czleili.com,2026-06-09T15:43:46+00:00
电气设备-电机-电机,002823,凯中精密,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,precision commutators and connectors are useful but component-level and covered by stronger automotive/electrical component theses.,Rejected for now. 凯中精密: precision commutators and connectors are useful but component-level and covered by stronger automotive/electrical component theses. triage 57.62; moat 52.69; technology 56.38; market 67.02; quality 54.46; governance 67.54.,"Reject commodity micro-motor, motor-core, consumer-appliance, linear-drive, and weaker EV-drive suppliers when stronger retained companies cover the thesis and capital can reproduce capacity.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002823;https://www.kaizhong.com,2026-06-09T15:43:46+00:00
电气设备-电机-电机,002801,微光股份,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,micro motors and fans have scale but are more appliance-component exposure than hard platform moat.,Rejected for now. 微光股份: micro motors and fans have scale but are more appliance-component exposure than hard platform moat. triage 57.35; moat 46.23; technology 61.15; market 59.17; quality 64.15; governance 70.77.,"Reject commodity micro-motor, motor-core, consumer-appliance, linear-drive, and weaker EV-drive suppliers when stronger retained companies cover the thesis and capital can reproduce capacity.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002801;https://www.wgmotor.com,2026-06-09T15:43:46+00:00
电气设备-电机-电机,002892,科力尔,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,micro/special motor supplier has good customers but is still a competitive capacity and qualification business.,Rejected for now. 科力尔: micro/special motor supplier has good customers but is still a competitive capacity and qualification business. triage 55.97; moat 47.38; technology 62.31; market 54.56; quality 51.23; governance 65.69.,"Reject commodity micro-motor, motor-core, consumer-appliance, linear-drive, and weaker EV-drive suppliers when stronger retained companies cover the thesis and capital can reproduce capacity.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002892;https://www.kelimotor.com,2026-06-09T15:43:46+00:00
电气设备-电机-电机,603728,鸣志电器,reject,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,motion-control motor and drive-system supplier with global footprint and high-precision control niches.,Retained after boundary review. 鸣志电器: motion-control motor and drive-system supplier with global footprint and high-precision control niches. triage 55.96; moat 48.92; technology 62.62; market 60.71; quality 59.77; governance 68.69.,"Boundary-retain differentiated global or specialist motor and motion-control platforms with meaningful customer validation, application depth, or cross-industry extension.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=603728;https://www.moons.com.cn,2026-06-09T15:43:46+00:00
电气设备-电机-电机,300772,运达股份,reject,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,"misclassified wind-power equipment platform with long technology history and wind-turbine installed-base relevance, retained under company-level capability.","Retained after boundary review. 运达股份: misclassified wind-power equipment platform with long technology history and wind-turbine installed-base relevance, retained under company-level capability. triage 55.76; moat 52.00; technology 54.77; market 74.87; quality 48.85; governance 65.00.","Boundary-retain differentiated global or specialist motor and motion-control platforms with meaningful customer validation, application depth, or cross-industry extension.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300772;https://www.chinawindey.com,2026-06-09T15:43:46+00:00
电气设备-电机-电机,603344,星德胜,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,cleaning-appliance micro motors are application-specific and easier to replicate than retained global motor platforms.,Rejected for now. 星德胜: cleaning-appliance micro motors are application-specific and easier to replicate than retained global motor platforms. triage 55.60; moat 48.54; technology 57.62; market 62.87; quality 52.69; governance 68.92.,"Reject commodity micro-motor, motor-core, consumer-appliance, linear-drive, and weaker EV-drive suppliers when stronger retained companies cover the thesis and capital can reproduce capacity.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=603344;https://www.cds.cn,2026-06-09T15:43:46+00:00
电气设备-电机-电机,920011,晨光电机,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,cleaning-appliance micro motor niche is too narrow and subscale.,Rejected for now. 晨光电机: cleaning-appliance micro motor niche is too narrow and subscale. triage 55.38; moat 47.69; technology 60.54; market 51.46; quality 58.15; governance 67.08.,"Reject commodity micro-motor, motor-core, consumer-appliance, linear-drive, and weaker EV-drive suppliers when stronger retained companies cover the thesis and capital can reproduce capacity.",true,https://www.bse.cn/disclosure/announcement.html?companyCode=920011;https://www.zs-cg.com,2026-06-09T15:43:46+00:00
电气设备-电机-电机,920593,鼎智科技,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,precision motion products are interesting but not yet strong enough versus retained motion-control leaders.,Rejected for now. 鼎智科技: precision motion products are interesting but not yet strong enough versus retained motion-control leaders. triage 55.37; moat 45.38; technology 67.00; market 40.38; quality 67.62; governance 70.31.,"Reject commodity micro-motor, motor-core, consumer-appliance, linear-drive, and weaker EV-drive suppliers when stronger retained companies cover the thesis and capital can reproduce capacity.",true,https://www.bse.cn/disclosure/announcement.html?companyCode=920593;https://www.dingsmotion.com,2026-06-09T15:43:46+00:00
电气设备-电机-电机,600416,湘电股份,reject,watch,direct_watch,analyst_company_by_company_review,Direct watch after peer-group company review.,national major electrical-equipment and large/special motor platform with strategic heavy-industry and defense-equipment relevance.,Retained. 湘电股份: national major electrical-equipment and large/special motor platform with strategic heavy-industry and defense-equipment relevance. triage 55.01; moat 50.46; technology 54.92; market 68.71; quality 46.69; governance 67.31.,"Directly retain motor platforms with national special-motor, large industrial-drive, or major strategic-equipment capability where qualification, reliability, process know-how, and installed customer base are hard to reproduce.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600416;https://www.xemc.com.cn,2026-06-09T15:43:46+00:00
电气设备-电机-电机,603350,安乃达,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,e-bike and robot motors overlap with stronger retained e-bike drive and industrial-control platforms.,Rejected for now. 安乃达: e-bike and robot motors overlap with stronger retained e-bike drive and industrial-control platforms. triage 54.51; moat 48.15; technology 56.85; market 61.33; quality 54.54; governance 66.85.,"Reject commodity micro-motor, motor-core, consumer-appliance, linear-drive, and weaker EV-drive suppliers when stronger retained companies cover the thesis and capital can reproduce capacity.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=603350;https://www.ananda-drive.com,2026-06-09T15:43:46+00:00
