peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
机械设备-通用设备-基础件,002026,山东威达,advance_to_deep_review,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,"precision chuck and machine-tool/automation component supplier with long manufacturing history, retained as a narrower fixture niche","Retained after boundary review. 山东威达: precision chuck and machine-tool/automation component supplier with long manufacturing history, retained as a narrower fixture niche triage 65.57; moat 58.90; technology 71.41; market 70.30; quality 51.00; governance 70.62.","Boundary-retain narrower leaders in rail fasteners, joint bearings, precision fixtures, automation components, industrial valves, high-end tools, large forgings, aerospace vessels, or wind-drive parts when customer qualification is visible.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002026;https://www.weidapeacock.com,2026-06-09T14:34:01+00:00
机械设备-通用设备-基础件,002438,江苏神通,borderline,watch,direct_watch,analyst_company_by_company_review,Direct watch after peer-group company review.,"special valve platform for metallurgy, nuclear power and energy applications where safety qualification and installed references matter","Retained. 江苏神通: special valve platform for metallurgy, nuclear power and energy applications where safety qualification and installed references matter triage 64.91; moat 62.41; technology 71.15; market 72.97; quality 58.13; governance 68.15.","Directly retain companies with global or national leadership in hydraulic systems, nuclear/special valves, high-end castings, superhard bearings/tools, high-purity process components, or other safety-critical parts.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002438;https://www.stfm.cn,2026-06-09T14:34:01+00:00
机械设备-通用设备-基础件,601002,晋亿实业,borderline,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,"large fastener manufacturer with railway and infrastructure exposure, retained below stronger safety-critical component leaders","Retained after boundary review. 晋亿实业: large fastener manufacturer with railway and infrastructure exposure, retained below stronger safety-critical component leaders triage 63.64; moat 62.92; technology 66.85; market 72.87; quality 53.26; governance 71.23.","Boundary-retain narrower leaders in rail fasteners, joint bearings, precision fixtures, automation components, industrial valves, high-end tools, large forgings, aerospace vessels, or wind-drive parts when customer qualification is visible.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=601002;https://www.GEM-YEAR.com,2026-06-09T14:34:01+00:00
机械设备-通用设备-基础件,600592,龙溪股份,borderline,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,"joint-bearing platform used in aerospace, defense and construction machinery with specialized bearing know-how","Retained after boundary review. 龙溪股份: joint-bearing platform used in aerospace, defense and construction machinery with specialized bearing know-how triage 63.00; moat 57.87; technology 75.23; market 65.28; quality 53.77; governance 70.00.","Boundary-retain narrower leaders in rail fasteners, joint bearings, precision fixtures, automation components, industrial valves, high-end tools, large forgings, aerospace vessels, or wind-drive parts when customer qualification is visible.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600592;https://www.ls.com.cn,2026-06-09T14:34:01+00:00
机械设备-通用设备-基础件,300971,博亚精工,borderline,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,precision equipment and high-end component maker for metallurgy and advanced manufacturing niches,Retained after boundary review. 博亚精工: precision equipment and high-end component maker for metallurgy and advanced manufacturing niches triage 61.70; moat 53.77; technology 75.74; market 50.71; quality 67.46; governance 69.69.,"Boundary-retain narrower leaders in rail fasteners, joint bearings, precision fixtures, automation components, industrial valves, high-end tools, large forgings, aerospace vessels, or wind-drive parts when customer qualification is visible.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300971;https://www.fboya.com,2026-06-09T14:34:01+00:00
机械设备-通用设备-基础件,300817,双飞集团,borderline,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,self-lubricating bearing specialist with small but differentiated product category,Retained after boundary review. 双飞集团: self-lubricating bearing specialist with small but differentiated product category triage 61.47; moat 58.82; technology 73.18; market 55.53; quality 53.46; governance 70.92.,"Boundary-retain narrower leaders in rail fasteners, joint bearings, precision fixtures, automation components, industrial valves, high-end tools, large forgings, aerospace vessels, or wind-drive parts when customer qualification is visible.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300817;https://www.sf-bearing.com,2026-06-09T14:34:01+00:00
机械设备-通用设备-基础件,601100,恒立液压,borderline,watch,direct_watch,analyst_company_by_company_review,Direct watch after peer-group company review.,"domestic hydraulic leader with cylinders, pumps, valves and hydraulic systems, global manufacturing footprint and long-cycle equipment customer qualification","Retained. 恒立液压: domestic hydraulic leader with cylinders, pumps, valves and hydraulic systems, global manufacturing footprint and long-cycle equipment customer qualification triage 61.25; moat 52.00; technology 60.95; market 76.25; quality 68.64; governance 70.08.","Directly retain companies with global or national leadership in hydraulic systems, nuclear/special valves, high-end castings, superhard bearings/tools, high-purity process components, or other safety-critical parts.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=601100;https://www.henglihydraulic.com,2026-06-09T14:34:01+00:00
机械设备-通用设备-基础件,301029,怡合达,reject,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,"FA automation-parts one-stop platform with SKU standardization, procurement workflow stickiness and supply-chain service capability","Retained after boundary review. 怡合达: FA automation-parts one-stop platform with SKU standardization, procurement workflow stickiness and supply-chain service capability triage 59.36; moat 49.95; technology 60.36; market 69.89; quality 65.92; governance 70.69.","Boundary-retain narrower leaders in rail fasteners, joint bearings, precision fixtures, automation components, industrial valves, high-end tools, large forgings, aerospace vessels, or wind-drive parts when customer qualification is visible.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=301029;https://www.yhdfa.com,2026-06-09T14:34:01+00:00
机械设备-通用设备-基础件,603699,纽威股份,reject,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,large industrial valve manufacturer with engineering-project references and broad product scope,Retained after boundary review. 纽威股份: large industrial valve manufacturer with engineering-project references and broad product scope triage 58.96; moat 51.74; technology 53.51; market 75.22; quality 67.97; governance 65.92.,"Boundary-retain narrower leaders in rail fasteners, joint bearings, precision fixtures, automation components, industrial valves, high-end tools, large forgings, aerospace vessels, or wind-drive parts when customer qualification is visible.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=603699;https://www.newayvalve.com,2026-06-09T14:34:01+00:00
机械设备-通用设备-基础件,603308,应流股份,reject,watch,direct_watch,analyst_company_by_company_review,Direct watch after peer-group company review.,"high-end casting and precision component supplier for energy, nuclear, aviation and industrial equipment with hard material/process qualification","Retained. 应流股份: high-end casting and precision component supplier for energy, nuclear, aviation and industrial equipment with hard material/process qualification triage 58.13; moat 49.69; technology 65.00; market 68.87; quality 61.67; governance 65.62.","Directly retain companies with global or national leadership in hydraulic systems, nuclear/special valves, high-end castings, superhard bearings/tools, high-purity process components, or other safety-critical parts.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=603308;https://www.yingliugroup.com,2026-06-09T14:34:01+00:00
