peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
国防与装备-航空航天装备-航空装备,920006,晟楠科技,borderline,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for airborne power and microwave module niche,"晟楠科技 covers aviation power systems, microwave power modules and special electromechanical products. The niche is narrow but qualification-heavy.","Watch. 晟楠科技: 晟楠科技 covers aviation power systems, microwave power modules and special electromechanical products. The niche is narrow but qualification-heavy. triage 62.80; moat 73.00; technology 50.35; market 53.10; quality 83.16; governance 68.90.","Defense-aviation names should be judged by system role and qualification scarcity; not every aircraft-parts company qualifies, but OEMs and critical subsystems deserve a higher retention rate than ordinary manufacturing.",true,https://www.bse.cn/disclosure/announcement.html,2026-06-10T00:00:00+00:00
国防与装备-航空航天装备-航空装备,302132,中航成飞,borderline,watch,direct_watch,analyst_company_by_company_review,directly retained as a core military aircraft platform,"中航成飞 represents a scarce aircraft-platform capability inside the AVIC system; aircraft design, certification, program continuity and supply-chain orchestration cannot be replicated with capital alone.","Watch. 中航成飞: 中航成飞 represents a scarce aircraft-platform capability inside the AVIC system; aircraft design, certification, program continuity and supply-chain orchestration cannot be replicated with capital alone. triage 61.79; moat 57.00; technology 62.97; market 83.11; quality 48.06; governance 66.00.","Defense-aviation names should be judged by system role and qualification scarcity; not every aircraft-parts company qualifies, but OEMs and critical subsystems deserve a higher retention rate than ordinary manufacturing.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=302132,2026-06-10T00:00:00+00:00
国防与装备-航空航天装备-航空装备,688510,航亚科技,reject,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for aero-engine and gas-turbine precision parts,航亚科技 focuses on aero-engine and gas-turbine parts plus precision manufacturing. Engine-part qualification and process control are more defensible than ordinary machining.,Watch. 航亚科技: 航亚科技 focuses on aero-engine and gas-turbine parts plus precision manufacturing. Engine-part qualification and process control are more defensible than ordinary machining. triage 59.96; moat 50.23; technology 70.39; market 59.50; quality 58.84; governance 69.29.,"Defense-aviation names should be judged by system role and qualification scarcity; not every aircraft-parts company qualifies, but OEMs and critical subsystems deserve a higher retention rate than ordinary manufacturing.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=688510,2026-06-10T00:00:00+00:00
国防与装备-航空航天装备-航空装备,002389,航天彩虹,reject,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for military UAV and aerospace equipment capability,"航天彩虹 has unmanned-aircraft and aerospace equipment exposure. The UAV market is competitive, but military customer qualification and system know-how justify boundary retention.","Watch. 航天彩虹: 航天彩虹 has unmanned-aircraft and aerospace equipment exposure. The UAV market is competitive, but military customer qualification and system know-how justify boundary retention. triage 58.88; moat 56.77; technology 63.52; market 67.11; quality 49.03; governance 69.87.","Defense-aviation names should be judged by system role and qualification scarcity; not every aircraft-parts company qualifies, but OEMs and critical subsystems deserve a higher retention rate than ordinary manufacturing.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002389,2026-06-10T00:00:00+00:00
国防与装备-航空航天装备-航空装备,688237,超卓航科,reject,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for cold-spray repair and aerospace remanufacturing,"超卓航科 has cold-spray, additive repair and aerospace component remanufacturing capability. This is niche but technically differentiated versus ordinary parts.","Watch. 超卓航科: 超卓航科 has cold-spray, additive repair and aerospace component remanufacturing capability. This is niche but technically differentiated versus ordinary parts. triage 56.34; moat 51.29; technology 68.45; market 50.98; quality 47.23; governance 70.84.","Defense-aviation names should be judged by system role and qualification scarcity; not every aircraft-parts company qualifies, but OEMs and critical subsystems deserve a higher retention rate than ordinary manufacturing.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=688237,2026-06-10T00:00:00+00:00
国防与装备-航空航天装备-航空装备,600760,中航沈飞,reject,watch,direct_watch,analyst_company_by_company_review,directly retained as a fighter-aircraft platform,"中航沈飞 is a core military aircraft OEM. Platform know-how, model iteration, supplier coordination and military qualification create one of the strongest moats in A-share aviation.","Watch. 中航沈飞: 中航沈飞 is a core military aircraft OEM. Platform know-how, model iteration, supplier coordination and military qualification create one of the strongest moats in A-share aviation. triage 56.31; moat 51.68; technology 52.61; market 74.60; quality 50.45; governance 65.97.","Defense-aviation names should be judged by system role and qualification scarcity; not every aircraft-parts company qualifies, but OEMs and critical subsystems deserve a higher retention rate than ordinary manufacturing.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600760,2026-06-10T00:00:00+00:00
国防与装备-航空航天装备-航空装备,600862,中航高科,reject,watch,direct_watch,analyst_company_by_company_review,directly retained for aviation composites and high-performance materials,中航高科 has aviation composite-material and aircraft-parts capability within the AVIC ecosystem; material qualification and program embedding create barriers.,Watch. 中航高科: 中航高科 has aviation composite-material and aircraft-parts capability within the AVIC ecosystem; material qualification and program embedding create barriers. triage 55.95; moat 46.42; technology 54.23; market 66.73; quality 59.68; governance 70.23.,"Defense-aviation names should be judged by system role and qualification scarcity; not every aircraft-parts company qualifies, but OEMs and critical subsystems deserve a higher retention rate than ordinary manufacturing.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600862,2026-06-10T00:00:00+00:00
国防与装备-航空航天装备-航空装备,600372,中航机载,reject,watch,direct_watch,analyst_company_by_company_review,directly retained as a core airborne avionics and flight-control platform,"中航机载 covers avionics, flight-control, electromechanical and engine-related electronic systems. Safety-critical embedded systems and installed programs create durable barriers.","Watch. 中航机载: 中航机载 covers avionics, flight-control, electromechanical and engine-related electronic systems. Safety-critical embedded systems and installed programs create durable barriers. triage 55.59; moat 47.71; technology 57.71; market 70.73; quality 53.10; governance 66.74.","Defense-aviation names should be judged by system role and qualification scarcity; not every aircraft-parts company qualifies, but OEMs and critical subsystems deserve a higher retention rate than ordinary manufacturing.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600372,2026-06-10T00:00:00+00:00
国防与装备-航空航天装备-航空装备,600765,中航重机,reject,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for aviation forgings and hydraulic systems,"中航重机 has aviation forgings, castings, hydraulic and heat-exchanger products. It is a critical supplier but less platform-like than OEM and avionics leaders.","Watch. 中航重机: 中航重机 has aviation forgings, castings, hydraulic and heat-exchanger products. It is a critical supplier but less platform-like than OEM and avionics leaders. triage 55.20; moat 50.39; technology 54.81; market 68.66; quality 52.52; governance 67.13.","Defense-aviation names should be judged by system role and qualification scarcity; not every aircraft-parts company qualifies, but OEMs and critical subsystems deserve a higher retention rate than ordinary manufacturing.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600765,2026-06-10T00:00:00+00:00
国防与装备-航空航天装备-航空装备,605123,派克新材,reject,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for aviation and power-equipment forgings,"派克新材 supplies forged rings and special forgings for aviation, aerospace and power equipment. Qualification and process control justify retention, but it remains a supplier.","Watch. 派克新材: 派克新材 supplies forged rings and special forgings for aviation, aerospace and power equipment. Qualification and process control justify retention, but it remains a supplier. triage 54.87; moat 49.10; technology 54.87; market 63.89; quality 50.71; governance 67.52.","Defense-aviation names should be judged by system role and qualification scarcity; not every aircraft-parts company qualifies, but OEMs and critical subsystems deserve a higher retention rate than ordinary manufacturing.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=605123,2026-06-10T00:00:00+00:00
