peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
纺织服装-纺织-其他纺织,603238,诺邦股份,boundary_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for spunlace nonwoven healthcare and cleaning materials,诺邦股份在水刺非织造材料、医疗/清洁/美容材料和专利积累上有技术与客户壁垒，强于普通纺织产能。,Watch. 诺邦股份: 诺邦股份在水刺非织造材料、医疗/清洁/美容材料和专利积累上有技术与客户壁垒，强于普通纺织产能。 triage 63.37; moat 59.55; technology 67.67; market 80.05; quality 50.36; governance 67.36.,Boundary retain technical nonwoven material companies when healthcare/customer qualification supports defensibility.,true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=603238;https://www.nbond.cn,2026-06-09T16:20:25+00:00
纺织服装-纺织-其他纺织,002516,旷达科技,boundary_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for automotive interior materials and RF-filter optionality,旷达科技交通工具内饰材料进入主流整车客户，并有射频滤波器等跨行业能力，虽然业务混合，仍有边界观察价值。,Watch. 旷达科技: 旷达科技交通工具内饰材料进入主流整车客户，并有射频滤波器等跨行业能力，虽然业务混合，仍有边界观察价值。 triage 62.59; moat 58.64; technology 64.81; market 78.59; quality 55.82; governance 69.55.,Boundary retain textile companies when automotive qualification or cross-industry technology creates a separate thesis.,true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002516;https://www.kuangdacn.com,2026-06-09T16:20:25+00:00
纺织服装-纺织-其他纺织,001390,古麒绒材,boundary_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for high-grade down standards and testing capability,古麒绒材聚焦高规格羽绒，参与国家标准制定并拥有 CNAS 检测能力，质量体系和标准影响力形成细分壁垒。,Watch. 古麒绒材: 古麒绒材聚焦高规格羽绒，参与国家标准制定并拥有 CNAS 检测能力，质量体系和标准影响力形成细分壁垒。 triage 61.21; moat 57.55; technology 65.29; market 66.59; quality 61.36; governance 68.73.,"Boundary retain textile raw-material companies when standards, testing, and quality control create category credibility.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=001390;https://www.guqiyr.com,2026-06-09T16:20:25+00:00
纺织服装-纺织-其他纺织,002144,宏达高科,reject,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for automotive interior fabrics and medical-device optionality,宏达高科汽车内饰面料供应主流整车客户，且有医疗器械业务，细分客户资格和跨行业资产使其强于普通纺织。,Watch. 宏达高科: 宏达高科汽车内饰面料供应主流整车客户，且有医疗器械业务，细分客户资格和跨行业资产使其强于普通纺织。 triage 57.36; moat 50.91; technology 71.00; market 49.32; quality 55.00; governance 72.00.,Boundary retain automotive textile suppliers when OEM qualification and cross-industry capability are visible.,true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002144;https://www.zjhongda.com.cn,2026-06-09T16:20:25+00:00
纺织服装-纺织-其他纺织,300577,开润股份,reject,watch,boundary_judged_watch,analyst_company_by_company_review,"boundary case retained for luggage product design, ODM, and own-brand workflow",开润股份有箱包 ODM、品牌经营和全球化产品开发能力，但消费品竞争强，只作为边界关注。,Watch. 开润股份: 开润股份有箱包 ODM、品牌经营和全球化产品开发能力，但消费品竞争强，只作为边界关注。 triage 56.40; moat 52.00; technology 51.43; market 75.50; quality 54.36; governance 65.55.,"Boundary retain textile-consumer product platforms when design, ODM workflow, and brand operation exceed ordinary manufacturing.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300577;https://www.korrun.com,2026-06-09T16:20:25+00:00
纺织服装-纺织-其他纺织,001312,福恩股份,reject,reject_for_now,,analyst_company_by_company_review,rejected because ordinary textile or OEM capacity lacks durable pricing power,福恩股份主要是普通纺织、印染、面料、OEM、家居布艺、户外用品或弱品牌，技术和品牌壁垒不足以抵御新增产能与价格竞争。,Reject for now. 福恩股份: 福恩股份主要是普通纺织、印染、面料、OEM、家居布艺、户外用品或弱品牌，技术和品牌壁垒不足以抵御新增产能与价格竞争。 triage 55.93; moat 46.73; technology 56.14; market 68.59; quality 55.82; governance 67.45.,"Reject textile manufacturers unless technical materials, standards, safety certification, or category control are visible.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=001312;https://www.fuen.com,2026-06-09T16:20:25+00:00
纺织服装-纺织-其他纺织,603130,云中马,reject,reject_for_now,,analyst_company_by_company_review,rejected because ordinary textile or OEM capacity lacks durable pricing power,云中马主要是普通纺织、印染、面料、OEM、家居布艺、户外用品或弱品牌，技术和品牌壁垒不足以抵御新增产能与价格竞争。,Reject for now. 云中马: 云中马主要是普通纺织、印染、面料、OEM、家居布艺、户外用品或弱品牌，技术和品牌壁垒不足以抵御新增产能与价格竞争。 triage 54.54; moat 51.09; technology 53.95; market 68.59; quality 43.09; governance 66.64.,"Reject textile manufacturers unless technical materials, standards, safety certification, or category control are visible.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=603130;https://www.yzmgf.com,2026-06-09T16:20:25+00:00
纺织服装-纺织-其他纺织,300952,恒辉安防,reject,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for technical safety-protection products,恒辉安防覆盖手部和全身特种防护用品、原材料和智慧服务，PPE 认证与安全场景强于普通纺织品。,Watch. 恒辉安防: 恒辉安防覆盖手部和全身特种防护用品、原材料和智慧服务，PPE 认证与安全场景强于普通纺织品。 triage 54.01; moat 44.91; technology 59.52; market 59.14; quality 52.18; governance 67.18.,Boundary retain protective textile companies when safety certification and product function create barriers.,true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300952;https://www.hanvosafety.com,2026-06-09T16:20:25+00:00
纺织服装-纺织-其他纺织,301276,嘉曼服饰,reject,reject_for_now,,analyst_company_by_company_review,rejected because ordinary textile or OEM capacity lacks durable pricing power,嘉曼服饰主要是普通纺织、印染、面料、OEM、家居布艺、户外用品或弱品牌，技术和品牌壁垒不足以抵御新增产能与价格竞争。,Reject for now. 嘉曼服饰: 嘉曼服饰主要是普通纺织、印染、面料、OEM、家居布艺、户外用品或弱品牌，技术和品牌壁垒不足以抵御新增产能与价格竞争。 triage 53.57; moat 47.45; technology 55.00; market 58.95; quality 60.82; governance 68.27.,"Reject textile manufacturers unless technical materials, standards, safety certification, or category control are visible.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=301276;https://www.jmdress.com,2026-06-09T16:20:25+00:00
纺织服装-纺织-其他纺织,605155,西大门,reject,reject_for_now,,analyst_company_by_company_review,rejected because ordinary textile or OEM capacity lacks durable pricing power,西大门主要是普通纺织、印染、面料、OEM、家居布艺、户外用品或弱品牌，技术和品牌壁垒不足以抵御新增产能与价格竞争。,Reject for now. 西大门: 西大门主要是普通纺织、印染、面料、OEM、家居布艺、户外用品或弱品牌，技术和品牌壁垒不足以抵御新增产能与价格竞争。 triage 53.47; moat 42.64; technology 54.24; market 54.95; quality 63.27; governance 70.73.,"Reject textile manufacturers unless technical materials, standards, safety certification, or category control are visible.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=605155;https://www.xidamen.com,2026-06-09T16:20:25+00:00
