peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
国防与装备-航空航天装备-航天装备,300101,振芯科技,reject,watch,boundary_judged_watch,analyst_company_by_company_review,"retained for BeiDou, IC and microwave-component niche where defense/customer qualification matters, but it is not a platform leader","retained for BeiDou, IC and microwave-component niche where defense/customer qualification matters, but it is not a platform leader","Watch. 振芯科技: retained for BeiDou, IC and microwave-component niche where defense/customer qualification matters, but it is not a platform leader. triage 59.92; moat 55.00; technology 70.67; market 53.70; quality 71.07; governance 67.80.","Space and aerospace-equipment screening must override weak current-profit or first-pass scores when the company controls scarce platform, engine, satellite, or qualified subsystem capability; ordinary project electronics and ST duplicates can still be rejected.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300101;https://www.corpro.cn,2026-06-10T00:00:00+00:00
国防与装备-航空航天装备-航天装备,002625,光启技术,reject,watch,direct_watch,analyst_company_by_company_review,retained as a differentiated metamaterial and intelligent-structure platform with aerospace/defense applications,retained as a differentiated metamaterial and intelligent-structure platform with aerospace/defense applications,Watch. 光启技术: retained as a differentiated metamaterial and intelligent-structure platform with aerospace/defense applications. triage 55.68; moat 45.00; technology 53.67; market 64.30; quality 65.27; governance 70.20.,"Space and aerospace-equipment screening must override weak current-profit or first-pass scores when the company controls scarce platform, engine, satellite, or qualified subsystem capability; ordinary project electronics and ST duplicates can still be rejected.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002625;https://www.kc-t.cn,2026-06-10T00:00:00+00:00
国防与装备-航空航天装备-航天装备,688563,航材股份,reject,watch,boundary_judged_watch,analyst_company_by_company_review,"retained for aerospace materials across titanium castings, superalloy master alloys, transparent components and aviation rubber/sealants","retained for aerospace materials across titanium castings, superalloy master alloys, transparent components and aviation rubber/sealants","Watch. 航材股份: retained for aerospace materials across titanium castings, superalloy master alloys, transparent components and aviation rubber/sealants. triage 54.71; moat 48.67; technology 53.33; market 64.57; quality 56.87; governance 70.60.","Space and aerospace-equipment screening must override weak current-profit or first-pass scores when the company controls scarce platform, engine, satellite, or qualified subsystem capability; ordinary project electronics and ST duplicates can still be rejected.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=688563;https://baimtec.aecc.cn,2026-06-10T00:00:00+00:00
国防与装备-航空航天装备-航天装备,600879,航天电子,reject,watch,direct_watch,analyst_company_by_company_review,retained as a core aerospace-electronics and satellite-navigation platform tied to rocket control and space systems,retained as a core aerospace-electronics and satellite-navigation platform tied to rocket control and space systems,Watch. 航天电子: retained as a core aerospace-electronics and satellite-navigation platform tied to rocket control and space systems. triage 54.03; moat 48.33; technology 54.33; market 71.23; quality 47.67; governance 66.20.,"Space and aerospace-equipment screening must override weak current-profit or first-pass scores when the company controls scarce platform, engine, satellite, or qualified subsystem capability; ordinary project electronics and ST duplicates can still be rejected.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600879;https://www.catec-ltd.cn,2026-06-10T00:00:00+00:00
国防与装备-航空航天装备-航天装备,600118,中国卫星,reject,watch,direct_watch,analyst_company_by_company_review,"retained as a scarce listed satellite design, manufacturing and space-application platform","retained as a scarce listed satellite design, manufacturing and space-application platform","Watch. 中国卫星: retained as a scarce listed satellite design, manufacturing and space-application platform. triage 53.28; moat 50.67; technology 52.33; market 64.57; quality 44.53; governance 67.40.","Space and aerospace-equipment screening must override weak current-profit or first-pass scores when the company controls scarce platform, engine, satellite, or qualified subsystem capability; ordinary project electronics and ST duplicates can still be rejected.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600118;https://www.spacesat.com.cn,2026-06-10T00:00:00+00:00
国防与装备-航空航天装备-航天装备,600391,航发科技,reject,watch,boundary_judged_watch,analyst_company_by_company_review,"retained for aero-engine parts, repair and gas-turbine manufacturing qualification, but below the engine platform leader","retained for aero-engine parts, repair and gas-turbine manufacturing qualification, but below the engine platform leader","Watch. 航发科技: retained for aero-engine parts, repair and gas-turbine manufacturing qualification, but below the engine platform leader. triage 53.09; moat 47.00; technology 51.00; market 64.30; quality 49.80; governance 65.00.","Space and aerospace-equipment screening must override weak current-profit or first-pass scores when the company controls scarce platform, engine, satellite, or qualified subsystem capability; ordinary project electronics and ST duplicates can still be rejected.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600391;https://ast.aecc.cn,2026-06-10T00:00:00+00:00
国防与装备-航空航天装备-航天装备,688297,中无人机,reject,watch,boundary_judged_watch,analyst_company_by_company_review,retained for military UAV-system platform capability and aerospace-vehicle design/production qualification,retained for military UAV-system platform capability and aerospace-vehicle design/production qualification,Watch. 中无人机: retained for military UAV-system platform capability and aerospace-vehicle design/production qualification. triage 52.46; moat 46.33; technology 52.67; market 64.83; quality 51.33; governance 67.00.,"Space and aerospace-equipment screening must override weak current-profit or first-pass scores when the company controls scarce platform, engine, satellite, or qualified subsystem capability; ordinary project electronics and ST duplicates can still be rejected.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=688297;https://www.avicuas.com,2026-06-10T00:00:00+00:00
国防与装备-航空航天装备-航天装备,688523,航天环宇,reject,watch,boundary_judged_watch,analyst_company_by_company_review,"retained for microwave communication, radar, composite and precision aerospace-equipment niche capability","retained for microwave communication, radar, composite and precision aerospace-equipment niche capability","Watch. 航天环宇: retained for microwave communication, radar, composite and precision aerospace-equipment niche capability. triage 52.45; moat 41.00; technology 61.33; market 46.70; quality 55.93; governance 69.00.","Space and aerospace-equipment screening must override weak current-profit or first-pass scores when the company controls scarce platform, engine, satellite, or qualified subsystem capability; ordinary project electronics and ST duplicates can still be rejected.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=688523;https://www.hthykj.com,2026-06-10T00:00:00+00:00
国防与装备-航空航天装备-航天装备,002413,雷科防务,reject,reject,,analyst_company_by_company_review,rejected because radar and measurement exposure is broad and less differentiated than retained defense-electronics and aerospace subsystem peers,rejected because radar and measurement exposure is broad and less differentiated than retained defense-electronics and aerospace subsystem peers,Reject. 雷科防务: rejected because radar and measurement exposure is broad and less differentiated than retained defense-electronics and aerospace subsystem peers. triage 52.37; moat 44.33; technology 59.00; market 52.83; quality 53.33; governance 68.20.,"Space and aerospace-equipment screening must override weak current-profit or first-pass scores when the company controls scarce platform, engine, satellite, or qualified subsystem capability; ordinary project electronics and ST duplicates can still be rejected.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002413;https://www.racodf.com,2026-06-10T00:00:00+00:00
国防与装备-航空航天装备-航天装备,300722,新余国科,reject,watch,boundary_judged_watch,analyst_company_by_company_review,"retained for meteorological, radar and special aerospace/rocket-related equipment niche qualification","retained for meteorological, radar and special aerospace/rocket-related equipment niche qualification","Watch. 新余国科: retained for meteorological, radar and special aerospace/rocket-related equipment niche qualification. triage 52.15; moat 40.33; technology 57.33; market 47.23; quality 59.73; governance 69.40.","Space and aerospace-equipment screening must override weak current-profit or first-pass scores when the company controls scarce platform, engine, satellite, or qualified subsystem capability; ordinary project electronics and ST duplicates can still be rejected.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300722;https://www.jx9394.com,2026-06-10T00:00:00+00:00
