peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
基础化工-化学原料-氯碱,601216,君正集团,borderline,watch,boundary_judged_watch,analyst_company_by_company_review,boundary watch for integrated coal-power-chlor-alkali platform,"君正集团 is retained as a boundary integrated energy-chemical platform. Coal/power/chlor-alkali integration and regional energy-cost position make it more defensible than ordinary PVC or caustic soda capacity, but commodity spread risk keeps it boundary.","Watch. 君正集团: 君正集团 is retained as a boundary integrated energy-chemical platform. Coal/power/chlor-alkali integration and regional energy-cost position make it more defensible than ordinary PVC or caustic soda capacity, but commodity spread risk keeps it boundary. triage 61.93; moat 58.18; technology 61.64; market 78.41; quality 64.55; governance 71.45.",Chlor-alkali groups should retain only integrated low-cost energy-chemical platforms and reject ordinary commodity capacity.,true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=601216,2026-06-10T00:00:00+00:00
基础化工-化学原料-氯碱,000422,湖北宜化,reject,reject_for_now,,analyst_company_by_company_review,rejected because chlor-alkali exposure lacks enough integrated cost moat,"湖北宜化: The company has PVC, caustic soda, chlor-alkali, or commodity chemical exposure, but the evidence does not show low-cost energy/resource integration or circular-economy advantage strong enough versus retained integrated platforms.","Reject for now. 湖北宜化: 湖北宜化: The company has PVC, caustic soda, chlor-alkali, or commodity chemical exposure, but the evidence does not show low-cost energy/resource integration or circular-economy advantage strong enough versus retained integrated platforms. triage 53.91; moat 51.09; technology 49.36; market 70.77; quality 60.91; governance 65.00.",Chlor-alkali groups should retain only integrated low-cost energy-chemical platforms and reject ordinary commodity capacity.,true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000422,2026-06-10T00:00:00+00:00
基础化工-化学原料-氯碱,600618,氯碱化工,reject,reject_for_now,,analyst_company_by_company_review,rejected because chlor-alkali exposure lacks enough integrated cost moat,"氯碱化工: The company has PVC, caustic soda, chlor-alkali, or commodity chemical exposure, but the evidence does not show low-cost energy/resource integration or circular-economy advantage strong enough versus retained integrated platforms.","Reject for now. 氯碱化工: 氯碱化工: The company has PVC, caustic soda, chlor-alkali, or commodity chemical exposure, but the evidence does not show low-cost energy/resource integration or circular-economy advantage strong enough versus retained integrated platforms. triage 51.77; moat 46.55; technology 50.27; market 59.14; quality 59.09; governance 69.36.",Chlor-alkali groups should retain only integrated low-cost energy-chemical platforms and reject ordinary commodity capacity.,true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600618,2026-06-10T00:00:00+00:00
基础化工-化学原料-氯碱,002092,中泰化学,reject,reject_for_now,,analyst_company_by_company_review,rejected because chlor-alkali exposure lacks enough integrated cost moat,"中泰化学: The company has PVC, caustic soda, chlor-alkali, or commodity chemical exposure, but the evidence does not show low-cost energy/resource integration or circular-economy advantage strong enough versus retained integrated platforms.","Reject for now. 中泰化学: 中泰化学: The company has PVC, caustic soda, chlor-alkali, or commodity chemical exposure, but the evidence does not show low-cost energy/resource integration or circular-economy advantage strong enough versus retained integrated platforms. triage 51.25; moat 52.00; technology 45.55; market 65.68; quality 55.45; governance 65.55.",Chlor-alkali groups should retain only integrated low-cost energy-chemical platforms and reject ordinary commodity capacity.,true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002092,2026-06-10T00:00:00+00:00
基础化工-化学原料-氯碱,600075,新疆天业,reject,reject_for_now,,analyst_company_by_company_review,rejected because chlor-alkali exposure lacks enough integrated cost moat,"新疆天业: The company has PVC, caustic soda, chlor-alkali, or commodity chemical exposure, but the evidence does not show low-cost energy/resource integration or circular-economy advantage strong enough versus retained integrated platforms.","Reject for now. 新疆天业: 新疆天业: The company has PVC, caustic soda, chlor-alkali, or commodity chemical exposure, but the evidence does not show low-cost energy/resource integration or circular-economy advantage strong enough versus retained integrated platforms. triage 50.49; moat 45.36; technology 56.09; market 58.77; quality 50.55; governance 66.64.",Chlor-alkali groups should retain only integrated low-cost energy-chemical platforms and reject ordinary commodity capacity.,true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600075,2026-06-10T00:00:00+00:00
基础化工-化学原料-氯碱,002386,天原股份,reject,reject_for_now,,analyst_company_by_company_review,rejected because chlor-alkali exposure lacks enough integrated cost moat,"天原股份: The company has PVC, caustic soda, chlor-alkali, or commodity chemical exposure, but the evidence does not show low-cost energy/resource integration or circular-economy advantage strong enough versus retained integrated platforms.","Reject for now. 天原股份: 天原股份: The company has PVC, caustic soda, chlor-alkali, or commodity chemical exposure, but the evidence does not show low-cost energy/resource integration or circular-economy advantage strong enough versus retained integrated platforms. triage 49.52; moat 49.27; technology 47.73; market 63.50; quality 42.73; governance 66.09.",Chlor-alkali groups should retain only integrated low-cost energy-chemical platforms and reject ordinary commodity capacity.,true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002386,2026-06-10T00:00:00+00:00
基础化工-化学原料-氯碱,601568,北元集团,reject,reject_for_now,,analyst_company_by_company_review,rejected because chlor-alkali exposure lacks enough integrated cost moat,"北元集团: The company has PVC, caustic soda, chlor-alkali, or commodity chemical exposure, but the evidence does not show low-cost energy/resource integration or circular-economy advantage strong enough versus retained integrated platforms.","Reject for now. 北元集团: 北元集团: The company has PVC, caustic soda, chlor-alkali, or commodity chemical exposure, but the evidence does not show low-cost energy/resource integration or circular-economy advantage strong enough versus retained integrated platforms. triage 48.92; moat 44.45; technology 46.82; market 59.50; quality 50.73; governance 71.00.",Chlor-alkali groups should retain only integrated low-cost energy-chemical platforms and reject ordinary commodity capacity.,true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=601568,2026-06-10T00:00:00+00:00
基础化工-化学原料-氯碱,603213,镇洋发展,reject,reject_for_now,,analyst_company_by_company_review,rejected because chlor-alkali exposure lacks enough integrated cost moat,"镇洋发展: The company has PVC, caustic soda, chlor-alkali, or commodity chemical exposure, but the evidence does not show low-cost energy/resource integration or circular-economy advantage strong enough versus retained integrated platforms.","Reject for now. 镇洋发展: 镇洋发展: The company has PVC, caustic soda, chlor-alkali, or commodity chemical exposure, but the evidence does not show low-cost energy/resource integration or circular-economy advantage strong enough versus retained integrated platforms. triage 47.56; moat 40.82; technology 52.45; market 47.14; quality 47.27; governance 68.82.",Chlor-alkali groups should retain only integrated low-cost energy-chemical platforms and reject ordinary commodity capacity.,true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=603213,2026-06-10T00:00:00+00:00
基础化工-化学原料-氯碱,600935,华塑股份,reject,reject_for_now,,analyst_company_by_company_review,rejected because chlor-alkali exposure lacks enough integrated cost moat,"华塑股份: The company has PVC, caustic soda, chlor-alkali, or commodity chemical exposure, but the evidence does not show low-cost energy/resource integration or circular-economy advantage strong enough versus retained integrated platforms.","Reject for now. 华塑股份: 华塑股份: The company has PVC, caustic soda, chlor-alkali, or commodity chemical exposure, but the evidence does not show low-cost energy/resource integration or circular-economy advantage strong enough versus retained integrated platforms. triage 46.59; moat 42.64; technology 49.18; market 50.05; quality 46.00; governance 69.91.",Chlor-alkali groups should retain only integrated low-cost energy-chemical platforms and reject ordinary commodity capacity.,true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600935,2026-06-10T00:00:00+00:00
基础化工-化学原料-氯碱,000510,新金路,reject,reject_for_now,,analyst_company_by_company_review,rejected because chlor-alkali exposure lacks enough integrated cost moat,"新金路: The company has PVC, caustic soda, chlor-alkali, or commodity chemical exposure, but the evidence does not show low-cost energy/resource integration or circular-economy advantage strong enough versus retained integrated platforms.","Reject for now. 新金路: 新金路: The company has PVC, caustic soda, chlor-alkali, or commodity chemical exposure, but the evidence does not show low-cost energy/resource integration or circular-economy advantage strong enough versus retained integrated platforms. triage 42.43; moat 39.00; technology 47.91; market 38.77; quality 40.91; governance 67.18.",Chlor-alkali groups should retain only integrated low-cost energy-chemical platforms and reject ordinary commodity capacity.,true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000510,2026-06-10T00:00:00+00:00
