peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
家电-小家电-小家电,603355,莱克电气,borderline,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for cleaning appliance and motor engineering capability,"莱克电气 has cleaning-appliance, high-speed motor, export/customer and manufacturing capability that is more technical than ordinary small appliances, though category competition keeps it boundary.","Watch. 莱克电气: 莱克电气 has cleaning-appliance, high-speed motor, export/customer and manufacturing capability that is more technical than ordinary small appliances, though category competition keeps it boundary. triage 63.47; moat 58.75; technology 68.50; market 78.50; quality 51.83; governance 66.25.","Small-appliance watchlist inclusion should be selective: keep durable category brands and engineering niches, reject trend products and ordinary ODM capacity.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=603355,2026-06-10T00:00:00+00:00
家电-小家电-小家电,002959,小熊电器,borderline,reject_for_now,,analyst_company_by_company_review,rejected because creative small-appliance brand is trend-sensitive,"小熊电器 has online brand recognition, but the category is trend-driven and easier for larger appliance or platform brands to copy than the retained category leaders.","Reject for now. 小熊电器: 小熊电器 has online brand recognition, but the category is trend-driven and easier for larger appliance or platform brands to copy than the retained category leaders. triage 61.91; moat 57.08; technology 64.00; market 72.83; quality 59.50; governance 68.50.","Small-appliance watchlist inclusion should be selective: keep durable category brands and engineering niches, reject trend products and ordinary ODM capacity.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002959,2026-06-10T00:00:00+00:00
家电-小家电-小家电,002614,奥佳华,reject,reject_for_now,,analyst_company_by_company_review,rejected because small-appliance product and channel advantages are too replicable,"奥佳华: The company has small-appliance, kitchen-appliance, ODM, personal-care, massage, or related consumer hardware exposure, but the evidence does not show a durable category-leading brand, service network, or core technology stronger than retained peers.","Reject for now. 奥佳华: 奥佳华: The company has small-appliance, kitchen-appliance, ODM, personal-care, massage, or related consumer hardware exposure, but the evidence does not show a durable category-leading brand, service network, or core technology stronger than retained peers. triage 58.40; moat 53.67; technology 65.25; market 65.67; quality 51.92; governance 69.50.","Small-appliance watchlist inclusion should be selective: keep durable category brands and engineering niches, reject trend products and ordinary ODM capacity.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002614,2026-06-10T00:00:00+00:00
家电-小家电-小家电,002508,老板电器,reject,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for kitchen-appliance brand and service-channel strength,老板电器 has a durable domestic kitchen-appliance brand and channel/service position in range hoods and integrated kitchen products; housing-cycle exposure keeps it boundary.,Watch. 老板电器: 老板电器 has a durable domestic kitchen-appliance brand and channel/service position in range hoods and integrated kitchen products; housing-cycle exposure keeps it boundary. triage 56.67; moat 48.17; technology 52.75; market 72.67; quality 60.42; governance 69.25.,"Small-appliance watchlist inclusion should be selective: keep durable category brands and engineering niches, reject trend products and ordinary ODM capacity.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002508,2026-06-10T00:00:00+00:00
家电-小家电-小家电,002032,苏 泊 尔,reject,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for cookware and kitchen-appliance brand ecosystem,"苏泊尔 has cookware and kitchen small-appliance brand strength, broad channels and SEB ecosystem support; products are still consumer hardware, so it is retained as boundary rather than high-tech direct watch.","Watch. 苏 泊 尔: 苏泊尔 has cookware and kitchen small-appliance brand strength, broad channels and SEB ecosystem support; products are still consumer hardware, so it is retained as boundary rather than high-tech direct watch. triage 56.54; moat 52.00; technology 49.42; market 75.50; quality 53.17; governance 66.75.","Small-appliance watchlist inclusion should be selective: keep durable category brands and engineering niches, reject trend products and ordinary ODM capacity.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002032,2026-06-10T00:00:00+00:00
家电-小家电-小家电,688793,倍轻松,reject,reject_for_now,,analyst_company_by_company_review,rejected because small-appliance product and channel advantages are too replicable,"倍轻松: The company has small-appliance, kitchen-appliance, ODM, personal-care, massage, or related consumer hardware exposure, but the evidence does not show a durable category-leading brand, service network, or core technology stronger than retained peers.","Reject for now. 倍轻松: 倍轻松: The company has small-appliance, kitchen-appliance, ODM, personal-care, massage, or related consumer hardware exposure, but the evidence does not show a durable category-leading brand, service network, or core technology stronger than retained peers. triage 56.00; moat 52.08; technology 69.58; market 50.83; quality 52.58; governance 67.25.","Small-appliance watchlist inclusion should be selective: keep durable category brands and engineering niches, reject trend products and ordinary ODM capacity.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=688793,2026-06-10T00:00:00+00:00
家电-小家电-小家电,002705,新宝股份,reject,reject_for_now,,analyst_company_by_company_review,rejected because ODM scale is not enough without category control,"新宝股份 is a major small-appliance ODM/export platform, but the moat is more manufacturing scale and customer orders than a durable own-brand or core-technology position.","Reject for now. 新宝股份: 新宝股份 is a major small-appliance ODM/export platform, but the moat is more manufacturing scale and customer orders than a durable own-brand or core-technology position. triage 55.38; moat 48.58; technology 51.92; market 73.33; quality 48.75; governance 68.25.","Small-appliance watchlist inclusion should be selective: keep durable category brands and engineering niches, reject trend products and ordinary ODM capacity.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002705,2026-06-10T00:00:00+00:00
家电-小家电-小家电,002035,华帝股份,reject,reject_for_now,,analyst_company_by_company_review,rejected because small-appliance product and channel advantages are too replicable,"华帝股份: The company has small-appliance, kitchen-appliance, ODM, personal-care, massage, or related consumer hardware exposure, but the evidence does not show a durable category-leading brand, service network, or core technology stronger than retained peers.","Reject for now. 华帝股份: 华帝股份: The company has small-appliance, kitchen-appliance, ODM, personal-care, massage, or related consumer hardware exposure, but the evidence does not show a durable category-leading brand, service network, or core technology stronger than retained peers. triage 55.08; moat 46.50; technology 56.42; market 65.50; quality 56.17; governance 67.75.","Small-appliance watchlist inclusion should be selective: keep durable category brands and engineering niches, reject trend products and ordinary ODM capacity.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002035,2026-06-10T00:00:00+00:00
家电-小家电-小家电,603868,飞科电器,reject,reject_for_now,,analyst_company_by_company_review,rejected because personal-care appliance brand lacks enough technology wall,"飞科电器 has a known personal-care appliance brand and good historical economics, but product technology is low and category competition can erode the moat.","Reject for now. 飞科电器: 飞科电器 has a known personal-care appliance brand and good historical economics, but product technology is low and category competition can erode the moat. triage 54.39; moat 44.83; technology 50.67; market 61.83; quality 62.42; governance 70.25.","Small-appliance watchlist inclusion should be selective: keep durable category brands and engineering niches, reject trend products and ordinary ODM capacity.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=603868,2026-06-10T00:00:00+00:00
家电-小家电-小家电,002543,万和电气,reject,reject_for_now,,analyst_company_by_company_review,rejected because small-appliance product and channel advantages are too replicable,"万和电气: The company has small-appliance, kitchen-appliance, ODM, personal-care, massage, or related consumer hardware exposure, but the evidence does not show a durable category-leading brand, service network, or core technology stronger than retained peers.","Reject for now. 万和电气: 万和电气: The company has small-appliance, kitchen-appliance, ODM, personal-care, massage, or related consumer hardware exposure, but the evidence does not show a durable category-leading brand, service network, or core technology stronger than retained peers. triage 54.17; moat 46.92; technology 56.83; market 66.17; quality 48.17; governance 68.75.","Small-appliance watchlist inclusion should be selective: keep durable category brands and engineering niches, reject trend products and ordinary ODM capacity.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002543,2026-06-10T00:00:00+00:00
