peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
机械设备-通用设备-机床设备,300503,昊志机电,advance_to_deep_review,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,"high-speed spindle and core functional-component supplier for CNC, robotics, and EV applications.","Retained after boundary review. 昊志机电: high-speed spindle and core functional-component supplier for CNC, robotics, and EV applications. triage 65.29; moat 62.32; technology 73.89; market 70.78; quality 64.47; governance 68.21.","Boundary-retain focused component, precision grinding, or machine-tool platforms when they have clear product specialization and customer validation.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300503;https://www.haozhihs.com,2026-06-09T15:04:31+00:00
机械设备-通用设备-机床设备,000837,秦川机床,borderline,watch,direct_watch,analyst_company_by_company_review,Direct watch after peer-group company review.,"machine-tool backbone and precision CNC/complex tool platform with reducers, gears, and national high-end equipment relevance.","Retained. 秦川机床: machine-tool backbone and precision CNC/complex tool platform with reducers, gears, and national high-end equipment relevance. triage 64.94; moat 66.00; technology 71.26; market 78.57; quality 47.84; governance 69.16.","Directly retain strategic industrial-mother-machine and CNC-control platforms with domestic substitution, high-end process, or core-control-system capability.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000837;https://www.qinchuan.com,2026-06-09T15:04:31+00:00
机械设备-通用设备-机床设备,300809,华辰装备,borderline,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,high-end precision grinding equipment and roll grinder specialist with single-champion evidence.,Retained after boundary review. 华辰装备: high-end precision grinding equipment and roll grinder specialist with single-champion evidence. triage 64.00; moat 57.58; technology 74.42; market 58.78; quality 66.79; governance 71.37.,"Boundary-retain focused component, precision grinding, or machine-tool platforms when they have clear product specialization and customer validation.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300809;https://www.hiecise.com,2026-06-09T15:04:31+00:00
机械设备-通用设备-机床设备,688558,国盛智科,borderline,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,machine-tool platform with Jiangsu industrial-mother-machine chain-owner status and CNC product breadth.,Retained after boundary review. 国盛智科: machine-tool platform with Jiangsu industrial-mother-machine chain-owner status and CNC product breadth. triage 63.69; moat 58.26; technology 70.21; market 68.46; quality 60.58; governance 71.05.,"Boundary-retain focused component, precision grinding, or machine-tool platforms when they have clear product specialization and customer validation.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=688558;https://www.ntgszk.com,2026-06-09T15:04:31+00:00
机械设备-通用设备-机床设备,000410,沈阳机床,borderline,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,historic national machine-tool platform under central SOE restructuring; watch for capability recovery but cap conviction for past weakness.,Retained after boundary review. 沈阳机床: historic national machine-tool platform under central SOE restructuring; watch for capability recovery but cap conviction for past weakness. triage 61.27; moat 62.47; technology 63.53; market 73.30; quality 44.79; governance 68.84.,"Boundary-retain focused component, precision grinding, or machine-tool platforms when they have clear product specialization and customer validation.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000410;https://www.smtcl.com,2026-06-09T15:04:31+00:00
机械设备-通用设备-机床设备,601882,海天精工,reject,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,"large CNC machine-tool producer with high-end equipment base and scale, retained below strategic control-system and five-axis leaders.","Retained after boundary review. 海天精工: large CNC machine-tool producer with high-end equipment base and scale, retained below strategic control-system and five-axis leaders. triage 58.29; moat 50.95; technology 57.11; market 73.30; quality 56.79; governance 68.47.","Boundary-retain focused component, precision grinding, or machine-tool platforms when they have clear product specialization and customer validation.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=601882;https://www.haitianprecision.com,2026-06-09T15:04:31+00:00
机械设备-通用设备-机床设备,301603,乔锋智能,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,"medium/high-end CNC machine-tool capability exists, but differentiation is weaker than retained machine-tool platforms.","Rejected for now. 乔锋智能: medium/high-end CNC machine-tool capability exists, but differentiation is weaker than retained machine-tool platforms. triage 57.81; moat 49.89; technology 57.58; market 69.72; quality 65.74; governance 69.11.",Reject generic machine-tool assemblers or weaker copies when a stronger retained platform covers the same equipment layer.,true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=301603;https://www.jirfine.com,2026-06-09T15:04:31+00:00
机械设备-通用设备-机床设备,688697,纽威数控,reject,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,CNC machine-tool platform with integrated precision manufacturing equipment and medium-high-end positioning.,Retained after boundary review. 纽威数控: CNC machine-tool platform with integrated precision manufacturing equipment and medium-high-end positioning. triage 56.94; moat 50.42; technology 57.16; market 70.57; quality 55.84; governance 66.58.,"Boundary-retain focused component, precision grinding, or machine-tool platforms when they have clear product specialization and customer validation.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=688697;https://www.newaycnc.com,2026-06-09T15:04:31+00:00
机械设备-通用设备-机床设备,002559,亚威股份,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,metal-forming machine-tool leadership is useful but not strong enough versus retained strategic CNC and machine-tool platforms.,Rejected for now. 亚威股份: metal-forming machine-tool leadership is useful but not strong enough versus retained strategic CNC and machine-tool platforms. triage 56.25; moat 52.37; technology 58.79; market 65.09; quality 52.68; governance 65.95.,Reject generic machine-tool assemblers or weaker copies when a stronger retained platform covers the same equipment layer.,true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002559;https://www.yawei.cc,2026-06-09T15:04:31+00:00
机械设备-通用设备-机床设备,300161,华中数控,reject,watch,direct_watch,analyst_company_by_company_review,Direct watch after peer-group company review.,"domestic CNC-control-system pioneer and industrial robot/intelligent-manufacturing platform, strategically important despite weaker current metrics.","Retained. 华中数控: domestic CNC-control-system pioneer and industrial robot/intelligent-manufacturing platform, strategically important despite weaker current metrics. triage 54.67; moat 50.79; technology 60.00; market 56.25; quality 54.68; governance 66.26.","Directly retain strategic industrial-mother-machine and CNC-control platforms with domestic substitution, high-end process, or core-control-system capability.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300161;https://www.huazhongcnc.com,2026-06-09T15:04:31+00:00
