peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
家电-白色家电-白色家电,002668,TCL智家,borderline,reject_for_now,,analyst_company_by_company_review,rejected because white-appliance position is weaker or duplicative,"TCL智家: The company has appliance, compressor, cold-chain, refrigerator, washing-machine, component, or related exposure, but its brand, channel, technology and ecosystem position are not strong enough compared with retained leaders.","Reject for now. TCL智家: TCL智家: The company has appliance, compressor, cold-chain, refrigerator, washing-machine, component, or related exposure, but its brand, channel, technology and ecosystem position are not strong enough compared with retained leaders. triage 62.14; moat 56.67; technology 66.29; market 71.50; quality 56.56; governance 67.33.",White-appliance review should retain the few global platforms with brand/service ecosystems and reject weaker followers even if their current profit looks acceptable.,true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002668,2026-06-10T00:00:00+00:00
家电-白色家电-白色家电,600619,海立股份,borderline,reject_for_now,,analyst_company_by_company_review,rejected because white-appliance position is weaker or duplicative,"海立股份: The company has appliance, compressor, cold-chain, refrigerator, washing-machine, component, or related exposure, but its brand, channel, technology and ecosystem position are not strong enough compared with retained leaders.","Reject for now. 海立股份: 海立股份: The company has appliance, compressor, cold-chain, refrigerator, washing-machine, component, or related exposure, but its brand, channel, technology and ecosystem position are not strong enough compared with retained leaders. triage 60.17; moat 57.22; technology 70.41; market 67.72; quality 46.22; governance 67.67.",White-appliance review should retain the few global platforms with brand/service ecosystems and reject weaker followers even if their current profit looks acceptable.,true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600619,2026-06-10T00:00:00+00:00
家电-白色家电-白色家电,600336,澳柯玛,reject,reject_for_now,,analyst_company_by_company_review,rejected because white-appliance position is weaker or duplicative,"澳柯玛: The company has appliance, compressor, cold-chain, refrigerator, washing-machine, component, or related exposure, but its brand, channel, technology and ecosystem position are not strong enough compared with retained leaders.","Reject for now. 澳柯玛: 澳柯玛: The company has appliance, compressor, cold-chain, refrigerator, washing-machine, component, or related exposure, but its brand, channel, technology and ecosystem position are not strong enough compared with retained leaders. triage 57.83; moat 59.11; technology 65.53; market 60.61; quality 40.00; governance 68.00.",White-appliance review should retain the few global platforms with brand/service ecosystems and reject weaker followers even if their current profit looks acceptable.,true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600336,2026-06-10T00:00:00+00:00
家电-白色家电-白色家电,000333,美的集团,reject,watch,direct_watch,analyst_company_by_company_review,directly retained as a global appliance and industrial-technology platform,"美的集团 has global appliance scale, HVAC/components, automation/industrial technology, R&D and channel/service depth. It is one of the clearest durable A-share consumer-industrial platforms.","Watch. 美的集团: 美的集团 has global appliance scale, HVAC/components, automation/industrial technology, R&D and channel/service depth. It is one of the clearest durable A-share consumer-industrial platforms. triage 57.62; moat 49.00; technology 56.06; market 75.50; quality 61.22; governance 67.67.",White-appliance review should retain the few global platforms with brand/service ecosystems and reject weaker followers even if their current profit looks acceptable.,true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000333,2026-06-10T00:00:00+00:00
家电-白色家电-白色家电,000651,格力电器,reject,watch,direct_watch,analyst_company_by_company_review,directly retained as a leading air-conditioning and HVAC platform,"格力电器 has deep air-conditioning/HVAC technology, brand trust, channel/service network and manufacturing depth. Growth is mature, but the category moat remains meaningful.","Watch. 格力电器: 格力电器 has deep air-conditioning/HVAC technology, brand trust, channel/service network and manufacturing depth. Growth is mature, but the category moat remains meaningful. triage 57.09; moat 47.89; technology 56.88; market 71.72; quality 59.89; governance 67.33.",White-appliance review should retain the few global platforms with brand/service ecosystems and reject weaker followers even if their current profit looks acceptable.,true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000651,2026-06-10T00:00:00+00:00
家电-白色家电-白色家电,600690,海尔智家,reject,watch,direct_watch,analyst_company_by_company_review,directly retained as a global smart-home appliance platform,"海尔智家 has global brand, premium overseas platforms, smart-home ecosystem and service network. The internationalized brand/channel base is not quickly replicated.","Watch. 海尔智家: 海尔智家 has global brand, premium overseas platforms, smart-home ecosystem and service network. The internationalized brand/channel base is not quickly replicated. triage 55.66; moat 48.44; technology 51.94; market 72.61; quality 59.11; governance 68.00.",White-appliance review should retain the few global platforms with brand/service ecosystems and reject weaker followers even if their current profit looks acceptable.,true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600690,2026-06-10T00:00:00+00:00
家电-白色家电-白色家电,000921,海信家电,reject,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for differentiated appliance and HVAC exposure,"海信家电 has white goods, HVAC and overseas brand/channel exposure. It is weaker than the top three platforms, but still has enough differentiated scale and technology for boundary observation.","Watch. 海信家电: 海信家电 has white goods, HVAC and overseas brand/channel exposure. It is weaker than the top three platforms, but still has enough differentiated scale and technology for boundary observation. triage 55.18; moat 47.33; technology 56.65; market 68.83; quality 50.22; governance 66.00.",White-appliance review should retain the few global platforms with brand/service ecosystems and reject weaker followers even if their current profit looks acceptable.,true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000921,2026-06-10T00:00:00+00:00
家电-白色家电-白色家电,920108,宏海科技,reject,reject_for_now,,analyst_company_by_company_review,rejected because white-appliance position is weaker or duplicative,"宏海科技: The company has appliance, compressor, cold-chain, refrigerator, washing-machine, component, or related exposure, but its brand, channel, technology and ecosystem position are not strong enough compared with retained leaders.","Reject for now. 宏海科技: 宏海科技: The company has appliance, compressor, cold-chain, refrigerator, washing-machine, component, or related exposure, but its brand, channel, technology and ecosystem position are not strong enough compared with retained leaders. triage 53.56; moat 46.11; technology 67.24; market 42.78; quality 54.00; governance 68.33.",White-appliance review should retain the few global platforms with brand/service ecosystems and reject weaker followers even if their current profit looks acceptable.,true,https://www.bse.cn/disclosure/announcement.html,2026-06-10T00:00:00+00:00
家电-白色家电-白色家电,603366,日出东方,reject,reject_for_now,,analyst_company_by_company_review,rejected because white-appliance position is weaker or duplicative,"日出东方: The company has appliance, compressor, cold-chain, refrigerator, washing-machine, component, or related exposure, but its brand, channel, technology and ecosystem position are not strong enough compared with retained leaders.","Reject for now. 日出东方: 日出东方: The company has appliance, compressor, cold-chain, refrigerator, washing-machine, component, or related exposure, but its brand, channel, technology and ecosystem position are not strong enough compared with retained leaders. triage 53.10; moat 44.00; technology 59.82; market 55.50; quality 53.78; governance 69.67.",White-appliance review should retain the few global platforms with brand/service ecosystems and reject weaker followers even if their current profit looks acceptable.,true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=603366,2026-06-10T00:00:00+00:00
家电-白色家电-白色家电,600854,春兰股份,reject,reject_for_now,,analyst_company_by_company_review,rejected because white-appliance position is weaker or duplicative,"春兰股份: The company has appliance, compressor, cold-chain, refrigerator, washing-machine, component, or related exposure, but its brand, channel, technology and ecosystem position are not strong enough compared with retained leaders.","Reject for now. 春兰股份: 春兰股份: The company has appliance, compressor, cold-chain, refrigerator, washing-machine, component, or related exposure, but its brand, channel, technology and ecosystem position are not strong enough compared with retained leaders. triage 52.60; moat 42.56; technology 51.59; market 41.72; quality 57.78; governance 71.00.",White-appliance review should retain the few global platforms with brand/service ecosystems and reject weaker followers even if their current profit looks acceptable.,true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600854,2026-06-10T00:00:00+00:00
