peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
基础化工-化学原料-其他化学原料,600989,宝丰能源,boundary_watch,watch,direct_watch,analyst_company_by_company_review,directly retained as an integrated low-cost coal-to-new-materials and green-hydrogen chemical platform,宝丰能源具备煤基化工一体化、成本和绿色氢氨/甲醇布局，虽然周期性强，但低成本和工艺集成使其区别于普通化工产能。,Watch. 宝丰能源: 宝丰能源具备煤基化工一体化、成本和绿色氢氨/甲醇布局，虽然周期性强，但低成本和工艺集成使其区别于普通化工产能。 triage 62.30; moat 59.79; technology 60.40; market 82.92; quality 65.25; governance 67.96.,"Retain integrated chemical platforms when cost position, process integration, and green-chemistry capability are company-specific.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600989;https://www.baofengenergy.com,2026-06-09T16:20:25+00:00
基础化工-化学原料-其他化学原料,603650,彤程新材,boundary_watch,watch,direct_watch,analyst_company_by_company_review,"directly retained as a rubber, electronic-material, and photoresist-related new-material platform",彤程新材从轮胎橡胶材料扩展至电子材料和生物降解材料，树脂/光刻胶等客户验证和材料研发形成平台壁垒。,Watch. 彤程新材: 彤程新材从轮胎橡胶材料扩展至电子材料和生物降解材料，树脂/光刻胶等客户验证和材料研发形成平台壁垒。 triage 62.09; moat 60.71; technology 66.79; market 76.59; quality 59.33; governance 67.47.,Retain chemical material platforms when rubber/electronic material capability and customer qualification are visible.,true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=603650;https://www.rachem.com,2026-06-09T16:20:25+00:00
基础化工-化学原料-其他化学原料,300586,美联新材,boundary_watch,reject_for_now,,analyst_company_by_company_review,rejected because color masterbatch and battery-separator exposure are weaker than retained specialty material peers,美联新材有色母粒、三聚氯氰和隔膜布局，但主业壁垒和差异化弱于已保留的电子化学品/特种材料平台。,Reject for now. 美联新材: 美联新材有色母粒、三聚氯氰和隔膜布局，但主业壁垒和差异化弱于已保留的电子化学品/特种材料平台。 triage 60.05; moat 55.42; technology 64.81; market 61.36; quality 42.67; governance 68.57.,"Reject commodity and weaker duplicate chemical-capacity cases unless process, purity, cost, or customer qualification is clearly superior.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300586;https://www.malion.cn,2026-06-09T16:20:25+00:00
基础化工-化学原料-其他化学原料,002469,三维化学,reject,reject_for_now,,analyst_company_by_company_review,rejected because the chemical business is mainly commodity capacity or a weaker duplicate niche,三维化学的业务更偏大宗化工、普通精细化学、区域工业气体、颜料/树脂/聚苯乙烯/钛白粉/甲醇等产能，或被更强材料平台覆盖，缺少足够难复制的纯度、工艺、客户认证或成本优势。,Reject for now. 三维化学: 三维化学的业务更偏大宗化工、普通精细化学、区域工业气体、颜料/树脂/聚苯乙烯/钛白粉/甲醇等产能，或被更强材料平台覆盖，缺少足够难复制的纯度、工艺、客户认证或成本优势。 triage 59.35; moat 56.88; technology 64.45; market 73.28; quality 52.88; governance 70.41.,"Reject commodity and weaker duplicate chemical-capacity cases unless process, purity, cost, or customer qualification is clearly superior.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002469;https://www.sdsunway.com.cn,2026-06-09T16:20:25+00:00
基础化工-化学原料-其他化学原料,688690,纳微科技,reject,watch,direct_watch,analyst_company_by_company_review,directly retained as a high-performance microsphere and chromatography-material platform,纳微科技掌握单分散微球、色谱填料和生物医药分离纯化材料，是少数能规模化制备高性能微球的平台。,Watch. 纳微科技: 纳微科技掌握单分散微球、色谱填料和生物医药分离纯化材料，是少数能规模化制备高性能微球的平台。 triage 58.88; moat 52.50; technology 68.00; market 60.30; quality 64.17; governance 71.27.,Retain chromatography and microsphere material platforms when precision process capability is hard to replicate.,true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=688690;https://www.nanomicro.com,2026-06-09T16:20:25+00:00
基础化工-化学原料-其他化学原料,000301,东方盛虹,reject,watch,boundary_judged_watch,analyst_company_by_company_review,"boundary case retained for integrated refining, chemical new materials, and polyester platform",东方盛虹有炼化、EVA/聚酯化纤和新能源材料布局，规模平台强，但周期和资本开支使其只能边界关注。,Watch. 东方盛虹: 东方盛虹有炼化、EVA/聚酯化纤和新能源材料布局，规模平台强，但周期和资本开支使其只能边界关注。 triage 58.73; moat 60.00; technology 59.70; market 80.81; quality 45.75; governance 66.12.,Boundary retain integrated petrochemical material platforms when new-material chain breadth is visible but commodity cyclicality remains high.,true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000301;https://www.jsessh.com,2026-06-09T16:20:25+00:00
基础化工-化学原料-其他化学原料,688268,华特气体,reject,watch,direct_watch,analyst_company_by_company_review,directly retained as a semiconductor specialty-gas supplier,华特气体聚焦集成电路和显示用特种气体，覆盖主流晶圆厂客户，纯度、稳定性和客户认证构成硬壁垒。,Watch. 华特气体: 华特气体聚焦集成电路和显示用特种气体，覆盖主流晶圆厂客户，纯度、稳定性和客户认证构成硬壁垒。 triage 57.68; moat 54.17; technology 63.11; market 64.72; quality 58.96; governance 68.33.,Retain electronic specialty-gas companies when fab qualification and purity/process control are visible.,true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=688268;https://www.huategas.com,2026-06-09T16:20:25+00:00
基础化工-化学原料-其他化学原料,300655,晶瑞电材,reject,watch,direct_watch,analyst_company_by_company_review,directly retained as a wet electronic chemical and photoresist material platform,晶瑞电材覆盖超净高纯试剂、光刻胶和功能材料，承担过重大专项，半导体材料国产替代壁垒明确。,Watch. 晶瑞电材: 晶瑞电材覆盖超净高纯试剂、光刻胶和功能材料，承担过重大专项，半导体材料国产替代壁垒明确。 triage 57.53; moat 44.21; technology 57.36; market 60.37; quality 60.25; governance 69.16.,Retain wet electronic chemical and photoresist platforms with high-purity process and customer qualification evidence.,true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300655;https://www.jingrui.com.cn,2026-06-09T16:20:25+00:00
基础化工-化学原料-其他化学原料,000881,中广核技,reject,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for non-power nuclear technology and irradiation materials,中广核技是中广核非动力核技术应用平台，工业电子加速器、辐照和高分子材料有独特技术属性。,Watch. 中广核技: 中广核技是中广核非动力核技术应用平台，工业电子加速器、辐照和高分子材料有独特技术属性。 triage 57.44; moat 61.12; technology 62.96; market 67.96; quality 45.50; governance 68.20.,Boundary retain nuclear-technology application platforms when accelerator and irradiation capability is distinct.,true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000881;https://www.cgnnt.com.cn,2026-06-09T16:20:25+00:00
基础化工-化学原料-其他化学原料,301518,长华化学,reject,reject_for_now,,analyst_company_by_company_review,rejected because the chemical business is mainly commodity capacity or a weaker duplicate niche,长华化学的业务更偏大宗化工、普通精细化学、区域工业气体、颜料/树脂/聚苯乙烯/钛白粉/甲醇等产能，或被更强材料平台覆盖，缺少足够难复制的纯度、工艺、客户认证或成本优势。,Reject for now. 长华化学: 长华化学的业务更偏大宗化工、普通精细化学、区域工业气体、颜料/树脂/聚苯乙烯/钛白粉/甲醇等产能，或被更强材料平台覆盖，缺少足够难复制的纯度、工艺、客户认证或成本优势。 triage 57.10; moat 57.08; technology 60.13; market 71.17; quality 45.67; governance 67.71.,"Reject commodity and weaker duplicate chemical-capacity cases unless process, purity, cost, or customer qualification is clearly superior.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=301518;https://www.chchem.com.cn,2026-06-09T16:20:25+00:00
