peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
建材-玻璃-玻璃,000012,南  玻Ａ,reject,watch,direct_watch,analyst_company_by_company_review,directly retained as an integrated high-end glass and solar-material platform,"南玻A is retained for its integrated float, engineering, energy-saving, PV, silicon-material, fine-glass and ceramic/new-material platform. The business is cyclical, but the breadth of process assets and high-end glass/material capability is harder to copy than ordinary building glass capacity.","Watch. 南  玻Ａ: 南玻A is retained for its integrated float, engineering, energy-saving, PV, silicon-material, fine-glass and ceramic/new-material platform. The business is cyclical, but the breadth of process assets and high-end glass/material capability is harder to copy than ordinary building glass capacity. triage 59.94; moat 61.89; technology 66.56; market 76.39; quality 51.78; governance 67.33.","Glass groups should reject ordinary float/building glass, but retain integrated high-end glass, PV glass, glass equipment, and pharmaceutical packaging niches when process and customer barriers are visible.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000012,2026-06-10T00:00:00+00:00
建材-玻璃-玻璃,002613,北玻股份,reject,watch,boundary_judged_watch,analyst_company_by_company_review,boundary watch for glass deep-processing equipment capability,"北玻股份 is retained for glass deep-processing equipment and process know-how rather than for ordinary glass products. Equipment capability gives a differentiated niche, though scale and cyclicality keep it boundary.","Watch. 北玻股份: 北玻股份 is retained for glass deep-processing equipment and process know-how rather than for ordinary glass products. Equipment capability gives a differentiated niche, though scale and cyclicality keep it boundary. triage 57.43; moat 53.33; technology 71.00; market 58.17; quality 60.89; governance 71.33.","Glass groups should reject ordinary float/building glass, but retain integrated high-end glass, PV glass, glass equipment, and pharmaceutical packaging niches when process and customer barriers are visible.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002613,2026-06-10T00:00:00+00:00
建材-玻璃-玻璃,601636,旗滨集团,reject,watch,boundary_judged_watch,analyst_company_by_company_review,boundary watch for scaled float and PV glass platform,"旗滨集团 has scale and cost/process capability in float and PV glass. Overcapacity and commodity cyclicality prevent direct-watch treatment, but it remains a relevant glass-material platform to observe.","Watch. 旗滨集团: 旗滨集团 has scale and cost/process capability in float and PV glass. Overcapacity and commodity cyclicality prevent direct-watch treatment, but it remains a relevant glass-material platform to observe. triage 55.26; moat 52.00; technology 55.44; market 75.50; quality 57.11; governance 67.00.","Glass groups should reject ordinary float/building glass, but retain integrated high-end glass, PV glass, glass equipment, and pharmaceutical packaging niches when process and customer barriers are visible.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=601636,2026-06-10T00:00:00+00:00
建材-玻璃-玻璃,600876,凯盛新能,reject,watch,boundary_judged_watch,analyst_company_by_company_review,boundary watch for PV glass and CNBM-linked new-energy glass platform,凯盛新能 is retained as a PV glass and new-energy glass platform with technical glass/new-material exposure. Weak recent economics and PV overcapacity keep the conviction boundary.,Watch. 凯盛新能: 凯盛新能 is retained as a PV glass and new-energy glass platform with technical glass/new-material exposure. Weak recent economics and PV overcapacity keep the conviction boundary. triage 53.94; moat 55.56; technology 68.67; market 59.06; quality 38.89; governance 66.67.,"Glass groups should reject ordinary float/building glass, but retain integrated high-end glass, PV glass, glass equipment, and pharmaceutical packaging niches when process and customer barriers are visible.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600876,2026-06-10T00:00:00+00:00
建材-玻璃-玻璃,600819,耀皮玻璃,reject,reject_for_now,,analyst_company_by_company_review,rejected because glass exposure is too commodity-like or duplicate,"耀皮玻璃 has float glass, deep-processing glass, appliance/auto glass, daily glass, building glass, or mixed glass exposure, but the evidence does not show enough high-end process, customer qualification, or platform control beyond retained glass/material peers.","Reject for now. 耀皮玻璃: 耀皮玻璃 has float glass, deep-processing glass, appliance/auto glass, daily glass, building glass, or mixed glass exposure, but the evidence does not show enough high-end process, customer qualification, or platform control beyond retained glass/material peers. triage 53.74; moat 46.78; technology 58.78; market 66.61; quality 58.22; governance 68.33.","Glass groups should reject ordinary float/building glass, but retain integrated high-end glass, PV glass, glass equipment, and pharmaceutical packaging niches when process and customer barriers are visible.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600819,2026-06-10T00:00:00+00:00
建材-玻璃-玻璃,300160,秀强股份,reject,reject_for_now,,analyst_company_by_company_review,rejected because glass exposure is too commodity-like or duplicate,"秀强股份 has float glass, deep-processing glass, appliance/auto glass, daily glass, building glass, or mixed glass exposure, but the evidence does not show enough high-end process, customer qualification, or platform control beyond retained glass/material peers.","Reject for now. 秀强股份: 秀强股份 has float glass, deep-processing glass, appliance/auto glass, daily glass, building glass, or mixed glass exposure, but the evidence does not show enough high-end process, customer qualification, or platform control beyond retained glass/material peers. triage 51.85; moat 43.44; technology 53.11; market 58.61; quality 66.44; governance 71.00.","Glass groups should reject ordinary float/building glass, but retain integrated high-end glass, PV glass, glass equipment, and pharmaceutical packaging niches when process and customer barriers are visible.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300160,2026-06-10T00:00:00+00:00
建材-玻璃-玻璃,603021,*ST华鹏,reject,reject_for_now,,analyst_company_by_company_review,rejected because glass exposure is too commodity-like or duplicate,"*ST华鹏 has float glass, deep-processing glass, appliance/auto glass, daily glass, building glass, or mixed glass exposure, but the evidence does not show enough high-end process, customer qualification, or platform control beyond retained glass/material peers.","Reject for now. *ST华鹏: *ST华鹏 has float glass, deep-processing glass, appliance/auto glass, daily glass, building glass, or mixed glass exposure, but the evidence does not show enough high-end process, customer qualification, or platform control beyond retained glass/material peers. triage 50.54; moat 50.00; technology 63.22; market 46.17; quality 43.33; governance 66.00.","Glass groups should reject ordinary float/building glass, but retain integrated high-end glass, PV glass, glass equipment, and pharmaceutical packaging niches when process and customer barriers are visible.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=603021,2026-06-10T00:00:00+00:00
建材-玻璃-玻璃,600293,三峡新材,reject,reject_for_now,,analyst_company_by_company_review,rejected because glass exposure is too commodity-like or duplicate,"三峡新材 has float glass, deep-processing glass, appliance/auto glass, daily glass, building glass, or mixed glass exposure, but the evidence does not show enough high-end process, customer qualification, or platform control beyond retained glass/material peers.","Reject for now. 三峡新材: 三峡新材 has float glass, deep-processing glass, appliance/auto glass, daily glass, building glass, or mixed glass exposure, but the evidence does not show enough high-end process, customer qualification, or platform control beyond retained glass/material peers. triage 47.30; moat 44.22; technology 59.89; market 45.72; quality 42.44; governance 67.67.","Glass groups should reject ordinary float/building glass, but retain integrated high-end glass, PV glass, glass equipment, and pharmaceutical packaging niches when process and customer barriers are visible.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600293,2026-06-10T00:00:00+00:00
建材-玻璃-玻璃,301188,力诺药包,reject,watch,boundary_judged_watch,analyst_company_by_company_review,boundary watch for pharmaceutical glass packaging niche,"力诺药包 is retained as a pharmaceutical glass packaging niche. Medical packaging requires process stability and customer/regulatory validation that ordinary building glass lacks, but scale is smaller so it is boundary watch.","Watch. 力诺药包: 力诺药包 is retained as a pharmaceutical glass packaging niche. Medical packaging requires process stability and customer/regulatory validation that ordinary building glass lacks, but scale is smaller so it is boundary watch. triage 42.86; moat 38.11; technology 39.33; market 44.78; quality 58.22; governance 69.67.","Glass groups should reject ordinary float/building glass, but retain integrated high-end glass, PV glass, glass equipment, and pharmaceutical packaging niches when process and customer barriers are visible.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=301188,2026-06-10T00:00:00+00:00
建材-玻璃-玻璃,600586,金晶科技,reject,reject_for_now,,analyst_company_by_company_review,rejected because glass exposure is too commodity-like or duplicate,"金晶科技 has float glass, deep-processing glass, appliance/auto glass, daily glass, building glass, or mixed glass exposure, but the evidence does not show enough high-end process, customer qualification, or platform control beyond retained glass/material peers.","Reject for now. 金晶科技: 金晶科技 has float glass, deep-processing glass, appliance/auto glass, daily glass, building glass, or mixed glass exposure, but the evidence does not show enough high-end process, customer qualification, or platform control beyond retained glass/material peers. triage 42.01; moat 43.67; technology 33.00; market 55.00; quality 38.67; governance 69.00.","Glass groups should reject ordinary float/building glass, but retain integrated high-end glass, PV glass, glass equipment, and pharmaceutical packaging niches when process and customer barriers are visible.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600586,2026-06-10T00:00:00+00:00
