peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
家电-照明设备-照明设备,000541,佛山照明,borderline,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,"long-standing national lighting brand with auto-lighting and state-owned industry resources, retained with mature-industry conviction cap.","Retained after boundary review. 佛山照明: long-standing national lighting brand with auto-lighting and state-owned industry resources, retained with mature-industry conviction cap. triage 64.45; moat 63.00; technology 71.00; market 83.05; quality 48.80; governance 67.20.","Boundary-retain category leaders or specialist global niches when brand, channel, certification, or application know-how is distinct.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000541;https://www.chinafsl.com,2026-06-09T15:04:31+00:00
家电-照明设备-照明设备,301362,民爆光电,borderline,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,"commercial LED export and certifications are useful, but ODM/export lighting can be replicated by stronger manufacturers.","Rejected for now. 民爆光电: commercial LED export and certifications are useful, but ODM/export lighting can be replicated by stronger manufacturers. triage 64.25; moat 58.00; technology 72.00; market 65.45; quality 62.60; governance 71.40.","Reject ordinary LED, ODM/OEM, consumer lighting, and component businesses when competition is low-barrier and easily replicated by funded entrants.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=301362;https://www.upshine.cn,2026-06-09T15:04:31+00:00
家电-照明设备-照明设备,002724,海洋王,borderline,watch,direct_watch,analyst_company_by_company_review,Direct watch after peer-group company review.,"professional lighting and intelligent control platform for industrial, emergency, and special application scenes with service and reliability barriers.","Retained. 海洋王: professional lighting and intelligent control platform for industrial, emergency, and special application scenes with service and reliability barriers. triage 63.95; moat 59.00; technology 74.00; market 65.85; quality 63.60; governance 70.20.","Directly retain professional or safety-critical lighting platforms where product reliability, channel/service, or application expertise is hard to reproduce.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002724;https://www.haiyangwang.com,2026-06-09T15:04:31+00:00
家电-照明设备-照明设备,300833,浩洋股份,borderline,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,"professional stage, cultural-tourism, and architectural-art lighting niche with R&D and global entertainment-lighting exposure.","Retained after boundary review. 浩洋股份: professional stage, cultural-tourism, and architectural-art lighting niche with R&D and global entertainment-lighting exposure. triage 63.88; moat 56.00; technology 76.00; market 58.65; quality 64.80; governance 72.00.","Boundary-retain category leaders or specialist global niches when brand, channel, certification, or application know-how is distinct.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300833;https://www.terbly.com,2026-06-09T15:04:31+00:00
家电-照明设备-照明设备,600261,阳光照明,borderline,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,"standard-setting lighting history exists, but the broad LED business is mature and less differentiated than retained brand/professional niches.","Rejected for now. 阳光照明: standard-setting lighting history exists, but the broad LED business is mature and less differentiated than retained brand/professional niches. triage 62.80; moat 60.00; technology 68.00; market 72.25; quality 56.40; governance 68.40.","Reject ordinary LED, ODM/OEM, consumer lighting, and component businesses when competition is low-barrier and easily replicated by funded entrants.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600261;https://www.yankon.com,2026-06-09T15:04:31+00:00
家电-照明设备-照明设备,603515,欧普照明,reject,watch,boundary_judged_watch,analyst_company_by_company_review,Boundary watch after analyst judgment under calibrated peer-group rules.,"consumer and commercial lighting brand/channel leader, retained as the strongest broad lighting brand despite low industry barriers.","Retained after boundary review. 欧普照明: consumer and commercial lighting brand/channel leader, retained as the strongest broad lighting brand despite low industry barriers. triage 59.14; moat 51.00; technology 58.00; market 73.45; quality 64.00; governance 68.00.","Boundary-retain category leaders or specialist global niches when brand, channel, certification, or application know-how is distinct.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=603515;https://www.opple.com.cn,2026-06-09T15:04:31+00:00
家电-照明设备-照明设备,605365,立达信,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,IoT lighting and smart-home solutions are interesting but remain ODM/solution oriented and competitive.,Rejected for now. 立达信: IoT lighting and smart-home solutions are interesting but remain ODM/solution oriented and competitive. triage 55.86; moat 50.00; technology 58.00; market 68.25; quality 56.40; governance 65.60.,"Reject ordinary LED, ODM/OEM, consumer lighting, and component businesses when competition is low-barrier and easily replicated by funded entrants.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=605365;https://www.leedarson.com.cn,2026-06-09T15:04:31+00:00
家电-照明设备-照明设备,300808,久量股份,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,mobile LED lighting and charging products are lower-barrier consumer hardware.,Rejected for now. 久量股份: mobile LED lighting and charging products are lower-barrier consumer hardware. triage 55.51; moat 53.00; technology 70.00; market 44.25; quality 39.00; governance 70.80.,"Reject ordinary LED, ODM/OEM, consumer lighting, and component businesses when competition is low-barrier and easily replicated by funded entrants.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300808;https://www.dpled.com,2026-06-09T15:04:31+00:00
家电-照明设备-照明设备,920339,恒太照明,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,industrial/commercial LED lighting is subscale and easily copied.,Rejected for now. 恒太照明: industrial/commercial LED lighting is subscale and easily copied. triage 52.97; moat 46.00; technology 59.00; market 43.40; quality 50.00; governance 68.60.,"Reject ordinary LED, ODM/OEM, consumer lighting, and component businesses when competition is low-barrier and easily replicated by funded entrants.",true,https://www.bse.cn/disclosure/announcement.html?companyCode=920339;https://www.evertielighting.com,2026-06-09T15:04:31+00:00
家电-照明设备-照明设备,001326,联域股份,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,North American LED customer relationships are valuable but mostly ODM/manufacturing exposure.,Rejected for now. 联域股份: North American LED customer relationships are valuable but mostly ODM/manufacturing exposure. triage 52.07; moat 46.00; technology 60.00; market 49.85; quality 54.60; governance 66.80.,"Reject ordinary LED, ODM/OEM, consumer lighting, and component businesses when competition is low-barrier and easily replicated by funded entrants.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=001326;https://www.snc-lighting.com/cn/index.html,2026-06-09T15:04:31+00:00
家电-照明设备-照明设备,603685,晨丰科技,reject,reject_for_now,,analyst_company_by_company_review,Rejected after company-by-company peer review.,lamp-holder and component manufacturing is low-barrier and not suitable for first-pass watch.,Rejected for now. 晨丰科技: lamp-holder and component manufacturing is low-barrier and not suitable for first-pass watch. triage 49.28; moat 44.00; technology 56.00; market 43.05; quality 43.80; governance 65.00.,"Reject ordinary LED, ODM/OEM, consumer lighting, and component businesses when competition is low-barrier and easily replicated by funded entrants.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=603685;https://www.cnlampholder.com,2026-06-09T15:04:31+00:00
