peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
有色金属-金属非金属新材料-磁性材料,600366,宁波韵升,reject,watch,direct_watch,analyst_company_by_company_review,"retained as a global rare-earth permanent-magnet leader with large capacity, high-performance applications and single-champion product evidence","retained as a global rare-earth permanent-magnet leader with large capacity, high-performance applications and single-champion product evidence","Watch. 宁波韵升: retained as a global rare-earth permanent-magnet leader with large capacity, high-performance applications and single-champion product evidence. triage 57.20; moat 57.86; technology 60.57; market 75.79; quality 45.29; governance 67.71.","Magnetic materials should be screened as strategic materials: retain global leaders and differentiated soft/advanced magnetic niches, but reject weaker duplicates rather than retaining every magnet producer.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600366;https://www.yunsheng.com,2026-06-10T00:00:00+00:00
有色金属-金属非金属新材料-磁性材料,300748,金力永磁,reject,watch,direct_watch,analyst_company_by_company_review,"retained as a global high-performance NdFeB leader serving EV, wind, robotics and energy-saving applications with recycling integration","retained as a global high-performance NdFeB leader serving EV, wind, robotics and energy-saving applications with recycling integration","Watch. 金力永磁: retained as a global high-performance NdFeB leader serving EV, wind, robotics and energy-saving applications with recycling integration. triage 54.44; moat 52.00; technology 53.86; market 75.50; quality 52.57; governance 65.86.","Magnetic materials should be screened as strategic materials: retain global leaders and differentiated soft/advanced magnetic niches, but reject weaker duplicates rather than retaining every magnet producer.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300748;https://www.jlmag.com.cn,2026-06-10T00:00:00+00:00
有色金属-金属非金属新材料-磁性材料,000970,中科三环,reject,watch,boundary_judged_watch,analyst_company_by_company_review,"retained for long-standing NdFeB platform scale and research lineage, though profitability and growth proof are weaker than direct leaders","retained for long-standing NdFeB platform scale and research lineage, though profitability and growth proof are weaker than direct leaders","Watch. 中科三环: retained for long-standing NdFeB platform scale and research lineage, though profitability and growth proof are weaker than direct leaders. triage 54.02; moat 58.57; technology 55.00; market 69.21; quality 35.14; governance 70.29.","Magnetic materials should be screened as strategic materials: retain global leaders and differentiated soft/advanced magnetic niches, but reject weaker duplicates rather than retaining every magnet producer.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000970;https://www.san-huan.com.cn,2026-06-10T00:00:00+00:00
有色金属-金属非金属新材料-磁性材料,688077,大地熊,reject,watch,boundary_judged_watch,analyst_company_by_company_review,"retained for high-performance NdFeB, national innovation platforms and rare-earth magnet recycling/process capability","retained for high-performance NdFeB, national innovation platforms and rare-earth magnet recycling/process capability","Watch. 大地熊: retained for high-performance NdFeB, national innovation platforms and rare-earth magnet recycling/process capability. triage 53.99; moat 53.57; technology 66.57; market 54.36; quality 45.57; governance 66.00.","Magnetic materials should be screened as strategic materials: retain global leaders and differentiated soft/advanced magnetic niches, but reject weaker duplicates rather than retaining every magnet producer.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=688077;https://www.earth-panda.com,2026-06-10T00:00:00+00:00
有色金属-金属非金属新材料-磁性材料,300811,铂科新材,reject,watch,boundary_judged_watch,analyst_company_by_company_review,"retained for soft magnetic powder cores and magnetic components used in PV inverters, EVs, charging and power electronics","retained for soft magnetic powder cores and magnetic components used in PV inverters, EVs, charging and power electronics","Watch. 铂科新材: retained for soft magnetic powder cores and magnetic components used in PV inverters, EVs, charging and power electronics. triage 53.07; moat 43.29; technology 57.29; market 58.64; quality 60.86; governance 70.14.","Magnetic materials should be screened as strategic materials: retain global leaders and differentiated soft/advanced magnetic niches, but reject weaker duplicates rather than retaining every magnet producer.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300811;https://www.pocomagnetic.com,2026-06-10T00:00:00+00:00
有色金属-金属非金属新材料-磁性材料,300224,正海磁材,reject,watch,boundary_judged_watch,analyst_company_by_company_review,retained for high-end rare-earth permanent magnets with global production and automotive/new-energy customer validation,retained for high-end rare-earth permanent magnets with global production and automotive/new-energy customer validation,Watch. 正海磁材: retained for high-end rare-earth permanent magnets with global production and automotive/new-energy customer validation. triage 51.69; moat 48.29; technology 53.71; market 70.93; quality 44.57; governance 66.29.,"Magnetic materials should be screened as strategic materials: retain global leaders and differentiated soft/advanced magnetic niches, but reject weaker duplicates rather than retaining every magnet producer.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300224;https://www.zhmag.com,2026-06-10T00:00:00+00:00
有色金属-金属非金属新材料-磁性材料,000795,英洛华,reject,reject,,analyst_company_by_company_review,"rejected because magnetic materials are mixed with motors, health devices and audio products, and the NdFeB thesis is covered by stronger retained peers","rejected because magnetic materials are mixed with motors, health devices and audio products, and the NdFeB thesis is covered by stronger retained peers","Reject. 英洛华: rejected because magnetic materials are mixed with motors, health devices and audio products, and the NdFeB thesis is covered by stronger retained peers. triage 49.71; moat 46.14; technology 48.43; market 63.21; quality 44.14; governance 67.14.","Magnetic materials should be screened as strategic materials: retain global leaders and differentiated soft/advanced magnetic niches, but reject weaker duplicates rather than retaining every magnet producer.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000795;https://www.innuovo.com,2026-06-10T00:00:00+00:00
有色金属-金属非金属新材料-磁性材料,688190,云路股份,reject,watch,boundary_judged_watch,analyst_company_by_company_review,"retained for amorphous and nanocrystalline magnetic alloys, soft magnetic powder and wide-frequency power-electronics applications","retained for amorphous and nanocrystalline magnetic alloys, soft magnetic powder and wide-frequency power-electronics applications","Watch. 云路股份: retained for amorphous and nanocrystalline magnetic alloys, soft magnetic powder and wide-frequency power-electronics applications. triage 49.55; moat 44.00; technology 49.14; market 58.07; quality 54.29; governance 69.71.","Magnetic materials should be screened as strategic materials: retain global leaders and differentiated soft/advanced magnetic niches, but reject weaker duplicates rather than retaining every magnet producer.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=688190;https://www.yunlu-amt.com.cn,2026-06-10T00:00:00+00:00
有色金属-金属非金属新材料-磁性材料,300127,银河磁体,reject,reject,,analyst_company_by_company_review,"rejected because bonded, hot-pressed and injection magnets are niche but smaller and less strategic than retained high-performance magnetic platforms","rejected because bonded, hot-pressed and injection magnets are niche but smaller and less strategic than retained high-performance magnetic platforms","Reject. 银河磁体: rejected because bonded, hot-pressed and injection magnets are niche but smaller and less strategic than retained high-performance magnetic platforms. triage 49.23; moat 42.71; technology 52.43; market 44.36; quality 58.57; governance 70.57.","Magnetic materials should be screened as strategic materials: retain global leaders and differentiated soft/advanced magnetic niches, but reject weaker duplicates rather than retaining every magnet producer.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300127;https://www.galaxymagnets.com,2026-06-10T00:00:00+00:00
有色金属-金属非金属新材料-磁性材料,002057,中钢天源,reject,watch,boundary_judged_watch,analyst_company_by_company_review,"retained for central-state new-material platform, magnetic materials, metal testing and defense-related material capability","retained for central-state new-material platform, magnetic materials, metal testing and defense-related material capability","Watch. 中钢天源: retained for central-state new-material platform, magnetic materials, metal testing and defense-related material capability. triage 49.02; moat 45.43; technology 47.14; market 59.50; quality 52.00; governance 68.43.","Magnetic materials should be screened as strategic materials: retain global leaders and differentiated soft/advanced magnetic niches, but reject weaker duplicates rather than retaining every magnet producer.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002057;https://www.ty-magnet.com,2026-06-10T00:00:00+00:00
