peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
农林牧渔-农业-种子,600354,敦煌种业,borderline,reject_for_now,,analyst_company_by_company_review,rejected because seed exposure lacks enough germplasm/breeding moat versus retained leaders,"敦煌种业: The company has seed, crop breeding, agriculture, or seed distribution exposure, but the evidence does not show germplasm, breeding pipeline, variety leadership, or channel moat strong enough versus retained seed platforms.","Reject for now. 敦煌种业: 敦煌种业: The company has seed, crop breeding, agriculture, or seed distribution exposure, but the evidence does not show germplasm, breeding pipeline, variety leadership, or channel moat strong enough versus retained seed platforms. triage 60.72; moat 58.56; technology 62.11; market 63.06; quality 60.00; governance 67.33.",Seed groups should retain germplasm/breeding leaders and reject regional or policy-beta seed names.,true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600354,2026-06-10T00:00:00+00:00
农林牧渔-农业-种子,000998,隆平高科,reject,watch,direct_watch,analyst_company_by_company_review,direct watch for national hybrid-rice and seed-breeding platform,"隆平高科 is retained as the clearest national seed-breeding platform, with hybrid-rice heritage, germplasm, variety pipeline, and brand/channel importance. Current profit volatility does not negate the strategic breeding capability.","Watch. 隆平高科: 隆平高科 is retained as the clearest national seed-breeding platform, with hybrid-rice heritage, germplasm, variety pipeline, and brand/channel importance. Current profit volatility does not negate the strategic breeding capability. triage 56.53; moat 49.00; technology 59.00; market 75.50; quality 53.11; governance 65.67.",Seed groups should retain germplasm/breeding leaders and reject regional or policy-beta seed names.,true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000998,2026-06-10T00:00:00+00:00
农林牧渔-农业-种子,600371,万向德农,reject,reject_for_now,,analyst_company_by_company_review,rejected because seed exposure lacks enough germplasm/breeding moat versus retained leaders,"万向德农: The company has seed, crop breeding, agriculture, or seed distribution exposure, but the evidence does not show germplasm, breeding pipeline, variety leadership, or channel moat strong enough versus retained seed platforms.","Reject for now. 万向德农: 万向德农: The company has seed, crop breeding, agriculture, or seed distribution exposure, but the evidence does not show germplasm, breeding pipeline, variety leadership, or channel moat strong enough versus retained seed platforms. triage 55.26; moat 53.00; technology 67.67; market 44.83; quality 46.67; governance 71.33.",Seed groups should retain germplasm/breeding leaders and reject regional or policy-beta seed names.,true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600371,2026-06-10T00:00:00+00:00
农林牧渔-农业-种子,920403,康农种业,reject,reject_for_now,,analyst_company_by_company_review,rejected because seed exposure lacks enough germplasm/breeding moat versus retained leaders,"康农种业: The company has seed, crop breeding, agriculture, or seed distribution exposure, but the evidence does not show germplasm, breeding pipeline, variety leadership, or channel moat strong enough versus retained seed platforms.","Reject for now. 康农种业: 康农种业: The company has seed, crop breeding, agriculture, or seed distribution exposure, but the evidence does not show germplasm, breeding pipeline, variety leadership, or channel moat strong enough versus retained seed platforms. triage 54.16; moat 45.33; technology 56.56; market 51.50; quality 65.11; governance 67.67.",Seed groups should retain germplasm/breeding leaders and reject regional or policy-beta seed names.,true,https://www.bse.cn/disclosure/announcement.html,2026-06-10T00:00:00+00:00
农林牧渔-农业-种子,002041,登海种业,reject,watch,boundary_judged_watch,analyst_company_by_company_review,boundary watch for corn seed breeding franchise,"登海种业 is retained as a boundary corn-seed breeding case. Its value is crop-specific breeding/germplasm and variety history, not generic agriculture policy beta.","Watch. 登海种业: 登海种业 is retained as a boundary corn-seed breeding case. Its value is crop-specific breeding/germplasm and variety history, not generic agriculture policy beta. triage 53.55; moat 43.44; technology 59.89; market 57.28; quality 52.22; governance 71.00.",Seed groups should retain germplasm/breeding leaders and reject regional or policy-beta seed names.,true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002041,2026-06-10T00:00:00+00:00
农林牧渔-农业-种子,000713,国投丰乐,reject,reject_for_now,,analyst_company_by_company_review,rejected because seed exposure lacks enough germplasm/breeding moat versus retained leaders,"国投丰乐: The company has seed, crop breeding, agriculture, or seed distribution exposure, but the evidence does not show germplasm, breeding pipeline, variety leadership, or channel moat strong enough versus retained seed platforms.","Reject for now. 国投丰乐: 国投丰乐: The company has seed, crop breeding, agriculture, or seed distribution exposure, but the evidence does not show germplasm, breeding pipeline, variety leadership, or channel moat strong enough versus retained seed platforms. triage 53.05; moat 48.67; technology 53.22; market 59.50; quality 44.22; governance 69.00.",Seed groups should retain germplasm/breeding leaders and reject regional or policy-beta seed names.,true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000713,2026-06-10T00:00:00+00:00
农林牧渔-农业-种子,300087,荃银高科,reject,watch,boundary_judged_watch,analyst_company_by_company_review,boundary watch for hybrid seed platform and Syngenta ecosystem relevance,荃银高科 is retained as a boundary hybrid-seed platform because crop breeding assets and Syngenta ecosystem relevance provide differentiation from small regional seed names.,Watch. 荃银高科: 荃银高科 is retained as a boundary hybrid-seed platform because crop breeding assets and Syngenta ecosystem relevance provide differentiation from small regional seed names. triage 51.45; moat 49.78; technology 56.44; market 57.28; quality 41.78; governance 65.00.,Seed groups should retain germplasm/breeding leaders and reject regional or policy-beta seed names.,true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300087,2026-06-10T00:00:00+00:00
农林牧渔-农业-种子,600313,农发种业,reject,reject_for_now,,analyst_company_by_company_review,rejected because seed exposure lacks enough germplasm/breeding moat versus retained leaders,"农发种业: The company has seed, crop breeding, agriculture, or seed distribution exposure, but the evidence does not show germplasm, breeding pipeline, variety leadership, or channel moat strong enough versus retained seed platforms.","Reject for now. 农发种业: 农发种业: The company has seed, crop breeding, agriculture, or seed distribution exposure, but the evidence does not show germplasm, breeding pipeline, variety leadership, or channel moat strong enough versus retained seed platforms. triage 48.88; moat 51.89; technology 32.00; market 73.89; quality 39.44; governance 68.00.",Seed groups should retain germplasm/breeding leaders and reject regional or policy-beta seed names.,true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600313,2026-06-10T00:00:00+00:00
农林牧渔-农业-种子,300189,神农种业,reject,reject_for_now,,analyst_company_by_company_review,rejected because seed exposure lacks enough germplasm/breeding moat versus retained leaders,"神农种业: The company has seed, crop breeding, agriculture, or seed distribution exposure, but the evidence does not show germplasm, breeding pipeline, variety leadership, or channel moat strong enough versus retained seed platforms.","Reject for now. 神农种业: 神农种业: The company has seed, crop breeding, agriculture, or seed distribution exposure, but the evidence does not show germplasm, breeding pipeline, variety leadership, or channel moat strong enough versus retained seed platforms. triage 45.60; moat 38.11; technology 37.33; market 48.78; quality 61.33; governance 68.33.",Seed groups should retain germplasm/breeding leaders and reject regional or policy-beta seed names.,true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300189,2026-06-10T00:00:00+00:00
农林牧渔-农业-种子,920087,秋乐种业,reject,reject_for_now,,analyst_company_by_company_review,rejected because seed exposure lacks enough germplasm/breeding moat versus retained leaders,"秋乐种业: The company has seed, crop breeding, agriculture, or seed distribution exposure, but the evidence does not show germplasm, breeding pipeline, variety leadership, or channel moat strong enough versus retained seed platforms.","Reject for now. 秋乐种业: 秋乐种业: The company has seed, crop breeding, agriculture, or seed distribution exposure, but the evidence does not show germplasm, breeding pipeline, variety leadership, or channel moat strong enough versus retained seed platforms. triage 43.74; moat 39.22; technology 40.78; market 43.89; quality 45.11; governance 69.67.",Seed groups should retain germplasm/breeding leaders and reject regional or policy-beta seed names.,true,https://www.bse.cn/disclosure/announcement.html,2026-06-10T00:00:00+00:00
