peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
钢铁-钢铁-特钢,002443,金洲管道,advance_to_deep_review,reject_for_now,,analyst_company_by_company_review,rejected because special-steel exposure lacks enough high-end qualification,"金洲管道: The company has steel pipe, stainless strip, special-steel or alloy exposure, but the evidence does not show a durable metallurgy, customer qualification, or high-end category position versus retained leaders.","Reject for now. 金洲管道: 金洲管道: The company has steel pipe, stainless strip, special-steel or alloy exposure, but the evidence does not show a durable metallurgy, customer qualification, or high-end category position versus retained leaders. triage 73.45; moat 76.91; technology 89.55; market 64.32; quality 60.36; governance 72.00.","Special-steel companies should be retained for metallurgy and customer qualification, not for commodity steel-cycle recovery.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002443,2026-06-10T00:00:00+00:00
钢铁-钢铁-特钢,002075,沙钢股份,reject,reject_for_now,,analyst_company_by_company_review,rejected because special-steel exposure lacks enough high-end qualification,"沙钢股份: The company has steel pipe, stainless strip, special-steel or alloy exposure, but the evidence does not show a durable metallurgy, customer qualification, or high-end category position versus retained leaders.","Reject for now. 沙钢股份: 沙钢股份: The company has steel pipe, stainless strip, special-steel or alloy exposure, but the evidence does not show a durable metallurgy, customer qualification, or high-end category position versus retained leaders. triage 57.65; moat 56.36; technology 64.27; market 67.86; quality 46.55; governance 70.36.","Special-steel companies should be retained for metallurgy and customer qualification, not for commodity steel-cycle recovery.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002075,2026-06-10T00:00:00+00:00
钢铁-钢铁-特钢,603995,甬金股份,reject,reject_for_now,,analyst_company_by_company_review,rejected because special-steel exposure lacks enough high-end qualification,"甬金股份: The company has steel pipe, stainless strip, special-steel or alloy exposure, but the evidence does not show a durable metallurgy, customer qualification, or high-end category position versus retained leaders.","Reject for now. 甬金股份: 甬金股份: The company has steel pipe, stainless strip, special-steel or alloy exposure, but the evidence does not show a durable metallurgy, customer qualification, or high-end category position versus retained leaders. triage 57.59; moat 55.18; technology 59.73; market 75.14; quality 47.09; governance 69.82.","Special-steel companies should be retained for metallurgy and customer qualification, not for commodity steel-cycle recovery.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=603995,2026-06-10T00:00:00+00:00
钢铁-钢铁-特钢,000708,中信特钢,reject,watch,direct_watch,analyst_company_by_company_review,directly retained as China's leading broad special-steel platform,"中信特钢 has broad special-steel product systems, metallurgy capability, scale, customer qualification and exposure to high-end manufacturing. This is materially stronger than ordinary steel capacity.","Watch. 中信特钢: 中信特钢 has broad special-steel product systems, metallurgy capability, scale, customer qualification and exposure to high-end manufacturing. This is materially stronger than ordinary steel capacity. triage 54.94; moat 49.00; technology 55.00; market 75.50; quality 53.82; governance 66.64.","Special-steel companies should be retained for metallurgy and customer qualification, not for commodity steel-cycle recovery.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000708,2026-06-10T00:00:00+00:00
钢铁-钢铁-特钢,300881,盛德鑫泰,reject,reject_for_now,,analyst_company_by_company_review,rejected because special-steel exposure lacks enough high-end qualification,"盛德鑫泰: The company has steel pipe, stainless strip, special-steel or alloy exposure, but the evidence does not show a durable metallurgy, customer qualification, or high-end category position versus retained leaders.","Reject for now. 盛德鑫泰: 盛德鑫泰: The company has steel pipe, stainless strip, special-steel or alloy exposure, but the evidence does not show a durable metallurgy, customer qualification, or high-end category position versus retained leaders. triage 54.00; moat 50.00; technology 63.45; market 48.95; quality 59.64; governance 66.55.","Special-steel companies should be retained for metallurgy and customer qualification, not for commodity steel-cycle recovery.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=300881,2026-06-10T00:00:00+00:00
钢铁-钢铁-特钢,002318,久立特材,reject,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for high-end stainless and nickel-alloy tube capability,"久立特材 has stainless, nickel-alloy and high-end industrial tube capability used in energy, chemical and demanding equipment settings. Qualification and process control justify boundary retention.","Watch. 久立特材: 久立特材 has stainless, nickel-alloy and high-end industrial tube capability used in energy, chemical and demanding equipment settings. Qualification and process control justify boundary retention. triage 52.40; moat 44.45; technology 50.64; market 61.68; quality 64.55; governance 69.91.","Special-steel companies should be retained for metallurgy and customer qualification, not for commodity steel-cycle recovery.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002318,2026-06-10T00:00:00+00:00
钢铁-钢铁-特钢,601686,友发集团,reject,reject_for_now,,analyst_company_by_company_review,rejected because special-steel exposure lacks enough high-end qualification,"友发集团: The company has steel pipe, stainless strip, special-steel or alloy exposure, but the evidence does not show a durable metallurgy, customer qualification, or high-end category position versus retained leaders.","Reject for now. 友发集团: 友发集团: The company has steel pipe, stainless strip, special-steel or alloy exposure, but the evidence does not show a durable metallurgy, customer qualification, or high-end category position versus retained leaders. triage 50.56; moat 48.09; technology 47.91; market 70.77; quality 43.45; governance 65.00.","Special-steel companies should be retained for metallurgy and customer qualification, not for commodity steel-cycle recovery.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=601686,2026-06-10T00:00:00+00:00
钢铁-钢铁-特钢,002478,常宝股份,reject,reject_for_now,,analyst_company_by_company_review,rejected because special-steel exposure lacks enough high-end qualification,"常宝股份: The company has steel pipe, stainless strip, special-steel or alloy exposure, but the evidence does not show a durable metallurgy, customer qualification, or high-end category position versus retained leaders.","Reject for now. 常宝股份: 常宝股份: The company has steel pipe, stainless strip, special-steel or alloy exposure, but the evidence does not show a durable metallurgy, customer qualification, or high-end category position versus retained leaders. triage 50.14; moat 41.73; technology 56.18; market 50.77; quality 59.64; governance 70.45.","Special-steel companies should be retained for metallurgy and customer qualification, not for commodity steel-cycle recovery.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002478,2026-06-10T00:00:00+00:00
钢铁-钢铁-特钢,688186,广大特材,reject,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for high-end alloy and special-material optionality,"广大特材 has high-end special alloy, gear steel and other special-material exposure. It is weaker than 中信特钢, but the materials optionality warrants boundary tracking.","Watch. 广大特材: 广大特材 has high-end special alloy, gear steel and other special-material exposure. It is weaker than 中信特钢, but the materials optionality warrants boundary tracking. triage 47.84; moat 40.82; technology 57.09; market 44.95; quality 61.09; governance 66.09.","Special-steel companies should be retained for metallurgy and customer qualification, not for commodity steel-cycle recovery.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=688186,2026-06-10T00:00:00+00:00
钢铁-钢铁-特钢,600399,抚顺特钢,reject,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for aerospace and superalloy special-steel capability,"抚顺特钢 has long-cycle aerospace, military and special-alloy relevance, but operating quality and cycle issues keep it boundary rather than direct watch.","Watch. 抚顺特钢: 抚顺特钢 has long-cycle aerospace, military and special-alloy relevance, but operating quality and cycle issues keep it boundary rather than direct watch. triage 46.62; moat 43.55; technology 53.36; market 50.41; quality 38.55; governance 68.27.","Special-steel companies should be retained for metallurgy and customer qualification, not for commodity steel-cycle recovery.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600399,2026-06-10T00:00:00+00:00
