signal_date,security_code,security_name,pv,signal_close,intrinsic_value,ma20,ma60,band_available_at,activation_date,anchor_date,stop_anchor,stop_line,qualification,rank,eligible_count,execution_date,execution_close,price_history_end,target_1y,end_1y,status_1y,end_close_1y,return_1y,target_3y,end_3y,status_3y,end_close_3y,return_3y,ma60_break_date
2012-05-25,000933,神火股份,0.9027,11.0,12.1853,11.020999999999999,10.883333333333312,2012-04-20,2012-05-22,2012-05-23,10.888999999999978,10.883333333333312,continued_below_ma20,1,3,2012-05-28,11.34,2026-08-07,2013-05-28,2013-05-28,complete,6.64,-0.4144620811287485,2015-05-28,2015-05-28,complete,7.65,-0.32066669200579667,2012-06-04
2012-06-04,002001,新 和 成,0.8617,21.65,25.1235,21.153000000000024,20.906666666666652,2012-04-24,2012-05-29,2012-05-30,20.908833333333323,20.906666666666652,continued,2,4,2012-06-05,22.35,2026-08-07,2013-06-05,2013-06-05,complete,18.3,-0.13336611366079942,2015-06-05,2015-06-05,complete,26.9,0.9600421840403415,2012-07-04
2012-07-11,000792,盐湖股份,0.966,34.04,35.2378,32.709000000000046,32.59650000000001,2012-04-30,2012-07-11,,,,initial,1,1,2012-07-12,34.9,2026-08-07,2013-07-12,2013-07-12,complete,18.58,-0.45748727135744405,2015-07-12,2015-07-13,endpoint_quote_missing,,,2012-08-23
2012-08-03,000651,格力电器,0.6126,20.96,34.2147,21.505500000000097,21.291166666666633,2012-04-27,2010-07-28,2010-07-29,12.644333333333353,12.644333333333353,continued_below_ma20,1,2,2012-08-06,21.1,2026-08-07,2013-08-06,2013-08-06,complete,26.48,0.3043265315250654,2015-08-06,2015-08-06,complete,22.17,1.433127892768646,2012-08-03
2012-08-31,600066,宇通客车,0.6879,23.21,33.7388,22.93600000000014,22.92699999999995,2012-08-21,2012-08-31,,,,initial,1,1,2012-09-03,22.96,2026-08-07,2013-09-03,2013-09-03,complete,18.58,0.4868961799108702,2015-09-03,2015-09-07,complete,17.53,1.2345026672082358,2012-09-26
2012-10-09,601088,中国神华,0.6627,22.99,34.6894,22.182499999999955,22.160333333333334,2012-08-25,2012-10-09,,,,initial,2,4,2012-10-10,22.94,2026-08-07,2013-10-10,2013-10-10,complete,16.39,-0.24175633112990236,2015-10-10,2015-10-12,complete,15.71,-0.20090124799860354,2012-11-13
2012-10-09,002024,ST易购,0.8427,7.01,8.3189,6.638000000000001,6.605666666666676,2012-08-31,2012-10-09,,,,initial,3,4,2012-10-10,7.15,2026-08-07,2013-10-10,2013-10-10,complete,13.99,0.9724227385517727,2015-10-10,2015-10-12,complete,13.9,0.9648855859042067,2012-11-13
2012-11-22,600660,福耀玻璃,0.5817,7.13,12.2576,7.097499999999966,7.0966666666666525,2012-10-26,2012-11-22,,,,initial,3,5,2012-11-23,7.13,2026-08-07,2013-11-23,2013-11-25,complete,8.42,0.2526708464056697,2015-11-23,2015-11-23,complete,14.22,1.352078062817546,2012-11-27
2013-02-26,000338,潍柴动力,0.6176,24.36,39.4431,25.356999999999992,24.512666666666643,2012-10-29,2012-10-17,2012-10-18,18.964305555555534,18.964305555555534,continued_below_ma20,1,11,2013-02-27,24.73,2026-08-07,2014-02-27,2014-02-27,complete,16.7,-0.3129764404600822,2016-02-27,2016-02-29,complete,7.12,-0.3967797608362783,2013-02-26
2013-03-26,600897,厦门空港,1.0165,14.02,13.7926,13.768500000000014,13.604333333333335,2012-10-30,2012-12-27,2012-12-28,12.51333333333333,12.51333333333333,continued,3,3,2013-03-27,13.99,2026-08-07,2014-03-27,2014-03-27,complete,14.17,0.04221387172115154,2016-03-27,2016-03-28,complete,19.26,0.48542559352681547,2013-04-08
2013-05-10,601939,建设银行,0.9829,4.85,4.9343,4.710500000000003,4.700166666666661,2013-04-27,2012-10-18,2012-10-19,3.991833333333328,3.991833333333328,continued,3,3,2013-05-13,4.82,2026-08-07,2014-05-13,2014-05-13,complete,3.98,-0.1200349849483352,2016-05-13,2016-05-13,complete,4.69,0.16954982026479737,2013-06-13
2013-05-24,601398,工商银行,0.9454,4.16,4.4003,4.1114999999999995,4.110500000000001,2013-04-27,2013-05-24,,,,initial,3,5,2013-05-27,4.13,2026-08-07,2014-05-27,2014-05-27,complete,3.53,-0.09065854384897154,2016-05-27,2016-05-27,complete,4.29,0.2418513692079549,2013-06-20
2013-06-03,600309,万华化学,0.739,17.12,23.167,18.09750000000004,17.41816666666668,2013-04-12,2012-12-20,2012-12-21,12.950500000000012,12.950500000000012,continued_below_ma20,3,8,2013-06-04,16.99,2026-08-07,2014-06-04,2014-06-04,complete,16.45,-0.0317834020011768,2016-06-04,2016-06-06,complete,16.01,0.00692140886302961,2013-06-03
2013-08-14,600585,海螺水泥,0.8059,16.33,20.2631,14.932499999999974,14.834333333333324,2013-04-23,2013-08-14,,,,initial,2,3,2013-08-15,16.17,2026-08-07,2014-08-15,2014-08-15,complete,18.06,0.1413761676919585,2016-08-15,2016-08-15,complete,17.3,0.1587508983421284,2013-09-27
2013-08-21,000933,神火股份,0.4404,5.9,13.3968,5.274999999999999,5.2221666666666495,2013-08-06,2013-08-21,,,,initial,1,5,2013-08-22,5.77,2026-08-07,2014-08-22,2014-08-22,complete,4.38,-0.2392419808506403,2016-08-22,2016-08-22,complete,4.89,-0.15066056766201563,2013-09-26
2013-09-03,600031,三一重工,0.4911,7.57,15.4133,7.180000000000019,7.135333333333334,2013-08-31,2013-09-03,,,,initial,2,12,2013-09-04,7.52,2026-08-07,2014-09-04,2014-09-04,complete,5.63,-0.23548491500619073,2016-09-04,2016-09-05,complete,5.31,-0.2749422350963012,2013-10-24
2013-10-25,600188,兖矿能源,0.5222,10.57,20.2398,10.651499999999965,10.48316666666664,2013-10-26,2013-09-03,2013-09-04,10.238833333333307,10.238833333333307,continued_below_ma20,3,9,2013-10-28,10.31,2026-08-07,2014-10-28,2014-10-28,complete,8.38,-0.18471505467899862,2016-10-28,2016-10-28,complete,12.81,0.24884412670708467,2013-10-28
2013-12-10,601088,中国神华,0.53,16.82,31.7353,16.745999999999952,16.73316666666667,2013-10-26,2013-12-10,,,,initial,2,8,2013-12-11,16.49,2026-08-07,2014-12-11,2014-12-11,complete,17.62,0.13878353319755932,2016-12-11,2016-12-12,complete,17.24,0.1752466479583612,2013-12-11
2013-12-25,600660,福耀玻璃,0.682,8.42,12.3462,8.722499999999966,8.50483333333332,2013-10-29,2012-11-30,2012-12-03,6.593999999999984,6.593999999999984,continued_below_ma20,3,7,2013-12-26,8.11,2026-08-07,2014-12-26,2014-12-26,complete,12.19,0.5967910064542732,2016-12-26,2016-12-26,complete,18.11,1.6161821585211649,2013-12-25
2014-01-06,000651,格力电器,0.5909,30.02,50.8023,32.335000000000065,30.54599999999996,2013-10-28,2010-07-28,2010-07-29,11.644333333333353,11.644333333333353,continued_below_ma20,1,5,2014-01-07,29.97,2026-08-07,2015-01-07,2015-01-07,complete,41.6,0.4587536036319291,2017-01-07,2017-01-09,complete,24.74,0.9808174279573583,2014-01-06
2014-01-07,600066,宇通客车,0.8658,17.32,20.005,17.673000000000076,17.10449999999997,2013-10-29,2012-12-24,2012-12-25,11.541203703703676,11.541203703703676,continued_below_ma20,3,3,2014-01-08,17.12,2026-08-07,2015-01-08,2015-01-08,complete,24.22,0.4609825308826849,2017-01-08,2017-01-09,complete,19.46,0.9492915977946146,2014-01-09
2014-02-13,002304,洋河股份,0.5232,45.95,87.8214,41.03300000000013,41.03233333333326,2013-10-29,2014-02-13,,,,initial,1,2,2014-02-14,49.92,2026-08-07,2015-02-14,2015-02-16,complete,81.6,0.6988303923709411,2017-02-14,2017-02-14,complete,81.15,1.4701926204476794,2014-05-22
2014-02-17,600519,贵州茅台,0.8974,149.98,167.1214,132.62849999999963,132.39400000000072,2013-10-16,2014-02-17,,,,initial,2,3,2014-02-18,147.01,2026-08-07,2015-02-18,2015-02-25,complete,183.96,0.41496036274847015,2017-02-18,2017-02-20,complete,361.29,2.177126864093932,2014-05-09
2014-03-05,000858,五 粮 液,0.7026,16.17,23.013,15.44499999999999,15.441166666666653,2013-10-28,2014-03-05,,,,initial,2,5,2014-03-06,16.11,2026-08-07,2015-03-06,2015-03-06,complete,20.92,0.3520115052634507,2017-03-06,2017-03-06,complete,40.55,1.738202531924812,2014-05-15
2014-03-14,000869,张  裕Ａ,0.9565,26.37,27.5686,26.13700000000003,25.873166666666613,2013-10-22,2014-03-13,2014-03-14,25.873166666666613,25.873166666666613,continued,3,4,2014-03-17,26.56,2026-08-07,2015-03-17,2015-03-17,complete,36.19,0.3913945757649897,2017-03-17,2017-03-17,complete,36.86,0.4479153775349627,2014-03-20
2014-03-24,601857,中国石油,0.837,7.7,9.2001,7.64350000000002,7.634833333333339,2014-03-21,2014-03-24,,,,initial,3,5,2014-03-25,7.68,2026-08-07,2015-03-25,2015-03-25,complete,11.33,0.5381466744281354,2017-03-25,2017-03-27,complete,7.92,0.09819746726842382,2014-03-26
2014-03-26,000568,泸州老窖,0.6808,18.06,26.5267,17.938500000000005,17.932833333333395,2013-10-24,2014-03-26,,,,initial,2,5,2014-03-27,17.98,2026-08-07,2015-03-27,2015-03-27,complete,24.29,0.44096051998074115,2017-03-27,2017-03-27,complete,40.89,1.5745635141745833,2014-03-28
2014-04-18,000338,潍柴动力,0.5192,17.96,34.5887,17.414499999999997,17.35933333333331,2014-03-31,2014-04-18,,,,initial,2,15,2014-04-21,17.51,2026-08-07,2015-04-21,2015-04-21,complete,34.53,0.996804082619831,2017-04-21,2017-04-21,complete,11.51,0.38420622586559183,2014-04-23
2014-05-13,002128,电投能源,0.4295,7.52,17.5075,6.721499999999999,6.6900000000000475,2014-04-25,2014-05-13,,,,initial,2,17,2014-05-14,7.25,2026-08-07,2015-05-14,2015-05-14,complete,13.76,0.9260069373597242,2017-05-14,2017-05-15,endpoint_quote_missing,,,2014-06-06
2014-05-28,000333,美的集团,0.4614,17.33,37.5613,17.085099999999997,16.794033333333328,2014-04-29,2014-05-28,,,,initial,3,18,2014-05-29,17.32,2026-08-07,2015-05-29,2015-05-29,complete,37.0,1.1940422326073028,2017-05-29,2017-05-31,complete,36.12,2.4340861817561437,2014-09-22
2014-08-21,600585,海螺水泥,0.5366,17.55,32.7029,18.041499999999978,16.872333333333327,2014-08-22,2014-04-09,2014-04-10,15.449499999999993,15.449499999999993,continued_below_ma20,3,26,2014-08-22,17.59,2026-08-07,2015-08-22,2015-08-24,complete,16.91,-0.010972369959872053,2017-08-22,2017-08-22,complete,23.81,0.46900469226664265,2014-09-16
2014-10-23,000933,神火股份,0.3224,4.34,13.4615,4.553499999999998,4.420833333333318,2013-10-23,2014-07-28,2014-07-29,3.6544333333333183,3.6544333333333183,continued_below_ma20,1,11,2014-10-24,4.3,2026-08-07,2015-10-24,2015-10-26,complete,4.54,0.05581395348837437,2017-10-24,2017-10-24,complete,10.18,1.3756850424305243,2014-10-23
2014-10-23,600031,三一重工,0.5482,5.65,10.3067,5.837000000000023,5.675833333333339,2014-08-30,2014-07-29,2014-07-30,5.069500000000003,5.069500000000003,continued_below_ma20,2,11,2014-10-24,5.59,2026-08-07,2015-10-24,2015-10-26,complete,7.04,0.2640311267379376,2017-10-24,2017-10-24,complete,7.88,0.42282517660219887,2014-10-23
2015-02-06,601088,中国神华,0.5185,17.92,34.5614,19.818499999999958,18.577833333333334,2014-10-25,2014-05-12,2014-05-13,13.010333333333328,13.010333333333328,continued_below_ma20,2,16,2015-02-09,17.83,2026-08-07,2016-02-09,2016-02-15,complete,13.06,-0.24433321789899465,2018-02-09,2018-02-09,complete,24.29,0.46802531871102837,2015-02-06
2015-03-02,000651,格力电器,0.873,41.43,47.4593,40.06550000000006,39.07716666666663,2014-10-31,2010-07-28,2010-07-29,10.144333333333353,10.144333333333353,continued,3,6,2015-03-03,39.81,2026-08-07,2016-03-03,2016-03-03,endpoint_quote_missing,,,2018-03-03,2018-03-05,complete,51.63,2.0969538887235615,2015-03-05
2015-03-05,002304,洋河股份,0.7087,76.55,108.0206,79.59050000000013,77.13283333333327,2014-10-30,2014-02-13,2014-02-14,39.13434899999993,39.13434899999993,continued_below_ma20,1,7,2015-03-06,75.88,2026-08-07,2016-03-06,2016-03-07,complete,65.0,0.22357004338650355,2018-03-06,2018-03-06,complete,115.0,1.2704742228280668,2015-03-05
2015-04-29,000792,盐湖股份,0.7915,29.32,37.0448,29.15650000000002,27.86333333333335,2015-04-30,2014-07-22,2014-07-23,14.99503333333335,14.99503333333335,continued,1,3,2015-04-30,28.68,2026-08-07,2016-04-30,2016-05-03,complete,18.17,-0.36474140941587374,2018-04-30,2018-05-02,complete,12.39,-0.34842031933437634,2015-05-06
2015-05-18,000338,潍柴动力,0.967,29.68,30.6918,31.849500000000006,30.232333333333308,2015-04-29,2014-05-12,2014-05-13,16.940166666666645,16.940166666666645,continued_below_ma20,3,7,2015-05-19,31.11,2026-08-07,2016-05-19,2016-05-19,complete,7.6,-0.503145406529574,2018-05-19,2018-05-21,complete,8.51,0.18162052287423558,2015-05-18
2015-07-03,600188,兖矿能源,0.7393,10.15,13.7292,15.812499999999957,15.649833333333305,2015-04-29,2014-05-16,2014-05-19,6.467166666666642,6.467166666666642,continued_below_ma20,3,7,2015-07-06,9.84,2026-08-07,2016-07-06,2016-07-06,complete,12.58,0.2796238908458568,2018-07-06,2018-07-06,complete,11.33,0.2029462974881462,2015-07-03
2015-07-08,000568,泸州老窖,0.8418,19.8,23.5209,28.40749999999999,26.597000000000044,2015-04-23,2014-07-15,2014-07-16,15.079666666666721,15.079666666666721,continued_below_ma20,2,4,2015-07-09,21.78,2026-08-07,2016-07-09,2016-07-11,complete,32.89,0.5626262626262628,2018-07-09,2018-07-09,complete,58.15,1.8892167624659257,2015-07-08
2015-07-08,000858,五 粮 液,0.9389,21.92,23.3462,29.126500000000004,27.10716666666666,2015-04-29,2014-03-05,2014-03-06,14.130499999999985,14.130499999999985,continued_below_ma20,3,4,2015-07-09,24.11,2026-08-07,2016-07-09,2016-07-11,complete,37.34,0.5487349647449185,2018-07-09,2018-07-09,complete,73.54,2.242714325264445,2015-07-08
2015-10-27,600519,贵州茅台,1.0323,215.25,208.5159,199.76949999999977,199.5243333333338,2015-10-23,2014-02-17,2014-02-18,101.87377410468379,101.87377410468379,continued,1,1,2015-10-28,212.44,2026-08-07,2016-10-28,2016-10-28,complete,317.05,0.5246041214940016,2018-10-28,2018-10-29,complete,549.09,1.7187283111796994,2016-01-04
2015-10-29,600660,福耀玻璃,1.0053,13.47,13.3989,12.747999999999967,12.697666666666654,2015-10-27,2012-11-30,2012-12-03,5.343999999999984,5.343999999999984,continued,1,2,2015-10-30,13.43,2026-08-07,2016-10-30,2016-10-31,complete,17.74,0.3919406880759648,2018-10-30,2018-10-30,complete,21.21,0.8032152378761306,2016-01-07
2015-11-04,601398,工商银行,0.9516,4.56,4.792,4.5379999999999985,4.52416666666667,2015-10-31,2014-04-14,2014-04-15,2.8747333333333347,2.8747333333333347,continued,1,3,2015-11-05,4.64,2026-08-07,2016-11-05,2016-11-07,complete,4.41,0.0021176452857487593,2018-11-05,2018-11-05,complete,5.56,0.381332456427504,2015-12-28
2015-11-10,000333,美的集团,0.9335,29.63,31.7398,28.100999999999978,28.01466666666667,2015-10-29,2014-05-28,2014-05-29,15.836433333333328,15.836433333333328,continued,2,3,2015-11-11,29.44,2026-08-07,2016-11-11,2016-11-11,complete,27.43,0.4525303620072627,2018-11-11,2018-11-12,complete,40.14,1.2373840652894437,2015-11-27
2015-12-21,600309,万华化学,0.8279,18.66,22.5397,17.87200000000004,17.84900000000001,2015-10-27,2012-12-20,2012-12-21,11.950500000000012,11.950500000000012,continued,3,8,2015-12-22,18.51,2026-08-07,2016-12-22,2016-12-22,complete,21.62,0.182209478571564,2018-12-22,2018-12-24,complete,29.39,1.0358625508984645,2015-12-29
2015-12-24,601288,农业银行,0.9566,3.28,3.4288,3.248,3.1941666666666673,2015-10-24,2014-04-08,2014-04-09,2.0168333333333335,2.0168333333333335,continued,3,7,2015-12-25,3.27,2026-08-07,2016-12-25,2016-12-26,complete,3.13,0.008689355825194367,2018-12-25,2018-12-25,complete,3.56,0.2625818297587179,2016-01-04
2016-03-14,002128,电投能源,0.7599,8.15,10.7255,7.954999999999998,7.954833333333385,2015-10-29,2014-07-22,2014-07-23,6.632500000000048,6.632500000000048,continued,1,2,2016-03-15,7.81,2026-08-07,2017-03-15,2017-03-15,complete,8.94,0.16047507616230283,2019-03-15,2019-03-15,complete,8.97,0.2384362081796525,2016-03-15
2016-03-18,600585,海螺水泥,0.6425,16.03,24.9505,15.186499999999974,15.141499999999999,2015-10-27,2016-03-18,,,,initial,1,4,2016-03-21,16.06,2026-08-07,2017-03-21,2017-03-21,complete,21.45,0.37589098733885273,2019-03-21,2019-03-21,complete,38.07,1.5873792023855708,2016-05-06
2016-03-22,601088,中国神华,0.4637,14.27,30.7771,14.042999999999953,14.007,2015-10-24,2014-05-12,2014-05-13,12.270333333333328,12.270333333333328,continued,1,5,2016-03-23,14.26,2026-08-07,2017-03-23,2017-03-23,complete,19.34,0.386611926660432,2019-03-23,2019-03-25,complete,19.97,0.5344947086396987,2016-03-24
2016-03-28,600031,三一重工,0.6591,5.65,8.5722,5.49050000000002,5.452666666666671,2015-10-31,2016-03-28,,,,initial,3,8,2016-03-29,5.54,2026-08-07,2017-03-29,2017-03-29,complete,7.49,0.3544892365289489,2019-03-29,2019-03-29,complete,12.78,1.3607810883481362,2016-04-29
2016-04-29,000792,盐湖股份,0.4639,17.58,37.8992,18.66150000000004,18.21333333333333,2015-10-31,2014-07-22,2014-07-23,14.90903333333335,14.90903333333335,continued_below_ma20,1,16,2016-05-03,18.17,2026-08-07,2017-05-03,2017-05-03,complete,15.82,-0.12809368828709167,2019-05-03,2019-05-06,complete,7.42,-0.38574374914972764,2016-04-29
2016-05-09,601225,陕西煤业,0.6171,4.5,7.2918,4.7550000000000034,4.519333333333333,2015-10-27,2016-05-03,2016-05-04,4.483333333333333,4.483333333333333,continued_below_ma20,2,12,2016-05-10,4.4,2026-08-07,2017-05-10,2017-05-10,complete,5.5,0.24999999999999978,2019-05-10,2019-05-10,complete,8.7,1.1128101357927767,2016-05-09
2016-05-18,601009,南京银行,0.9212,16.95,18.4,16.712499999999988,16.087666666666664,2016-04-28,2014-05-30,2014-06-03,6.825666666666662,6.825666666666662,continued,3,4,2016-05-19,17.04,2026-08-07,2017-05-19,2017-05-19,complete,10.52,0.13662164637379304,2019-05-19,2019-05-20,complete,7.98,0.29290219254694505,2016-09-13
2016-05-19,600690,海尔智家,0.9353,8.84,9.4516,8.505499999999989,8.460833333333333,2016-04-29,2016-05-18,2016-05-19,8.460833333333333,8.460833333333333,continued,3,3,2016-05-20,9.14,2026-08-07,2017-05-20,2017-05-22,complete,13.49,0.5061615873317877,2019-05-20,2019-05-20,complete,15.82,0.8282329949908513,2016-06-24
2016-06-08,601939,建设银行,0.8933,4.91,5.4964,4.789000000000003,4.784333333333327,2016-04-30,2012-10-18,2012-10-19,3.122833333333328,3.122833333333328,continued,1,5,2016-06-13,4.87,2026-08-07,2017-06-13,2017-06-13,complete,6.27,0.3617412731006149,2019-06-13,2019-06-13,complete,7.22,0.7138192282249469,2016-10-13
2016-07-06,601988,中国银行,0.9448,3.25,3.4399,3.1802500000000027,3.1564166666666678,2016-04-27,2014-04-04,2014-04-08,1.960000000000001,1.960000000000001,continued,3,11,2016-07-07,3.26,2026-08-07,2017-07-07,2017-07-07,complete,3.69,0.13190184049079656,2019-07-07,2019-07-08,complete,3.71,0.31092522710175463,2016-09-14
2016-07-15,000338,潍柴动力,0.6004,8.19,13.6415,7.9080000000000075,7.892499999999984,2016-04-30,2016-07-15,,,,initial,2,12,2016-07-18,8.13,2026-08-07,2017-07-18,2017-07-18,complete,13.68,0.7205465247440779,2019-07-18,2019-07-18,complete,12.07,2.320402276764807,2016-12-30
2016-10-19,000651,格力电器,0.7606,21.78,28.6336,21.902000000000033,19.78866666666665,2016-08-19,2010-07-28,2010-07-29,2.0721666666666767,2.0721666666666767,continued_below_ma20,3,5,2016-10-20,21.82,2026-08-07,2017-10-20,2017-10-20,complete,40.5,0.9411939393911108,2019-10-20,2019-10-21,complete,58.44,1.9211150970667035,2017-01-16
2017-01-04,601398,工商银行,1.0018,4.43,4.422,4.459999999999997,4.4473333333333365,2016-10-29,2014-04-14,2014-04-15,2.641433333333335,2.641433333333335,continued_below_ma20,3,4,2017-01-05,4.44,2026-08-07,2018-01-05,2018-01-05,complete,6.08,0.43277712495103726,2020-01-05,2020-01-06,complete,5.97,0.5350316270316948,2017-01-04
2017-05-02,600585,海螺水泥,0.9416,20.98,22.2815,21.495499999999975,21.0425,2017-04-26,2016-07-15,2016-07-18,14.687999999999999,14.687999999999999,continued_below_ma20,1,2,2017-05-03,20.98,2026-08-07,2018-05-03,2018-05-03,complete,34.28,0.673139028304081,2020-05-03,2020-05-06,complete,59.59,2.1382177514251244,2017-05-02
2017-05-04,600066,宇通客车,1.0451,19.9,19.0414,20.86000000000005,20.68699999999997,2017-04-20,2012-12-24,2012-12-25,5.194135802469117,5.194135802469117,continued_below_ma20,3,3,2017-05-05,19.7,2026-08-07,2018-05-05,2018-05-07,complete,20.89,0.10887072077506366,2020-05-05,2020-05-06,complete,12.98,-0.2644459742218124,2017-05-04
2017-05-05,600309,万华化学,1.0049,26.7,26.5703,29.069000000000038,27.354833333333346,2017-04-15,2012-12-20,2012-12-21,11.750500000000013,11.750500000000013,continued_below_ma20,3,4,2017-05-08,26.95,2026-08-07,2018-05-08,2018-05-08,endpoint_quote_missing,,,2020-05-08,2020-05-08,complete,46.83,1.3154850677271446,2017-05-05
2017-07-19,002714,牧原股份,1.0254,28.3,27.5983,27.241849999999992,25.658616666666678,2017-07-20,2017-07-19,,,,initial,1,1,2017-07-20,28.41,2026-08-07,2018-07-20,2018-07-20,complete,26.35,0.6968667580301122,2020-07-20,2020-07-20,complete,96.98,9.673887807510027,2018-02-05
2017-12-04,000338,潍柴动力,0.7316,7.78,10.6337,8.546000000000006,7.910833333333324,2017-10-31,2016-07-15,2016-07-18,3.568666666666659,3.568666666666659,continued_below_ma20,1,1,2017-12-05,7.73,2026-08-07,2018-12-05,2018-12-05,complete,7.69,0.04758211692590053,2020-12-05,2020-12-07,complete,16.68,1.3954913010052508,2017-12-04
2018-05-02,600585,海螺水泥,0.8064,34.92,43.3061,33.22949999999998,33.14766666666667,2018-04-25,2016-07-15,2016-07-18,14.187999999999999,14.187999999999999,continued,1,1,2018-05-03,34.28,2026-08-07,2019-05-03,2019-05-06,complete,38.51,0.1624023564112549,2021-05-03,2021-05-06,complete,49.38,0.6112845126611215,2018-05-29
