review_batch_id,security_code,security_name,annual_report_title,current_report_title,research_report_org,research_report_title,review_status,primary_strategy_tag_final,watchlist_decision_final,quality_tier_final,moat_conclusion,peer_double_check_conclusion,bear_case_summary,base_case_summary,bull_case_summary
batch-062,003043,华亚智能,2025年年度报告,2026年一季度报告,华龙证券股份有限公司,公司深度研究：半导体设备细分龙头，固态电池&智能机器人铸造第二/三成长曲线,reviewed_authoritative_deep_review,D-产业链爆发/关键瓶颈型,tactical_candidate,L3-战术候选,华亚智能在半导体设备精密结构件上有客户认证、加工精度和交付体系壁垒，固态电池和机器人提供期权。,低于北方华创/中微等设备平台，但作为设备链精密结构件可L3。,半导体设备订单放缓，第二曲线不兑现。,精密结构件随国产设备稳健增长。,固态电池和机器人客户放量形成第二增长曲线。
batch-062,002741,光华科技,2025年年度报告,2026年一季度报告,国金证券股份有限公司,业绩持续改善，募投项目稳步推进,reviewed_authoritative_deep_review,F-周期资源/材料型,zero_position_watch,L4-零仓位观察,光华科技在电子化学品和电池材料回收有布局，但业务受价格、产能和竞争影响较大。,相比雅克、江丰等半导体关键材料锚点，光华壁垒和利润质量较弱，L4。,材料价格下行、回收利润压缩。,电子化学品和募投项目带来修复。,高端电子化学品客户突破，回收业务盈利稳定。
batch-062,605123,派克新材,派克新材2025年年度报告,派克新材2026年一季度报告,民生证券股份有限公司,2025年半年报点评：1H25业绩稳健增长；外贸业务发展势头较强,reviewed_authoritative_deep_review,D-产业链爆发/关键瓶颈型,tactical_candidate,L3-战术候选,派克新材在航空航天、燃机和核电环锻件上有材料、锻造工艺和客户认证壁垒。,相比三角防务同属高端锻件，派克业务更分散但壁垒清晰，L3。,航空/燃机订单推迟，外贸回落。,高端锻件订单稳步交付。,燃机和海外客户放量提升利润中枢。
batch-062,603312,西典新能,2025年年度报告,2026年第一季度报告,西南证券股份有限公司,2025年一季报点评：FCC工艺放量在即，储能业务可期,reviewed_authoritative_deep_review,C-GARP成长型,zero_position_watch,L4-零仓位观察,西典新能在电池连接系统和储能相关产品有工艺积累，但零部件属性较强。,相比宁德/比亚迪等电池链核心，西典只是配套环节，L4。,储能价格战、客户导入慢。,FCC和储能业务逐步放量。,进入头部客户并显著提升收入占比。
batch-062,688543,国科军工,江西国科军工集团股份有限公司2025年年度报告,2026年第一季度报告,中航证券,2025年年报点评：公司2025年外销产品收入同比增长484%，军贸放量与扩产落地共振提升业绩表现,reviewed_authoritative_deep_review,D-产业链爆发/关键瓶颈型,tactical_candidate,L3-战术候选,国科军工处于军工弹药和军贸相关产品链，资质、型号、客户和产能准入构成壁垒。,相比中航系大平台规模较小，但军贸订单催化明确，L3。,军贸订单波动、交付验收延迟。,扩产落地支撑收入增长。,军贸持续放量并提升利润率。
batch-062,300775,三角防务,2025年年度报告,2026年一季度报告,东吴证券股份有限公司,2025年三季报点评：产能爬坡完成、盈利质量修复、现金蓄势待发,reviewed_authoritative_deep_review,D-产业链爆发/关键瓶颈型,tactical_candidate,L3-战术候选,三角防务是航空大型模锻件供应商，军机/民机客户认证、锻造能力和产能爬坡构成壁垒。,接近高端锻件锚点，但军工订单周期和客户集中限制升L2，L3。,军工订单延期，产能利用率不足。,产能爬坡后盈利逐步修复。,新型号和民机业务放量。
batch-062,600927,永安期货,永安期货股份有限公司2025年年度报告,永安期货股份有限公司2026年第一季度报告,国信证券股份有限公司,步入高景气周期，风险管理与跨境启新程,reviewed_authoritative_deep_review,G-股东回报型低估/稳健资产,not_watch,L5-不纳入观察,永安期货是期货和风险管理公司，业务强依赖市场活跃度和商品周期，长期护城河有限。,相比招商银行等金融质量锚点，期货公司ROE和稳定性不足，L5。,商品市场降温、风险管理业务亏损。,期货经纪和风险管理随市场改善。,商品牛市带来利润弹性。
batch-062,603871,嘉友国际,2025年年度报告,2026年第一季度报告,国金证券股份有限公司,焦煤迎催化，布局正当时,reviewed_authoritative_deep_review,C-GARP成长型,zero_position_watch,L4-零仓位观察,嘉友国际在中蒙和非洲跨境资源物流有线路、口岸和项目经验，但仍受煤炭等资源周期影响。,相比资源矿商或港口铁路垄断资产，嘉友物流链条间接，L4。,焦煤需求下滑、跨境政策扰动。,中蒙物流稳定，非洲项目逐步贡献。,资源项目放量带来通道稀缺溢价。
batch-062,300873,海晨股份,2025年年度报告,2026年一季度报告,太平洋证券股份有限公司,2025Q3点评：业绩展现韧性，研发投入大增,reviewed_authoritative_deep_review,C-GARP成长型,not_watch,L5-不纳入观察,海晨股份是供应链物流服务商，客户服务能力有价值但物流外包竞争充分。,相比顺丰和稀缺港口/铁路资产，海晨缺少长期不可替代性，L5。,大客户订单下滑、价格竞争。,存量客户维持，利润小幅改善。,新客户和海外仓放量。
batch-062,603566,普莱柯,普莱柯2025年年度报告,普莱柯2026年第一季度报告,开源证券股份有限公司,公司信息更新报告：经营向好，持续推进降本增效,reviewed_authoritative_deep_review,C-GARP成长型,zero_position_watch,L4-零仓位观察,普莱柯在动物疫苗和兽药研发有积累，但行业竞争和产品周期明显。,相比生物股份、中牧等动保锚点，普莱柯优势不够突出，L4。,养殖低迷、疫苗竞争降价。,降本增效，核心品种稳定。,新品种放量提升利润率。
batch-062,003035,南网能源,2025年年度报告,2026年一季度报告,中航证券有限责任公司,2025年三季报点评：积极转型升级业务，利润改善明显收入创新高,reviewed_authoritative_deep_review,G-股东回报型低估/稳健资产,zero_position_watch,L4-零仓位观察,南网能源依托南网资源做节能服务、分布式能源和综合能源管理，但项目回报率受政策和客户影响。,相比国电南瑞、阳光电源等能源设备平台，南网能源更偏项目运营，L4。,项目回款慢、补贴或电价机制不利。,存量项目稳定，新业务改善利润。,综合能源服务规模化提升ROE。
batch-062,601811,新华文轩,新华文轩2025年年度报告,新华文轩2026年第一季度报告,西南证券股份有限公司,2025年年报点评：利润稳健增长，持续高分红回馈股东,reviewed_authoritative_deep_review,A-DCF/现金流复利型,zero_position_watch,L4-零仓位观察,新华文轩拥有四川出版发行渠道和教材教辅资源，现金流稳健但成长性有限。,作为高分红稳定资产可观察，但不如强消费/互联网平台，L4。,教材政策变化、线下零售下滑。,教材教辅稳定，高分红维持。,数字出版和渠道整合带来增量。
batch-062,920689,克莱特,2025年年度报告,2026年一季度报告,开源证券股份有限公司,北交所信息更新：自研GCU用风机打破国外垄断，积极布局输变电,reviewed_authoritative_deep_review,D-产业链爆发/关键瓶颈型,tactical_candidate,L3-战术候选,克莱特在特种风机、轨交和GCU用风机等细分场景有定制化和客户认证壁垒。,相比大平台空间较窄，但自研GCU风机打破国外垄断具备L3资格。,新场景订单低于预期，客户导入慢。,传统风机稳定，GCU和输变电贡献增量。,GCU风机批量替代海外供应商。
batch-062,601858,中国科传,中国科技出版传媒股份有限公司2025年年度报告,中国科技出版传媒股份有限公司2026年第一季度报告,,,reviewed_with_public_research_gap,A-DCF/现金流复利型,zero_position_watch,L4-零仓位观察,中国科传拥有科学出版资源和渠道，但出版业务总体增长缓慢。,与新华文轩类似可低频观察，不具备前三档稀缺性，L4。,纸书需求下降，数字化转型慢。,专业出版稳定，现金流维持。,知识服务平台化提升估值。
batch-062,603739,蔚蓝生物,青岛蔚蓝生物股份有限公司2025年年度报告,青岛蔚蓝生物股份有限公司2026年第一季度报告,国信证券股份有限公司,2025年报及2026年一季报点评：研发驱动战略持续深化，打造“产业+服务”综合赋能平台,reviewed_authoritative_deep_review,C-GARP成长型,zero_position_watch,L4-零仓位观察,蔚蓝生物在酶制剂、微生态和动保领域有研发积累，但行业竞争和养殖周期影响较大。,相比生物制造平台或动保龙头，蔚蓝差异化仍不足，L4。,养殖低迷、产品价格竞争。,酶制剂和微生态稳健增长。,新产品和服务平台放量。
