review_batch_id,security_code,security_name,annual_report_title,current_report_title,research_report_org,research_report_title,review_status,primary_strategy_tag_final,watchlist_decision_final,quality_tier_final,moat_conclusion,peer_double_check_conclusion,bear_case_summary,base_case_summary,bull_case_summary
batch-060,001323,慕思股份,2025年年度报告,2026年一季度报告,信达证券股份有限公司,慕思股份：加码出海&智能赛道，逆势实现增长,reviewed_authoritative_deep_review,C-GARP成长型,not_watch,L5-不纳入观察,慕思股份是寝具品牌，品牌和渠道有积累，但床垫家居品类进入门槛低、地产后周期影响明显。,低壁垒家居不符合GARP严定义，L5。,地产后周期和消费疲弱拖累。,渠道调改和出海维持增长。,智能寝具和出海带来阶段性弹性。
batch-060,002508,老板电器,2025年年度报告,2026年一季度报告,西南证券股份有限公司,国补退坡承压，高分红彰显长期价值,reviewed_authoritative_deep_review,A-DCF/现金流复利型,zero_position_watch,L4-零仓位观察,老板电器是厨电龙头之一，品牌和渠道有价值，但厨电强依赖地产和更新周期，成长放缓。,相比美的等全品类平台，老板品类窄且地产链暴露高，L4。,地产拖累、新品类竞争。,高分红和存量更新支撑。,集成厨房新品成功改善增长。
batch-060,300797,钢研纳克,2025年年度报告,2026年一季度报告,中航证券有限公司,2025年年报及2026年一季报点评：业绩创新高，积极推进数字化转型以及战新产业业务拓展,reviewed_authoritative_deep_review,C-GARP成长型,tactical_candidate,L3-战术候选,钢研纳克依托钢研体系，在金属材料检测、标准物质和实验室服务上有资质、数据和客户认证壁垒。,相比普通工程检测，钢研纳克更靠近材料检测权威平台，L3。,制造业研发投入放缓。,材料检测和数字化业务稳步增长。,战新产业检测和国产仪器放量。
batch-060,000166,申万宏源,2025年年度报告,2026年一季度报告,,,reviewed_with_public_research_gap,G-股东回报型低估/稳健资产,not_watch,L5-不纳入观察,申万宏源是大型券商，但券商业务强周期，受成交、自营和投行业务影响明显。,券商不符合严进长期观察标准，L5。,市场成交低迷、自营波动。,经纪和投行业务维持。,牛市带来弹性。
batch-060,002296,辉煌科技,2025年年度报告,2026年一季度报告,,,reviewed_with_public_research_gap,C-GARP成长型,zero_position_watch,L4-零仓位观察,辉煌科技服务轨交信号、电务和运维系统，资质和客户案例有门槛，但项目制强、市场规模有限。,相比交控科技等更核心CBTC/信号平台，辉煌科技优势不足，L4。,铁路投资放缓、回款慢。,轨交电务业务稳定。,智能运维产品放量。
batch-060,301513,尚水智能,2025年年度报告,2026年一季度报告,华金证券股份有限公司,新股覆盖研究：尚水智能,reviewed_authoritative_deep_review,D-产业链爆发/关键瓶颈型,zero_position_watch,L4-零仓位观察,尚水智能从事锂电浆料和相关装备，固态电池/机器人题材有空间，但上市时间短、客户和财报验证仍有限。,相比先导智能、杭可等成熟设备平台，尚水仍处验证期，L4。,锂电扩产放缓，新业务兑现慢。,设备订单逐步交付。,固态电池设备形成新增量。
batch-060,000973,佛塑科技,2025年年度报告,2026年一季度报告,东吴证券股份有限公司,2026年一季报点评：业绩符合市场预期，金力单位盈利稳健,reviewed_authoritative_deep_review,F-周期资源/材料型,zero_position_watch,L4-零仓位观察,佛塑科技传统塑料膜竞争充分，参股/相关隔膜资产有价值但母公司直接壁垒有限。,相比恩捷/星源等隔膜主业公司，佛塑科技业务纯度和控制力不足，L4。,传统膜价格竞争。,功能膜和权益资产稳定贡献。,隔膜景气修复带来弹性。
batch-060,002032,苏 泊 尔,2025年年度报告,2026年一季度报告,国信证券股份有限公司,2025年业绩快报点评：内外销收入表现稳健，利润受费用投入影响,reviewed_authoritative_deep_review,A-DCF/现金流复利型,zero_position_watch,L4-零仓位观察,苏泊尔是小家电和炊具强品牌，渠道和制造效率较好，但小家电产品迭代快、竞争充分。,相比美的全品类平台，苏泊尔品类和生态较窄，L4。,内需疲弱、费用投入压制利润。,内外销稳定，现金流较好。,新品和外销带来稳健增长。
batch-060,603111,康尼机电,康尼机电2025年年度报告,康尼机电2026年一季度报告,华鑫证券有限责任公司,公司事件点评报告：海轨交维保+出海双线提速，新能源零部件产业化构筑新增长极,reviewed_authoritative_deep_review,C-GARP成长型,zero_position_watch,L4-零仓位观察,康尼机电在轨交门系统有客户和安全认证，维保与出海提供稳定性，但成长弹性有限。,相比中国中车等核心系统平台，康尼机电细分但天花板较低，L4。,轨交投资放缓。,门系统和维保稳健。,新能源零部件成为第二曲线。
batch-060,300729,乐歌股份,2025年年度报告,2026年一季度报告,国金证券股份有限公司,新业务开拓期收入增长，汇兑损失拖累短期业绩释放,reviewed_authoritative_deep_review,C-GARP成长型,not_watch,L5-不纳入观察,乐歌股份主业升降桌和海外仓，品牌与渠道有积累但家具跨境和仓储服务壁垒有限。,低壁垒家具与跨境服务不符合严进观察标准，L5。,海外需求与汇兑波动。,跨境仓和升降桌稳定经营。,海外仓规模化改善利润。
