review_batch_id,security_code,security_name,annual_report_title,current_report_title,research_report_org,research_report_title,review_status,primary_strategy_tag_final,watchlist_decision_final,quality_tier_final,moat_conclusion,peer_double_check_conclusion,bear_case_summary,base_case_summary,bull_case_summary
batch-023,300499,高澜股份,2025年年度报告,2026年一季度报告,国信证券股份有限公司,特高压纯水冷却设备龙头，数据中心液冷打造第二成长曲线,reviewed_authoritative_deep_review,D-产业链爆发/关键瓶颈型,tactical_candidate,L3-战术候选,高澜股份是特高压纯水冷却设备龙头，并切入数据中心液冷，电力和热管理场景有工程壁垒。,相比英维克/三花，高澜体量小且平台性弱，L3。,液冷放量慢，特高压订单波动。,电力冷却稳定，液冷逐步增长。,数据中心液冷成为第二增长曲线。
batch-023,603988,中电电机,中电电机2025年年度报告,中电电机2026年第一季度报告,,,reviewed_with_public_research_gap,C-GARP成长型,exclude,L5-不纳入观察,中电电机处于工业电机制造行业，产品和客户壁垒不突出，规模和行业地位不足以支撑长期观察。,与汇川、卧龙等更强平台相比差异化不足，L5。,需求下滑，价格竞争。,维持小幅盈利。,局部订单改善带来反弹。
batch-023,603618,杭电股份,杭电股份：2025年年度报告,杭电股份：2026年第一季度报告,,,reviewed_with_public_research_gap,D-产业链爆发/关键瓶颈型,exclude,L5-不纳入观察,杭电股份以电线电缆和光通信相关业务为主，普通线缆壁垒较低，缺少明确不可替代瓶颈。,相比东方电缆的海缆瓶颈，杭电不具备前三档资格，L5。,价格竞争，原材料波动。,经营稳定但增长有限。,高端光通信产品突破。
batch-023,688205,德科立,无锡市德科立光电子技术股份有限公司2024年年度报告,无锡市德科立光电子技术股份有限公司2026年第一季度报告,山西证券股份有限公司,收入增长提速，DCI配套器件和非相干光模块是增长主力,reviewed_authoritative_deep_review,D-产业链爆发/关键瓶颈型,tactical_candidate,L3-战术候选,德科立布局光模块、DCI配套器件和非相干光模块，受益数据中心互联和光通信升级。,相比中际/新易盛，德科立不是最强瓶颈，但有细分增长，L3。,光模块价格竞争，客户导入慢。,DCI和非相干模块增长。,AI相关产品超预期放量。
batch-023,688002,睿创微纳,2025年年度报告,2026年第一季度报告,民生证券股份有限公司,2025年三季报点评：3Q25业绩创单季度新高；盈利能力持续提升,reviewed_authoritative_deep_review,D-产业链爆发/关键瓶颈型,quasi_core_candidate,L2-准核心候选,睿创微纳是红外热成像和MEMS红外探测器平台，军民应用、芯片、机芯和整机形成技术链条。,相比普通军工电子，睿创具备芯片到整机平台，L2。,军品订单波动，民品竞争加剧。,红外平台稳健增长。,车载/消费红外和防务需求共振。
batch-023,603396,金辰股份,营口金辰机械股份有限公司2025年年度报告,营口金辰机械股份有限公司2026年第一季度报告,,,reviewed_with_public_research_gap,C-GARP成长型,zero_position_watch,L4-零仓位观察,金辰股份主要做光伏自动化设备，具备一定设备能力，但深受光伏过剩和设备投资周期影响。,相比奥特维/连城等更强设备公司，金辰壁垒和客户位置较弱，L4。,光伏投资继续下行。,设备业务维持。,新技术设备放量。
batch-023,300490,华自科技,2025年年度报告,2026年一季度报告,,,reviewed_with_public_research_gap,D-产业链爆发/关键瓶颈型,exclude,L5-不纳入观察,华自科技业务涵盖水利水电自动化、储能和新能源系统，业务分散且竞争激烈，缺少强壁垒证据。,相比中控/汇川等自动化平台，华自竞争力明显弱，L5。,储能价格战，项目回款慢。,传统自动化维持。,储能订单带来短期弹性。
batch-023,920299,灿能电力,2025年年度报告,2026年一季度报告,,,reviewed_with_public_research_gap,D-产业链爆发/关键瓶颈型,zero_position_watch,L4-零仓位观察,灿能电力从事电力监测和仪器仪表，电网客户和产品资质有门槛，但规模和平台性有限。,相比许继/四方/国电南瑞，灿能规模和产品深度不足，L4。,电网投资节奏慢，价格竞争。,电力监测业务稳定。,配网数字化带来增长。
batch-023,600566,济川药业,湖北济川药业股份有限公司2025年年度报告,湖北济川药业股份有限公司2026年第一季度报告,开源证券股份有限公司,公司信息更新报告：2025年业绩阶段承压，BD合作加注赋能未来发展,reviewed_authoritative_deep_review,C-GARP成长型,zero_position_watch,L4-零仓位观察,济川药业以儿科、中成药和OTC产品为主，渠道和品牌有基础，但产品结构和增长天花板限制护城河。,相比创新药/高端器械，济川药业不符合前三档高壁垒标准，L4。,核心产品下滑，BD不兑现。,主业恢复，BD项目逐步贡献。,新产品成功放量。
batch-023,688450,光格科技,光格科技2025年年度报告,光格科技2026年第一季度报告,,,reviewed_with_public_research_gap,D-产业链爆发/关键瓶颈型,zero_position_watch,L4-零仓位观察,光格科技从事分布式光纤传感和资产监测，应用在电网、管廊和安防等场景，有一定技术门槛。,相比华测导航/中控等更清晰平台，光格规模小且项目属性强，L4。,项目延期，应收增加。,电网监测业务稳定增长。,大规模基础设施监测需求释放。
batch-023,002927,泰永长征,2025年年度报告,2026年一季度报告,,,reviewed_with_public_research_gap,D-产业链爆发/关键瓶颈型,exclude,L5-不纳入观察,泰永长征从事低压电器和配电设备，行业竞争激烈，产品同质化明显。,相比公牛、国电南瑞、许继等，泰永缺少强护城河，L5。,价格竞争，订单弱。,维持低速经营。,局部新能源配电订单增长。
batch-023,920062,科润智控,2025年年度报告,2026年一季度报告,开源证券股份有限公司,北交所信息更新：变压器出海开拓外贸市场，黄山子公司投产改变收入结构,reviewed_authoritative_deep_review,D-产业链爆发/关键瓶颈型,zero_position_watch,L4-零仓位观察,科润智控是变压器和成套电气设备公司，受益电网和出口，但体量小、竞争者多。,相比华明装备的核心部件全球壁垒，科润更像普通电气设备，L4。,出口需求回落，价格竞争。,变压器业务稳定增长。,海外电网需求带来弹性。
batch-023,300902,国安达,2025年年度报告,2026年一季度报告,东吴证券股份有限公司,2025年一季报点评：业绩符合市场预期，低空+机器人双驱动,reviewed_authoritative_deep_review,C-GARP成长型,zero_position_watch,L4-零仓位观察,国安达从事消防安全和应急装备，低空和机器人主题提供想象空间，但核心业务项目制和壁垒有限。,相比真正机器人/低空核心部件，国安达更偏应用设备，L4。,低空机器人不兑现，项目回款慢。,消防主业稳定。,低空+机器人产品放量。
batch-023,603160,汇顶科技,2025年年度报告,2026年第一季度报告,中邮证券有限责任公司,创新技术，丰富生活,reviewed_authoritative_deep_review,E-落难白马/反转型,tactical_candidate,L3-战术候选,汇顶科技是指纹识别和智能终端芯片设计公司，曾有强产品周期，当前需验证新产品线重塑平台能力。,相比豪威/兆易，汇顶产品平台和成长确定性弱，L3。,消费电子弱，新产品失败。,传统业务修复，新产品逐步贡献。,多芯片平台成功重塑成长。
batch-023,300219,鸿利智汇,2025年年度报告,2026年一季度报告,,,reviewed_with_public_research_gap,D-产业链爆发/关键瓶颈型,exclude,L5-不纳入观察,鸿利智汇以LED封装和照明业务为主，行业成熟、价格竞争强，缺少不可替代壁垒。,相比三安、京东方等产业链关键公司，鸿利缺少观察价值，L5。,价格战延续，需求弱。,维持低速经营。,Mini LED订单改善。
batch-023,600572,康恩贝,康恩贝2025年年度报告全文,康恩贝2026年第一季度报告,,,reviewed_with_public_research_gap,E-落难白马/反转型,zero_position_watch,L4-零仓位观察,康恩贝是中成药和大健康企业，品牌和渠道有基础，但产品壁垒、成长性和资本配置需要折价。,相比片仔癀/云南白药等强品牌中药，康恩贝护城河不足，L4。,核心产品下滑，渠道竞争。,主业稳定，分红维持。,国企改革或产品放量带来重估。
batch-023,688131,皓元医药,上海皓元医药股份有限公司2025年年度报告（更新后）,上海皓元医药股份有限公司2026年第一季度报告,长城国瑞证券有限公司,前端高增稳压舱，后端项目蓄势能ADC一体化能力加速完善,reviewed_authoritative_deep_review,C-GARP成长型,tactical_candidate,L3-战术候选,皓元医药提供分子砌块、工具化合物和CDMO服务，ADC一体化能力提升技术壁垒。,相比药明康德这种平台龙头，皓元体量和客户抗风险弱，L3。,医药投融资弱，订单转化慢。,前端高增，后端项目储备。,ADC一体化能力放量。
batch-023,600732,爱旭股份,2025年年度报告,2026年第一季度报告,山西证券股份有限公司,ABC满产满销，无银优势开始显现,reviewed_authoritative_deep_review,D-产业链爆发/关键瓶颈型,tactical_candidate,L3-战术候选,爱旭股份在ABC电池技术上有差异化，无银化和高转换效率构成技术期权，但光伏行业过剩严重。,相比阳光电源等更强平台，爱旭技术弹性大但周期风险高，L3。,光伏价格战，ABC溢价消失。,ABC产能利用率提升。,ABC成为高效电池主流并放大利润。
batch-023,603333,尚纬股份,尚纬股份有限公司2025年年度报告,尚纬股份有限公司2026年第一季度报告,,,reviewed_with_public_research_gap,D-产业链爆发/关键瓶颈型,exclude,L5-不纳入观察,尚纬股份从事电线电缆，行业低壁垒、价格竞争和原材料波动明显，缺少强护城河。,与东方电缆海缆瓶颈相比，尚纬不具备观察资格，L5。,价格竞争，订单弱。,维持普通制造经营。,局部高端线缆放量。
batch-023,600552,凯盛科技,凯盛科技股份有限公司2025年年度报告,凯盛科技股份有限公司2026年第一季度报告,国金证券股份有限公司,自主可控，UTG护航空天,reviewed_authoritative_deep_review,D-产业链爆发/关键瓶颈型,tactical_candidate,L3-战术候选,凯盛科技布局UTG、显示材料和新型玻璃，央企材料平台和超薄玻璃工艺具备一定壁垒。,相比京东方/TCL的产业链位置，凯盛是上游材料期权，L3。,UTG需求不及预期，传统业务拖累。,显示材料稳健，UTG逐步贡献。,UTG和空天材料带来重估。
