review_batch_id,security_code,security_name,annual_report_title,current_report_title,research_report_org,research_report_title,review_status,primary_strategy_tag_final,watchlist_decision_final,quality_tier_final,moat_conclusion,peer_double_check_conclusion,bear_case_summary,base_case_summary,bull_case_summary
batch-022,601038,一拖股份,一拖股份2025年年度报告,一拖股份2026年第一季度报告,东吴证券股份有限公司,2026年一季报点评：业绩拐点已现，内需回暖&出海战略驱动增长,reviewed_authoritative_deep_review,C-GARP成长型,zero_position_watch,L4-零仓位观察,一拖股份是拖拉机和农机龙头，品牌和渠道有基础，但农机行业补贴、周期和产品同质化明显。,相比三一、宇通等更强全球制造龙头，一拖壁垒和利润率不足，L4。,内需回暖不及预期，出口受阻。,农机更新支撑利润修复。,高端农机和出口带来弹性。
batch-022,688337,普源精电,普源精电科技股份有限公司2025年年度报告,普源精电科技股份有限公司2026年第一季度报告,东吴证券股份有限公司,2026年一季报点评：营收同比+38%超预期，解决方案、光通信等引领增长,reviewed_authoritative_deep_review,C-GARP成长型,tactical_candidate,L3-战术候选,普源精电是电子测量仪器厂商，示波器、频谱仪等产品有技术积累和国产替代空间。,相比泰克/Keysight仍有差距，A股内部属高技术仪器L3。,高端产品导入慢，费用率高。,国产替代推动收入增长。,光通信/半导体仪器突破带来重估。
batch-022,688630,芯碁微装,2025年年度报告,2026年第一季度报告,上海证券有限责任公司,芯碁微装2025年报及2026年一季报点评：PCB与先进封装需求旺盛，助力业绩高速增长,reviewed_authoritative_deep_review,D-产业链爆发/关键瓶颈型,tactical_candidate,L3-战术候选,芯碁微装在PCB直接成像和先进封装曝光设备上有工艺和客户验证壁垒。,相比北方华创/中微等平台型设备，芯碁为细分设备，L3。,PCB景气回落，先进封装投资慢。,PCB设备稳定，先进封装增长。,高端直写设备成为关键瓶颈。
batch-022,300415,伊之密,2025年年度报告,2026年一季度报告,国信证券股份有限公司,2025年业绩稳健增长，三大主业全线突破，全球化布局深化,reviewed_authoritative_deep_review,C-GARP成长型,tactical_candidate,L3-战术候选,伊之密是注塑机、压铸机和橡胶机龙头，全球化和产品矩阵形成一定制造壁垒。,相比海天国际和更高壁垒装备，伊之密属L3而非L2。,制造业投资下行，价格竞争。,三大主业稳健增长，海外推进。,全球化和大型压铸设备突破。
batch-022,002270,华明装备,2025年年度报告,2026年一季度报告,开源证券股份有限公司,公司信息更新报告：经营业绩稳健，海外业务持续高增,reviewed_authoritative_deep_review,D-产业链爆发/关键瓶颈型,quasi_core_candidate,L2-准核心候选,华明装备是分接开关龙头，电力变压器核心部件、客户认证、全球份额和售后服务形成强壁垒。,相比许继/四方更偏整机电网设备，华明是细分核心部件全球龙头，L2。,电网投资放缓，海外订单波动。,国内稳健，海外业务持续高增。,全球份额提升带来长期复利。
batch-022,002967,广电计量,2025年年度报告,2026年一季度报告,国信证券股份有限公司,2026年一季度战略新兴产业布局加速，创新驱动业绩增长,reviewed_authoritative_deep_review,C-GARP成长型,zero_position_watch,L4-零仓位观察,广电计量是第三方检测认证公司，资质和实验室网络有门槛，但检测行业分散且价格竞争明显。,相比中国汽研的汽车强检和场景资源，广电计量更分散，L4。,项目竞争压价，产能利用率不足。,新兴检测业务增长。,低空/汽车检测需求释放。
batch-022,601965,中国汽研,中国汽研2025年年度报告,中国汽研2026年第一季度报告,爱建证券有限责任公司,公司点评：L2强检在即，静待26H2检测订单释放,reviewed_authoritative_deep_review,C-GARP成长型,tactical_candidate,L3-战术候选,中国汽研是汽车测试评价和技术服务平台，法规检测、试验场和行业数据形成一定资质壁垒。,相比普通检测公司，中国汽研汽车场景更清晰，但不是不可替代平台，L3。,强检订单延迟，车企资本开支弱。,汽车测试业务稳健增长。,L2强检和智能网联检测放量。
batch-022,300655,晶瑞电材,2025年年度报告,2026年一季度报告,开源证券股份有限公司,公司信息更新报告：高纯化学品规模放量，2025年业绩整体改善,reviewed_authoritative_deep_review,F-周期资源/材料型,zero_position_watch,L4-零仓位观察,晶瑞电材布局高纯化学品、光刻胶和锂电材料，但产品组合分散、竞争和价格周期较强。,相比雅克、江丰等关键材料龙头，晶瑞壁垒和盈利质量弱，L4。,价格竞争，低端产品拖累。,高纯化学品放量改善业绩。,光刻胶/高端材料突破重估。
batch-022,601995,中金公司,中金公司2025年年度报告,中金公司2026年第一季度报告,国信证券股份有限公司,业绩高增，策略多元,reviewed_authoritative_deep_review,G-股东回报型低估/稳健资产,tactical_candidate,L3-战术候选,中金公司具有投行品牌、机构客户和跨境业务优势，但券商盈利仍受资本市场周期影响。,相比中信/国泰海通，中金投行品牌强但资本规模较弱，L3。,市场低迷，投行业务收缩。,市场回暖带动ROE修复。,投行和财富管理周期共振。
batch-022,000651,格力电器,2025年年度报告,2026年一季度报告,西南证券股份有限公司,26Q1表现稳健，加强股东回报,reviewed_authoritative_deep_review,A-DCF/现金流复利型,tactical_candidate,L3-战术候选,格力电器拥有空调强品牌、渠道、制造和现金流，但空调行业成熟、增长放缓且治理/多元化需折价。,相比美的集团的平台化和多品类经营，格力复利确定性较弱，L3。,空调需求弱，渠道库存，分红下降。,稳定利润和高分红支撑价值。,渠道改革和新业务改善估值。
