review_batch_id,security_code,security_name,annual_report_title,current_report_title,research_report_org,research_report_title,review_status,primary_strategy_tag_final,watchlist_decision_final,quality_tier_final,moat_conclusion,peer_double_check_conclusion,bear_case_summary,base_case_summary,bull_case_summary
batch-025,002153,石基信息,2025年年度报告,2026年一季度报告,民生证券股份有限公司,2025年半年报点评：国际化战略持续取得成果，全球酒店SaaS龙头前景可期,reviewed_authoritative_deep_review,C-GARP成长型,tactical_candidate,L3-战术候选,石基信息是酒店和餐饮信息系统公司，全球酒店SaaS切换、客户粘性和国际化产品形成一定软件壁垒。,相比金山办公这种标准化办公入口，石基项目/迁移属性更强，L3。,SaaS迁移慢，酒店IT预算弱。,国际化SaaS客户增长，亏损收窄。,全球酒店SaaS龙头地位兑现。
batch-025,688601,力芯微,2025年年度报告,2026年第一季度报告,,,reviewed_with_public_research_gap,D-产业链爆发/关键瓶颈型,zero_position_watch,L4-零仓位观察,力芯微是电源管理芯片公司，产品覆盖消费和工业，但规模、产品平台和不可替代性仍不足。,相比南芯、圣邦等更强平台，力芯微体量和差异化不足，L4。,消费需求弱，价格竞争。,电源芯片业务稳定。,车工电源芯片放量。
batch-025,300973,立高食品,2025年年度报告,2026年一季度报告,太平洋证券股份有限公司,立高食品：高基数下短期承压，大单品放量长期向好,reviewed_authoritative_deep_review,A-DCF/现金流复利型,exclude,L5-不纳入观察,立高食品是烘焙食品和冷冻烘焙原料企业，渠道和大单品有优势，但食品加工进入壁垒较低、增长容易被复制。,符合低壁垒食品默认不进入长期观察池的规则，L5。,消费弱、渠道库存、价格竞争。,大单品支撑收入。,烘焙渠道恢复带来弹性。
batch-025,300073,当升科技,2025年年度报告,2026年一季度报告,华鑫证券有限责任公司,公司事件点评报告：业绩高速增长，三元铁锂双轮驱动,reviewed_authoritative_deep_review,F-周期资源/材料型,tactical_candidate,L3-战术候选,当升科技是锂电正极材料龙头之一，三元和磷酸锰铁锂布局有材料工艺和客户认证壁垒。,相比宁德/比亚迪主链龙头，当升议价权和周期控制力弱，L3。,材料价格战和库存减值。,三元铁锂双轮驱动恢复增长。,锰铁锂或海外客户大幅放量。
batch-025,300638,广和通,2025年年度报告,2026年一季度报告,山西证券股份有限公司,原材料汇兑等造成短期业绩承压，持续探索车、具身等端侧价值,reviewed_authoritative_deep_review,D-产业链爆发/关键瓶颈型,tactical_candidate,L3-战术候选,广和通是蜂窝通信模组公司，车载、PC、IoT和端侧智能场景客户认证形成一定壁垒。,相比移远等同业，广和通可关注但模组行业价格竞争限制L2，L3。,模组价格战，汇兑拖累。,车载和IoT稳定增长。,端侧智能模组成为新增长曲线。
batch-025,002885,京泉华,2025年年度报告,2026年一季度报告,,,reviewed_with_public_research_gap,D-产业链爆发/关键瓶颈型,exclude,L5-不纳入观察,京泉华主要做磁性元件、电源和相关电子部件，行业竞争激烈、议价权弱。,相比英维克、三花等热管理/电源链更强公司，京泉华不符合前三档，L5。,订单弱，价格竞争。,普通元件业务稳定。,新能源磁性元件订单改善。
batch-025,300322,硕贝德,2025年年度报告,2026年一季度报告,华鑫证券有限责任公司,公司事件点评报告：业务多点开花，服务器和光模块液冷景气度高,reviewed_authoritative_deep_review,D-产业链爆发/关键瓶颈型,zero_position_watch,L4-零仓位观察,硕贝德从事天线、射频和散热/液冷相关业务，主题丰富但业务稳定性和壁垒证据不足。,相比英维克/中际等更强瓶颈，硕贝德位置偏配套，L4。,消费电子弱，液冷业务不兑现。,多业务恢复增长。,服务器液冷订单放量。
batch-025,688433,华曙高科,2025年年度报告,2026年第一季度报告,国金证券股份有限公司,华曙高科：4Q25强劲反转，3C需求爆发驱动公司迎奇点,reviewed_authoritative_deep_review,D-产业链爆发/关键瓶颈型,tactical_candidate,L3-战术候选,华曙高科是工业级3D打印设备和材料厂商，SLS/金属打印工艺、材料体系和客户应用经验有壁垒。,行业仍早期、订单波动大，低于核心设备平台，L3。,3D打印需求放缓，订单波动。,工业客户逐步扩展。,3C需求爆发驱动规模化。
batch-025,000045,深纺织Ａ,2025年年度报告,2026年一季度报告,,,reviewed_with_public_research_gap,D-产业链爆发/关键瓶颈型,zero_position_watch,L4-零仓位观察,深纺织A主要通过偏光片等显示材料参与产业链，但规模和技术地位弱于更强偏光片/面板材料厂商。,相比三利谱等更明确偏光片公司，深纺织A不进入前三档，L4。,面板周期回落，成本压力。,偏光片业务稳定。,高端显示材料放量。
batch-025,688584,上海合晶,上海合晶2025年年度报告（更新版）,上海合晶2026年第一季度报告,国金证券股份有限公司,一体化布局，差异化竞争的半导体硅外延片供应商,reviewed_authoritative_deep_review,D-产业链爆发/关键瓶颈型,tactical_candidate,L3-战术候选,上海合晶是一体化半导体硅外延片供应商，外延工艺、客户认证和差异化产品构成材料壁垒。,相比沪硅产业等更大硅片平台，上海合晶体量较小但差异化明确，L3。,晶圆厂需求弱，价格竞争。,特色外延片稳步国产替代。,高端外延片客户拓展带来重估。
