review_batch_id,security_code,security_name,annual_report_title,current_report_title,research_report_org,research_report_title,review_status,primary_strategy_tag_final,watchlist_decision_final,quality_tier_final,moat_conclusion,peer_double_check_conclusion,bear_case_summary,base_case_summary,bull_case_summary
batch-069,301302,华如科技,2025年年度报告,2026年一季度报告,,,reviewed_with_public_research_gap,D-产业链爆发/关键瓶颈型,tactical_candidate,L3-战术候选,华如科技处于军事仿真、兵棋推演和国防信息化软件领域，军工客户与模型积累形成细分壁垒。,相比达梦、金山办公等通用软件平台小很多，但军工仿真细分可L3。,军工订单延迟、项目制回款慢。,仿真项目稳定推进。,智能作战/兵棋系统放量。
batch-069,300121,阳谷华泰,2025年年度报告,2026年一季度报告,环球富盛理财有限公司,橡胶助剂龙头，泰国布局+新材料延伸,reviewed_authoritative_deep_review,F-周期资源/材料型,zero_position_watch,L4-零仓位观察,阳谷华泰是橡胶助剂龙头，规模、客户和泰国布局有优势，但橡胶助剂周期和竞争明显。,相比金禾、振华等更强细分化工龙头，阳谷壁垒略弱，L4。,轮胎需求弱、价格竞争、海外基地低回报。,主业稳健，泰国基地逐步贡献。,新材料延伸提升利润率。
batch-069,002389,航天彩虹,2025年年度报告,2026年一季度报告,华鑫证券有限责任公司,公司事件点评报告：合同负债相较期初增长145.51%，三季度收入实现大幅好转,reviewed_authoritative_deep_review,D-产业链爆发/关键瓶颈型,tactical_candidate,L3-战术候选,航天彩虹在无人机系统和导弹武器上有型号、军工资质和总装集成壁垒。,相比中航沈飞等主机厂体量小，但无人机细分壁垒明确，L3。,军贸订单波动、交付延迟、利润率下滑。,合同负债转化为收入，经营改善。,无人机军贸和新型号放量。
batch-069,000301,东方盛虹,2025年年度报告,2026年一季度报告,中邮证券有限责任公司,石化新材料销量稳步增长，高端新材料矩阵持续丰富,reviewed_authoritative_deep_review,F-周期资源/材料型,not_watch,L5-不纳入观察,东方盛虹是大型炼化和化纤新材料企业，资本开支重、负债和周期暴露高。,相比万华、荣盛等同类仍缺少稳定超额收益，不纳入观察池。,油化价差恶化、负债压力、减值风险。,新材料改善但周期拖累。,高端新材料占比大幅提升。
batch-069,688011,新光光电,哈尔滨新光光电科技股份有限公司2025年年度报告,哈尔滨新光光电科技股份有限公司2026年第一季度报告,,,reviewed_with_public_research_gap,D-产业链爆发/关键瓶颈型,zero_position_watch,L4-零仓位观察,新光光电从事军工光电和仿真测试等业务，技术门槛存在但规模小、订单和盈利验证不足。,相比光威、菲利华等军工材料锚点，新光光电盈利质量不足，L4。,军品订单延迟、客户集中、现金流弱。,项目订单维持经营。,无人/低空光电系统放量。
batch-069,002189,中光学,2025年年度报告,2026年一季度报告,,,reviewed_with_public_research_gap,D-产业链爆发/关键瓶颈型,zero_position_watch,L4-零仓位观察,中光学在光学元件、军民光电和投影显示上有制造积累，但业务盈利和不可替代性不足。,相比水晶光电、舜宇产业链和军工光电更强公司，中光学暂L4。,显示业务低迷、军工订单波动。,光学业务稳健修复。,车载/军工光学放量。
batch-069,301260,格力博,2025年年度报告,2026年一季度报告,,,reviewed_with_public_research_gap,C-GARP成长型,not_watch,L5-不纳入观察,格力博主要为户外动力设备和园林工具，品牌与渠道有积累但消费硬件竞争充分。,低壁垒消费硬件不符合观察池标准，L5。,海外需求弱、库存和价格竞争。,经营随渠道去库修复。,机器人割草机放量可重评。
batch-069,688107,安路科技,安路科技2025年年度报告,安路科技2026年第一季度报告,民生证券股份有限公司,2025年半年报点评：25H1毛利率显著改善，静待新产品放量,reviewed_authoritative_deep_review,D-产业链爆发/关键瓶颈型,tactical_candidate,L3-战术候选,安路科技是国产FPGA企业，芯片架构、EDA/IP、客户验证和生态构成较高壁垒。,相比寒武纪/海光等核心算力平台低一档，但国产FPGA稀缺性支持L3。,新产品放量慢、研发费用高、竞争加剧。,毛利率改善，新产品逐步导入。,高端FPGA进入核心客户并提升利润。
batch-069,603599,广信股份,2025年年度报告,2026年一季度报告,华安证券股份有限公司,2025H1业绩符合预期，行业景气度有望修复,reviewed_authoritative_deep_review,F-周期资源/材料型,zero_position_watch,L4-零仓位观察,广信股份是农药和精细化工企业，规模和合规有基础，但农化周期和产品价格主导利润。,相比扬农等更强农化平台，广信差异化不足，L4。,农药价格下行、出口需求弱。,景气修复带来利润改善。,行业供给收缩和分红提升。
batch-069,000657,中钨高新,2025年年度报告,2026年一季度报告,东吴证券股份有限公司,2025年报&2026一季报点评：利润同比高增，远景顺利注入平台化能力再上台阶,reviewed_authoritative_deep_review,F-垄断资源型,quasi_core_candidate,L2-准核心候选,中钨高新是中国五矿钨产业平台，硬质合金、数控刀具和钨资源整合形成战略材料优势。,相比厦门钨业，中钨平台化和硬质合金属性更聚焦，可列L2；周期性限制非L1。,钨价下行、资产注入低于预期、高端刀具竞争。,钨平台和硬质合金稳定增长。,资源整合和高端刀具放量带来重估。
batch-069,603668,天马科技,天马科技2025年年度报告,天马科技2026年第一季度报告,,,reviewed_with_public_research_gap,C-GARP成长型,not_watch,L5-不纳入观察,天马科技是水产饲料和鳗鱼养殖食品企业，行业进入门槛和利润稳定性不足。,低壁垒农牧食品不进入严选观察池，L5。,鱼价波动、疫病、食品安全和现金流压力。,饲料和养殖业务维持。,若形成强品牌食品平台可重评。
batch-069,688496,ST清越,清越科技2025年年度报告,清越科技2026年第一季度报告,,,reviewed_with_public_research_gap,D-产业链爆发/关键瓶颈型,not_watch,L5-不纳入观察,ST清越有显示技术和电子纸/MicroOLED概念，但ST状态本身是重大治理或经营风险信号。,触发风险红旗，一票否决，不纳入观察池。,继续亏损、退市风险、现金流恶化。,维持经营但不具备入池资格。,若摘帽且订单/现金流持续验证可重评。
batch-069,601928,凤凰传媒,凤凰传媒2025年年度报告,凤凰传媒2026年第一季度报告,,,reviewed_with_public_research_gap,A-DCF/现金流复利型,zero_position_watch,L4-零仓位观察,凤凰传媒拥有区域出版发行渠道和教材教辅资源，现金流和分红较稳，但成长性有限。,类似新华文轩，可低频观察但不占前三档名额，L4。,教材政策变化、线下零售下滑。,教材教辅稳定，高分红维持。,数字出版和文化资产重估。
batch-069,688530,欧莱新材,欧莱新材2025年年度报告,欧莱新材2026年第一季度报告,,,reviewed_with_public_research_gap,D-产业链爆发/关键瓶颈型,tactical_candidate,L3-战术候选,欧莱新材处于高性能溅射靶材等材料领域，半导体/显示客户认证和材料纯度构成壁垒。,相比江丰电子等L2靶材锚点规模和验证较弱，但细分壁垒明确，L3。,客户导入慢、面板周期下行、价格竞争。,显示靶材稳定，半导体客户推进。,半导体靶材放量提升估值。
batch-069,688051,佳华科技,2025年年度报告,2026年第一季度报告,,,reviewed_with_public_research_gap,E-落难白马/反转型,not_watch,L5-不纳入观察,佳华科技做物联网和环保/政务数据平台，项目制重、回款风险和持续盈利验证不足。,项目型软件/集成不符合严进宽出观察池，L5。,回款慢、订单减少、亏损扩大。,存量项目维持经营。,若SaaS化标准产品形成现金流可重评。
batch-069,002407,多氟多,2025年年度报告,2026年一季度报告,民生证券股份有限公司,2024年年报及2025年一季报点评：业绩持续承压，六氟磷酸锂出货稳步增长,reviewed_authoritative_deep_review,F-周期资源/材料型,zero_position_watch,L4-零仓位观察,多氟多在六氟磷酸锂和氟化工材料上有工艺积累，但电解液盐行业产能周期剧烈。,相比天赐/新宙邦等更强电解液平台，多氟多周期暴露大，L4。,六氟价格继续低迷、产能过剩。,出货增长但利润承压。,行业出清和高端氟材料放量。
batch-069,688625,呈和科技,2025年年度报告,2026年第一季度报告,国金证券股份有限公司,主业小而美，蓄势AI阻燃剂+AI树脂,reviewed_authoritative_deep_review,C-GARP成长型,zero_position_watch,L4-零仓位观察,呈和科技是高分子材料助剂公司，主业小而美但市场空间和不可替代性有限。,相比金禾/振华等更强细分化工龙头，呈和规模和证据不足，L4。,新产品不兑现、客户导入慢。,主业稳定增长。,AI阻燃剂和高端树脂助剂放量。
batch-069,688229,博睿数据,2025年年度报告,2026年第一季度报告,中邮证券有限责任公司,积极推进降本增效，新品ONE秋季版全球发布,reviewed_authoritative_deep_review,E-落难白马/反转型,zero_position_watch,L4-零仓位观察,博睿数据做APM和可观测性软件，产品化方向有价值，但规模和竞争地位不足。,相比金山办公、达梦等软件锚点，博睿规模和商业化证据弱，L4。,新品销售不及预期、竞争加剧、亏损扩大。,降本后亏损收窄，产品迭代。,可观测性平台形成订阅增长。
batch-069,001328,登康口腔,2025年年度报告,2026年一季度报告,开源证券股份有限公司,公司首次覆盖报告：抗敏感龙头，产品升级、渠道拓展驱动业绩稳增长,reviewed_authoritative_deep_review,A-DCF/现金流复利型,not_watch,L5-不纳入观察,登康口腔是口腔护理品牌，抗敏感定位有差异化，但消费品进入门槛和竞争压力较高。,低壁垒消费品按严进宽出标准剔除，L5。,渠道费用上升、品牌竞争加剧。,抗敏感产品稳健增长。,若形成强品牌心智和高现金流可重评。
batch-069,300109,新开源,2025年年度报告,2026年一季度报告,中邮证券有限责任公司,高端PVP重塑估值中枢，医疗业务拐点已至,reviewed_authoritative_deep_review,F-周期资源/材料型,tactical_candidate,L3-战术候选,新开源是PVP材料龙头之一，高端PVP、医药辅料和医疗业务拐点提供差异化。,相比普通化工助剂公司，新开源高端PVP壁垒更清晰；业务复杂限制为L3。,PVP价格下行、医疗业务拖累、客户导入慢。,高端PVP稳健增长，医疗业务改善。,高端PVP进入更多医药/电子客户并提升估值。
