review_batch_id,security_code,security_name,annual_report_title,current_report_title,research_report_org,research_report_title,review_status,primary_strategy_tag_final,watchlist_decision_final,quality_tier_final,moat_conclusion,peer_double_check_conclusion,bear_case_summary,base_case_summary,bull_case_summary
batch-070,002539,云图控股,2025年年度报告,2026年一季度报告,华金证券股份有限公司,经营稳中有升，强化资源+产业链协同,reviewed_authoritative_deep_review,F-周期资源/材料型,zero_position_watch,L4-零仓位观察,云图控股有磷矿、复合肥和产业链一体化，资源协同存在但行业竞争和周期属性明显。,相比兴发、川恒等更清晰磷资源锚点，云图资源和壁垒强度不足，L4。,肥价下行、原料波动、渠道竞争。,资源协同支撑稳定盈利。,磷资源景气和复合肥份额提升。
batch-070,688776,国光电气,国光电气2025年年度报告,国光电气2026年一季度报告,华鑫证券有限责任公司,公司动态研究报告：短期业绩承压，可控核聚变业务成长空间广阔,reviewed_authoritative_deep_review,D-产业链爆发/关键瓶颈型,tactical_candidate,L3-战术候选,国光电气在真空微波器件、核工业配套和可控核聚变部件上有军工/核工业客户认证壁垒。,相比中航光电等成熟军工电子锚点规模较小，但细分壁垒明确，L3。,核聚变商业化慢、军工订单延迟。,传统特种器件稳定，核工业订单逐步推进。,核聚变关键部件放量带来重估。
batch-070,002917,金奥博,2025年年度报告,2026年一季度报告,,,reviewed_with_public_research_gap,F-周期资源/材料型,zero_position_watch,L4-零仓位观察,金奥博做民爆智能装备和爆破服务，安全资质和工程经验有壁垒，但市场空间和龙头地位有限。,相比广东宏大、易普力等更强民爆矿服平台，金奥博只适合低频观察，L4。,矿山需求弱、订单项目化、回款慢。,民爆装备和服务稳定。,行业智能化改造带来订单。
batch-070,300554,三超新材,2025年年度报告,2026年一季度报告,,,reviewed_with_public_research_gap,C-GARP成长型,not_watch,L5-不纳入观察,三超新材主要做金刚线、砂轮等超硬材料工具，受光伏和硬脆材料切割周期影响大。,相比美畅、沃尔德等更强工具锚点，三超缺少入池优势，L5。,光伏价格战、金刚线降价、现金流弱。,传统工具业务随周期修复。,若半导体高端工具客户突破可重评。
batch-070,000881,中广核技,2025年年度报告,2026年一季度报告,环球富盛理财有限公司,聚焦非动力核技术应用，材料业务由“规模扩张”向“利润导向”转型,reviewed_authoritative_deep_review,D-产业链爆发/关键瓶颈型,zero_position_watch,L4-零仓位观察,中广核技聚焦电子加速器、辐照加工和改性材料，核技术应用有差异化但材料业务拖累质量。,相比核电/铀资源/军工核技术锚点，中广核技盈利质量不够强，L4。,材料业务继续低毛利、核技术订单慢。,核技术稳定，材料业务减亏。,辐照应用和高端材料放量。
batch-070,002613,北玻股份,2025年年度报告,2026年一季度报告,,,reviewed_with_public_research_gap,E-落难白马/反转型,not_watch,L5-不纳入观察,北玻股份做玻璃深加工设备和玻璃制品，地产/玻璃周期影响大，护城河不强。,相比福耀、南玻等玻璃产业链锚点，北玻不具备长期观察资格，L5。,地产需求弱、设备订单下降。,经营随玻璃行业修复。,若高端玻璃设备海外放量可重评。
batch-070,002144,宏达高科,2025年年度报告,2026年一季度报告,,,reviewed_with_public_research_gap,F-周期资源/材料型,not_watch,L5-不纳入观察,宏达高科业务偏经编面料、医疗器械和投资，主业进入壁垒和成长确定性不足。,低壁垒纺织和混合业务不符合严选观察池，L5。,纺织需求弱、利润率低、医疗业务不兑现。,主业维持低速。,若医疗器械形成核心产品可重评。
batch-070,688063,派能科技,上海派能能源科技股份有限公司2025年年度报告,上海派能能源科技股份有限公司2026年第一季度报告,东吴证券股份有限公司,2026年一季报点评：户储需求增长迅速，盈利水平环比大幅提升,reviewed_authoritative_deep_review,E-落难白马/反转型,zero_position_watch,L4-零仓位观察,派能科技是户储电池系统企业，有早期品牌和渠道优势，但储能电池竞争已显著加剧。,相比宁德、比亚迪、阳光等储能锚点，派能优势不够不可替代，L4。,户储价格战、海外库存、强玩家挤压。,需求恢复带来盈利修复。,新市场和产品组合恢复高增长。
batch-070,688499,利元亨,广东利元亨智能装备股份有限公司2025年年度报告,广东利元亨智能装备股份有限公司2026年第一季度报告,东吴证券股份有限公司,2026一季报点评：业绩持续向好，多条增长曲线稳步推进,reviewed_authoritative_deep_review,D-产业链爆发/关键瓶颈型,zero_position_watch,L4-零仓位观察,利元亨是锂电智能装备企业，自动化和客户经验有壁垒，但电池扩产周期和客户集中压力明显。,相比先导智能等设备平台，利元亨规模和现金流质量弱，L4。,电池扩产放缓、项目回款慢。,装备订单修复，多曲线小幅贡献。,半导体/光伏新业务打开空间。
batch-070,605376,博迁新材,江苏博迁新材料股份有限公司2025年年度报告（更正后）,江苏博迁新材料股份有限公司2026年第一季度报告,华源证券股份有限公司,AI算力+“替银化”推动镍粉和铜粉业务高速增长,reviewed_authoritative_deep_review,D-产业链爆发/关键瓶颈型,tactical_candidate,L3-战术候选,博迁新材在MLCC用镍粉、铜粉等电子粉体上有粉体粒径控制、客户认证和配方壁垒。,相比普通金属粉体企业，博迁具备电子粉体壁垒；规模限制为L3。,MLCC景气回落、客户导入慢、价格竞争。,镍粉稳定，铜粉业务增长。,AI算力带动高端粉体需求高增。
