review_batch_id,security_code,security_name,annual_report_title,current_report_title,research_report_org,research_report_title,review_status,primary_strategy_tag_final,watchlist_decision_final,quality_tier_final,moat_conclusion,peer_double_check_conclusion,bear_case_summary,base_case_summary,bull_case_summary
batch-067,601888,中国中免,中国旅游集团中免股份有限公司2025年年度报告,中国旅游集团中免股份有限公司2026年第一季度报告,山西证券股份有限公司,政策红利释放带动公司经营情况恢复,reviewed_authoritative_deep_review,E-落难白马/反转型,tactical_candidate,L3-战术候选,中国中免拥有免税牌照、机场/海南渠道和品牌供应链资源，但消费疲弱和渠道红利下降削弱成长。,相比茅台/美的等复利资产，中免更像落难白马修复，列L3而非L2。,消费继续疲弱、机场租金/扣点压力、海南竞争加剧。,政策和客流修复带来利润恢复。,离岛免税和出入境免税同步复苏，品牌议价力回升。
batch-067,603979,金诚信,金诚信2025年年度报告,金诚信2026年第一季度报告,中邮证券有限责任公司,资源板块量价齐升，业绩符合预期,reviewed_authoritative_deep_review,F-垄断资源型,tactical_candidate,L3-战术候选,金诚信从矿服工程扩展到矿山资源，矿山建设运营能力和自有资源组合形成差异化。,相比紫金/洛钼资源储量仍低一档，但矿服+资源组合具备L3资格。,资源价格下行、海外项目风险、矿服回款慢。,矿服稳定，资源板块贡献增加。,自有资源放量带来估值重塑。
batch-067,002238,天威视讯,2025年年度报告,2026年一季度报告,,,reviewed_with_public_research_gap,E-落难白马/反转型,not_watch,L5-不纳入观察,天威视讯是传统有线电视和本地广电网络公司，用户迁移和业务替代压力明显。,这是逻辑受损而非单纯落难白马，不进入观察池，L5。,用户继续流失，新业务投入无回报。,传统业务维持低速经营。,若资产重组或数据业务实质兑现可重评。
batch-067,301559,中集环科,2025年年度报告,2026年一季度报告,中邮证券有限责任公司,订单呈现复苏迹象，在手资金充沛,reviewed_authoritative_deep_review,C-GARP成长型,zero_position_watch,L4-零仓位观察,中集环科是罐式集装箱制造商，客户和制造能力有基础，但本质受物流设备周期影响。,相比中集集团平台和高壁垒装备公司，中集环科差异化不足，L4。,订单复苏失败、价格竞争。,订单逐步修复，现金充足。,化工物流景气带动罐箱需求。
batch-067,600019,宝钢股份,宝钢股份2025年年度报告全文,宝钢股份2026年第一季度报告,民生证券股份有限公司,2025年三季报点评：量利环比增长，高端产品占比稳步攀升,reviewed_authoritative_deep_review,F-周期资源/材料型,zero_position_watch,L4-零仓位观察,宝钢股份是钢铁龙头，高端产品、成本和股东回报较好，但普钢周期和行业过剩仍强。,相比中信特钢的特钢属性，宝钢普钢周期暴露更高，L4。,钢价下行、需求弱、铁矿成本挤压。,高端产品和成本优势稳定利润。,行业出清和高端钢份额提升。
batch-067,600054,黄山旅游,黄山旅游2025年年度报告,黄山旅游2026年第一季度报告,太平洋证券股份有限公司,客流稳健增长，关注暑期旺季,reviewed_authoritative_deep_review,C-GARP成长型,zero_position_watch,L4-零仓位观察,黄山旅游拥有稀缺景区资源，但旅游服务受客流、天气和消费周期影响，成长空间有限。,作为景区资产可低频观察，但不符合前三档高质量成长，L4。,客流下滑、消费疲弱、天气扰动。,客流稳定带来利润修复。,文旅消费高景气提升客单价。
batch-067,600843,上工申贝,上工申贝（集团）股份有限公司2025年度报告,上工申贝（集团）股份有限公司2026年第一季度报告,,,reviewed_with_public_research_gap,C-GARP成长型,not_watch,L5-不纳入观察,上工申贝处于缝制设备等传统装备领域，行业竞争充分，长期护城河弱。,相比高端数控、机器人核心零部件等装备锚点，上工申贝不符合观察池标准，L5。,下游纺织需求弱、竞争压价。,经营低速修复。,若高端装备转型成功可重评。
batch-067,601216,君正集团,君正集团2025年年度报告,君正集团2026年第一季度报告,,,reviewed_with_public_research_gap,F-周期资源/材料型,not_watch,L5-不纳入观察,君正集团主要涉及煤化工、氯碱和投资资产，周期属性强，业务护城河不够清晰。,相比华鲁、万华等化工平台，君正差异化明显不足，L5。,化工价差下行、投资收益波动。,周期品低速经营。,价差反弹带来阶段性利润。
batch-067,603348,文灿股份,2025年年度报告,2026年第一季度报告,民生证券股份有限公司,系列点评十一：2025H1盈利承压 静待海外百炼改善,reviewed_authoritative_deep_review,C-GARP成长型,zero_position_watch,L4-零仓位观察,文灿股份在汽车铝压铸和一体化压铸上有客户和工艺积累，但车企压价和产能竞争明显。,相比拓普、旭升等更强汽车零部件平台，文灿盈利承压，L4。,海外业务改善慢、车企压价、产能利用率低。,订单修复但利润承压。,一体化压铸和海外业务改善。
batch-067,600801,华新建材,2025年年度报告,2026年第一季度报告,国金证券股份有限公司,业绩超预期，海外高景气,reviewed_authoritative_deep_review,E-落难白马/反转型,zero_position_watch,L4-零仓位观察,华新建材是水泥和建材企业，海外布局改善周期暴露，但水泥行业需求结构性承压。,相比北新建材等更强建材白马，华新水泥周期暴露更高，L4。,国内水泥需求继续下行、海外景气回落。,海外业务支撑利润。,海外扩张和行业协同改善估值。
