review_batch_id,security_code,security_name,annual_report_title,current_report_title,research_report_org,research_report_title,review_status,primary_strategy_tag_final,watchlist_decision_final,quality_tier_final,moat_conclusion,peer_double_check_conclusion,bear_case_summary,base_case_summary,bull_case_summary
batch-056,300213,佳讯飞鸿,2025年年度报告,2026年一季度报告,,,reviewed_with_public_research_gap,D-产业链爆发/关键瓶颈型,zero_position_watch,L4-零仓位观察,佳讯飞鸿服务铁路和行业通信调度，客户场景有门槛，但项目制强、产品差异化不足。,相比海格通信等军工通信，佳讯飞鸿客户和技术壁垒略弱，L4。,铁路项目延期，回款慢。,铁路通信项目稳定。,智能调度平台化。
batch-056,688182,灿勤科技,江苏灿勤科技股份有限公司2025年年度报告,江苏灿勤科技股份有限公司2026年第一季度报告,中邮证券有限责任公司,加速成长,reviewed_authoritative_deep_review,D-产业链爆发/关键瓶颈型,tactical_candidate,L3-战术候选,灿勤科技在微波介质陶瓷、滤波器和射频材料器件领域有材料配方、烧结工艺和客户认证壁垒。,相比普通通信结构件，灿勤更接近射频材料和器件瓶颈，L3。,通信资本开支低于预期。,射频陶瓷产品稳步增长。,卫星/军工高频器件放量。
batch-056,601698,中国卫通,中国卫通集团股份有限公司2025年年度报告,中国卫通2026年第一季度报告,,,reviewed_with_public_research_gap,D-产业链爆发/关键瓶颈型,tactical_candidate,L3-战术候选,中国卫通拥有卫星运营牌照、空间段资源和央企客户，轨位、频率和卫星资产具备稀缺性。,相比设备商，卫通是稀缺运营资产；但现金流弹性未必高，L3。,新卫星应用慢，折旧压力上升。,卫星通信业务稳定增长。,卫星互联网和应急通信需求放量。
batch-056,301262,海看股份,2025年年度报告,2026年一季度报告,华金证券股份有限公司,主营业务稳健发展，新业务创新推进,reviewed_authoritative_deep_review,E-落难白马/反转型,zero_position_watch,L4-零仓位观察,海看股份有区域IPTV和新媒体牌照资源，主业现金流较稳，但互联网视频竞争和增长天花板明显。,与新媒股份类似，适合零仓位观察而非前三档核心候选，L4。,用户增长停滞，内容成本上升。,IPTV业务稳健。,新业务改善收入结构。
batch-056,600305,恒顺醋业,江苏恒顺醋业股份有限公司2025年年度报告,江苏恒顺醋业股份有限公司2026年第一季度报告,西南证券股份有限公司,2025年报点评：2025顺利收官，主业增速稳健,reviewed_authoritative_deep_review,A-DCF/现金流复利型,not_watch,L5-不纳入观察,恒顺醋业是食醋老品牌，但调味品行业被渠道、营销和大单品竞争驱动，区域品类成长有限。,相比海天等更强渠道调味品龙头仍弱，不符合严进观察标准，L5。,品类增长低，费用拖累。,主业稳健。,改革和新品带来阶段性增长。
batch-056,688795,摩尔线程,摩尔线程2025年年度报告,摩尔线程2026年第一季度报告,国金证券股份有限公司,以全功能GPU为核心的国产加速计算平台领军者,reviewed_authoritative_deep_review,D-产业链爆发/关键瓶颈型,tactical_candidate,L3-战术候选,摩尔线程以全功能GPU为核心，芯片架构、驱动、编译器和生态适配构成极高技术门槛。,与沐曦/寒武纪同属高门槛AI芯片，但商业化和生态仍需验证，L3。,生态不成熟，客户采购慢。,信创和AI客户逐步导入。,国产GPU成为关键算力平台。
batch-056,688510,航亚科技,无锡航亚科技股份有限公司2025年年度报告,无锡航亚科技股份有限公司2026年第一季度报告,太平洋证券股份有限公司,两机业务稳步增长，在研项目进展顺利,reviewed_authoritative_deep_review,D-产业链爆发/关键瓶颈型,tactical_candidate,L3-战术候选,航亚科技从事航空发动机叶片和医疗骨科等高精密零部件，两机业务具备长认证周期和高可靠性门槛。,相比普通机械零部件，航亚处在航空发动机高认证环节，L3。,型号进展慢，产能利用不足。,两机业务稳步增长。,新型号放量带来利润跃升。
batch-056,603138,海量数据,海量数据2025年年度报告,海量数据2026年第一季度报告,金元证券股份有限公司,信创筑基、AI拓界，国产数据库核心厂商迎来成长拐点,reviewed_authoritative_deep_review,C-GARP成长型,tactical_candidate,L3-战术候选,海量数据是国产数据库厂商，数据库内核、兼容迁移、信创生态和客户粘性具备基础软件壁垒。,相比达梦等更强数据库龙头略弱，但基础软件属性清晰，L3。,信创项目延迟，费用拖累。,数据库国产替代稳步推进。,AI数据底座和信创集中采购放量。
batch-056,300101,振芯科技,2025年年度报告,2026年一季度报告,,,reviewed_with_public_research_gap,D-产业链爆发/关键瓶颈型,tactical_candidate,L3-战术候选,振芯科技在北斗导航芯片、终端和军工电子有长期技术与客户积累，资质和型号验证形成门槛。,相比普通卫星应用公司，振芯在芯片和军工客户上更稀缺，L3。,军工订单延期。,北斗和军工电子稳定增长。,低空/卫星应用带来高弹性。
batch-056,603218,日月股份,日月重工股份有限公司2025年年度报告（图文版）,日月重工股份有限公司2026年一季度报告,国金证券股份有限公司,短期业绩略有承压，现金流改善明显,reviewed_authoritative_deep_review,F-周期资源/材料型,zero_position_watch,L4-零仓位观察,日月股份是大型风电铸件企业，规模和工艺有优势，但风电铸件受招标价格、产能和周期影响明显。,相比金风/明阳等整机或核心轴承链条，铸件议价权较弱，L4。,风电价格战压缩利润。,需求修复带来订单稳定。,海风大型铸件放量。
