start,full:BASE:CAGR,full:BASE:delta,A:BASE:CAGR,A:BASE:delta,full:WCREPSEP09:CAGR,full:WCREPSEP09:delta,A:WCREPSEP09:CAGR,A:WCREPSEP09:delta,full:WCOPM15SEP09:CAGR,full:WCOPM15SEP09:delta,A:WCOPM15SEP09:CAGR,A:WCOPM15SEP09:delta,full:WCOPRAWSEP09:CAGR,full:WCOPRAWSEP09:delta,A:WCOPRAWSEP09:CAGR,A:WCOPRAWSEP09:delta
2009-11-01,0.31367085096878133,0.0,0.3232108008631567,0.0,0.3652966068846013,0.05162575591581997,0.3008098699906214,-0.022400930872535252,0.3751727419201927,0.06150189095141134,0.32213810055184355,-0.001072700311313124,0.3171902906642554,0.0035194396954740803,0.32484186578832164,0.00163106492516496
2010-05-01,0.38489175716636725,0.0,0.3468375831056316,0.0,0.3350427592155443,-0.04984899795082298,0.343264066019638,-0.003573517085993627,0.3099387818902801,-0.07495297527608713,0.3459604226733761,-0.0008771604322554971,0.42150631552147355,0.0366145583551063,0.3577877601083479,0.010950177002716277
2010-11-01,0.323746530123739,0.0,0.3807199954694829,0.0,0.3651721075762133,0.04142557745247433,0.35679488134854287,-0.023925114120940005,0.26768251155780054,-0.056064018565938456,0.3834672570081532,0.0027472615386703314,0.34762338931737813,0.023876859193639133,0.39384145779326096,0.013121462323778088
2011-05-01,0.3153620966159747,0.0,0.4009930055647246,0.0,0.40390039453806126,0.08853829792208656,0.38350104268489726,-0.01749196287982735,0.3012393361119634,-0.014122760504011289,0.4008262912413103,-0.00016671432341430759,0.31325227361749697,-0.0021098229984777284,0.4595414701476832,0.05854846458295859
2011-11-01,0.35929213628297796,0.0,0.42933291939613993,0.0,0.4200191990722868,0.06072706278930884,0.4215275866684176,-0.007805332727722325,0.32746931343949903,-0.031822822843478926,0.4190356962604156,-0.010297223135724343,0.3323652934000796,-0.026926842882898372,0.4343883464327476,0.005055427036607663
2012-05-01,0.3631263206426567,0.0,0.448898667159376,0.0,0.4051797616310788,0.04205344098842212,0.4492990523129592,0.0004003851535832048,0.4045693503882881,0.04144302974563141,0.44163125274369586,-0.007267414415680129,0.39847921911522177,0.035352898472565064,0.44367740634309305,-0.0052212608162829355
2012-11-01,0.46003958605696127,0.0,0.4971799987441856,0.0,0.47884717814811495,0.01880759209115368,0.5043074549052211,0.007127456161035495,0.4252586740374169,-0.03478091201954436,0.5190454617223632,0.021865462978177597,0.5003010251284332,0.04026143907147195,0.5076581123683039,0.010478113624118324
2013-05-01,0.47077227598313964,0.0,0.437021650121864,0.0,0.45782770897047054,-0.012944567012669106,0.5038632452882714,0.06684159516640742,0.4546982898496945,-0.01607398613344513,0.46977078171281206,0.032749131590948055,0.4931181239971951,0.02234584801405548,0.5273589932880105,0.0903373431661465
2013-11-01,0.45307555049095805,0.0,0.4814036113823643,0.0,0.4261718539767203,-0.02690369651423774,0.5136037087779894,0.03220009739562513,0.5135060535288032,0.06043050303784514,0.5066181998369961,0.02521458845463176,0.41697297508389597,-0.036102575407062076,0.5092937156190205,0.027890104236656166
2014-05-01,0.4601510201617345,0.0,0.5144217278785495,0.0,0.47364999350111114,0.013498973339376663,0.5387255411461693,0.024303813267619878,0.4988442406555684,0.038693220493833946,0.5181357916458333,0.0037140637672838928,0.4929665032489996,0.03281548308726512,0.5759327684444389,0.06151104056588941
2014-11-01,0.4791761673894679,0.0,0.4948981755848638,0.0,0.5043426281763796,0.02516646078691176,0.5621978766287898,0.06729970104392602,0.48008910436773267,0.0009129369782647778,0.5189201210652867,0.024021945480422913,0.5279156947520107,0.048739527362542834,0.5567072004372051,0.0618090248523413
2015-05-01,0.4807762757549656,0.0,0.4591303356406189,0.0,0.5159375213564221,0.0351612456014565,0.4609898383799671,0.0018595027393482066,0.46228143940313937,-0.01849483635182625,0.4442730267695867,-0.014857308871032204,0.4970778116275161,0.016301535872550454,0.470629288674965,0.011498953034346115
2015-11-01,0.6167599051697947,0.0,0.4776687194764744,0.0,0.5976905821853375,-0.019069322984457182,0.5180073783072119,0.040338658830737506,0.5446029007445123,-0.07215700442528239,0.4979962459392182,0.020327526462743828,0.5936193389038193,-0.023140566265975382,0.5189473402580713,0.04127862078159694
2016-05-01,0.6501413301128931,0.0,0.6224848722867689,0.0,0.6748800526367853,0.024738722523892198,0.6639142612482956,0.0414293889615267,0.6675010688630185,0.01735973875012542,0.6221604981178042,-0.00032437416896469173,0.7061667460063654,0.05602541589347232,0.6848724220753288,0.06238754978855998
